,index,taxi_type,num_trips,total_cost,year,month,location_id,day,date,zone_name
0,194,green,169,7088.08,2020,1,209,1,2020-01-01,Seaport
1,469,yellow,12433,284582.77,2020,1,209,1,2020-01-01,Seaport
2,197,green,133,5747.83,2020,2,209,1,2020-02-01,Seaport
3,468,yellow,12101,274092.55000000005,2020,2,209,1,2020-02-01,Seaport
4,197,green,77,2834.809999999999,2020,3,209,1,2020-03-01,Seaport
5,468,yellow,5971,134058.35000000003,2020,3,209,1,2020-03-01,Seaport
6,258,green,0,0.0,2020,4,209,1,2020-04-01,Seaport
7,459,yellow,279,6888.5,2020,4,209,1,2020-04-01,Seaport
8,194,green,5,158.05,2020,5,209,1,2020-05-01,Seaport
9,468,yellow,420,9633.22,2020,5,209,1,2020-05-01,Seaport
10,194,green,8,279.82,2020,6,209,1,2020-06-01,Seaport
11,466,yellow,770,17762.420000000002,2020,6,209,1,2020-06-01,Seaport
12,195,green,16,622.64,2020,7,209,1,2020-07-01,Seaport
13,467,yellow,1076,25884.0,2020,7,209,1,2020-07-01,Seaport
14,197,green,14,524.5699999999999,2020,8,209,1,2020-08-01,Seaport
15,467,yellow,1771,40551.68000000001,2020,8,209,1,2020-08-01,Seaport
16,192,green,6,176.41000000000005,2020,9,209,1,2020-09-01,Seaport
17,467,yellow,2394,54137.58,2020,9,209,1,2020-09-01,Seaport
18,196,green,14,529.47,2020,10,209,1,2020-10-01,Seaport
19,468,yellow,2850,63434.53,2020,10,209,1,2020-10-01,Seaport
20,197,green,10,385.42,2020,11,209,1,2020-11-01,Seaport
21,468,yellow,2318,50190.72,2020,11,209,1,2020-11-01,Seaport
22,196,green,12,441.54,2020,12,209,1,2020-12-01,Seaport
23,468,yellow,2015,45511.28,2020,12,209,1,2020-12-01,Seaport
24,264,green,0,0.0,2019,1,209,1,2019-01-01,Seaport
25,471,yellow,14112,274264.4,2019,1,209,1,2019-01-01,Seaport
26,202,green,2,30.1,2019,2,209,1,2019-02-01,Seaport
27,469,yellow,13218,297544.38,2019,2,209,1,2019-02-01,Seaport
28,203,green,2,87.36,2019,3,209,1,2019-03-01,Seaport
29,469,yellow,15470,351116.59,2019,3,209,1,2019-03-01,Seaport
30,201,green,7,187.39,2019,4,209,1,2019-04-01,Seaport
31,469,yellow,14294,324261.8900000001,2019,4,209,1,2019-04-01,Seaport
32,201,green,5,170.82,2019,5,209,1,2019-05-01,Seaport
33,469,yellow,15448,355102.57000000007,2019,5,209,1,2019-05-01,Seaport
34,196,green,3,115.1,2019,6,209,1,2019-06-01,Seaport
35,469,yellow,15205,345721.70000000007,2019,6,209,1,2019-06-01,Seaport
36,191,green,4,181.29,2019,7,209,1,2019-07-01,Seaport
37,469,yellow,14987,347247.68000000005,2019,7,209,1,2019-07-01,Seaport
38,196,green,1,60.92,2019,8,209,1,2019-08-01,Seaport
39,469,yellow,15577,356869.22000000003,2019,8,209,1,2019-08-01,Seaport
40,200,green,68,2819.77,2019,9,209,1,2019-09-01,Seaport
41,469,yellow,15402,357860.41000000003,2019,9,209,1,2019-09-01,Seaport
42,199,green,147,5948.31,2019,10,209,1,2019-10-01,Seaport
43,468,yellow,15489,359884.70000000007,2019,10,209,1,2019-10-01,Seaport
44,200,green,129,5337.4400000000005,2019,11,209,1,2019-11-01,Seaport
45,468,yellow,13633,312851.91000000003,2019,11,209,1,2019-11-01,Seaport
46,199,green,137,5630.879999999999,2019,12,209,1,2019-12-01,Seaport
47,469,yellow,14461,335474.95000000007,2019,12,209,1,2019-12-01,Seaport
