,index,taxi_type,num_trips,total_cost,year,month,location_id,day,date,zone_name
0,18,green,927,27857.33,2020,1,22,1,2020-01-01,Bensonhurst West
1,286,yellow,310,9881.55,2020,1,22,1,2020-01-01,Bensonhurst West
2,20,green,596,19367.25,2020,2,22,1,2020-02-01,Bensonhurst West
3,286,yellow,243,8122.719999999999,2020,2,22,1,2020-02-01,Bensonhurst West
4,19,green,343,9052.03,2020,3,22,1,2020-03-01,Bensonhurst West
5,286,yellow,170,5200.110000000001,2020,3,22,1,2020-03-01,Bensonhurst West
6,17,green,94,3162.13,2020,4,22,1,2020-04-01,Bensonhurst West
7,284,yellow,55,1810.1,2020,4,22,1,2020-04-01,Bensonhurst West
8,17,green,103,3753.1,2020,5,22,1,2020-05-01,Bensonhurst West
9,286,yellow,153,5113.030000000001,2020,5,22,1,2020-05-01,Bensonhurst West
10,17,green,159,5192.16,2020,6,22,1,2020-06-01,Bensonhurst West
11,285,yellow,177,6268.25,2020,6,22,1,2020-06-01,Bensonhurst West
12,18,green,191,7030.57,2020,7,22,1,2020-07-01,Bensonhurst West
13,286,yellow,244,9049.57,2020,7,22,1,2020-07-01,Bensonhurst West
14,19,green,264,8920.400000000001,2020,8,22,1,2020-08-01,Bensonhurst West
15,285,yellow,270,10482.63,2020,8,22,1,2020-08-01,Bensonhurst West
16,17,green,275,8763.970000000001,2020,9,22,1,2020-09-01,Bensonhurst West
17,286,yellow,295,9570.27,2020,9,22,1,2020-09-01,Bensonhurst West
18,19,green,251,7966.31,2020,10,22,1,2020-10-01,Bensonhurst West
19,285,yellow,310,10349.51,2020,10,22,1,2020-10-01,Bensonhurst West
20,19,green,231,7317.870000000001,2020,11,22,1,2020-11-01,Bensonhurst West
21,285,yellow,295,10503.0,2020,11,22,1,2020-11-01,Bensonhurst West
22,18,green,271,9270.55,2020,12,22,1,2020-12-01,Bensonhurst West
23,285,yellow,304,11007.66,2020,12,22,1,2020-12-01,Bensonhurst West
24,19,green,1119,30605.92,2019,1,22,1,2019-01-01,Bensonhurst West
25,286,yellow,394,10958.010000000002,2019,1,22,1,2019-01-01,Bensonhurst West
26,20,green,1133,30784.61,2019,2,22,1,2019-02-01,Bensonhurst West
27,286,yellow,414,10799.79,2019,2,22,1,2019-02-01,Bensonhurst West
28,20,green,1033,27579.500000000007,2019,3,22,1,2019-03-01,Bensonhurst West
29,286,yellow,413,10508.250000000002,2019,3,22,1,2019-03-01,Bensonhurst West
30,21,green,630,14883.340000000002,2019,4,22,1,2019-04-01,Bensonhurst West
31,286,yellow,285,6684.06,2019,4,22,1,2019-04-01,Bensonhurst West
32,20,green,529,12565.73,2019,5,22,1,2019-05-01,Bensonhurst West
33,286,yellow,297,6778.830000000001,2019,5,22,1,2019-05-01,Bensonhurst West
34,20,green,463,11606.380000000005,2019,6,22,1,2019-06-01,Bensonhurst West
35,286,yellow,375,9479.15,2019,6,22,1,2019-06-01,Bensonhurst West
36,21,green,656,17896.41,2019,7,22,1,2019-07-01,Bensonhurst West
37,286,yellow,433,12703.760000000002,2019,7,22,1,2019-07-01,Bensonhurst West
38,21,green,680,17656.4,2019,8,22,1,2019-08-01,Bensonhurst West
39,286,yellow,293,8956.92,2019,8,22,1,2019-08-01,Bensonhurst West
40,20,green,741,20060.61,2019,9,22,1,2019-09-01,Bensonhurst West
41,286,yellow,273,8712.69,2019,9,22,1,2019-09-01,Bensonhurst West
42,20,green,843,24729.54,2019,10,22,1,2019-10-01,Bensonhurst West
43,286,yellow,274,8349.26,2019,10,22,1,2019-10-01,Bensonhurst West
44,19,green,836,27097.89,2019,11,22,1,2019-11-01,Bensonhurst West
45,286,yellow,312,9216.12,2019,11,22,1,2019-11-01,Bensonhurst West
46,20,green,766,24692.2,2019,12,22,1,2019-12-01,Bensonhurst West
47,286,yellow,285,8942.25,2019,12,22,1,2019-12-01,Bensonhurst West
