,index,taxi_type,num_trips,total_cost,year,month,location_id,day,date,zone_name
0,120,green,66,2774.250000000001,2020,1,132,1,2020-01-01,JFK Airport
1,393,yellow,214221,11342435.830000002,2020,1,132,1,2020-01-01,JFK Airport
2,122,green,64,2716.6000000000004,2020,2,132,1,2020-02-01,JFK Airport
3,393,yellow,188488,9911287.079999998,2020,2,132,1,2020-02-01,JFK Airport
4,122,green,37,1244.9999999999998,2020,3,132,1,2020-03-01,JFK Airport
5,393,yellow,90070,4438661.149999999,2020,3,132,1,2020-03-01,JFK Airport
6,251,green,0,0.0,2020,4,132,1,2020-04-01,JFK Airport
7,384,yellow,1893,88723.32999999999,2020,4,132,1,2020-04-01,JFK Airport
8,120,green,2,109.23,2020,5,132,1,2020-05-01,JFK Airport
9,391,yellow,3338,164985.72999999998,2020,5,132,1,2020-05-01,JFK Airport
10,120,green,3,120.91,2020,6,132,1,2020-06-01,JFK Airport
11,389,yellow,9506,495591.4199999999,2020,6,132,1,2020-06-01,JFK Airport
12,121,green,8,453.61,2020,7,132,1,2020-07-01,JFK Airport
13,392,yellow,13213,680775.76,2020,7,132,1,2020-07-01,JFK Airport
14,123,green,11,498.29,2020,8,132,1,2020-08-01,JFK Airport
15,391,yellow,20290,1055028.0699999998,2020,8,132,1,2020-08-01,JFK Airport
16,120,green,10,625.9899999999999,2020,9,132,1,2020-09-01,JFK Airport
17,392,yellow,20739,1081680.76,2020,9,132,1,2020-09-01,JFK Airport
18,123,green,6,386.35,2020,10,132,1,2020-10-01,JFK Airport
19,392,yellow,24457,1262587.2199999995,2020,10,132,1,2020-10-01,JFK Airport
20,122,green,13,562.59,2020,11,132,1,2020-11-01,JFK Airport
21,391,yellow,22030,1127064.89,2020,11,132,1,2020-11-01,JFK Airport
22,122,green,13,646.5,2020,12,132,1,2020-12-01,JFK Airport
23,392,yellow,22122,1131430.29,2020,12,132,1,2020-12-01,JFK Airport
24,124,green,68,3157.4500000000003,2019,1,132,1,2019-01-01,JFK Airport
25,394,yellow,196612,11161546.62,2019,1,132,1,2019-01-01,JFK Airport
26,126,green,78,3131.3000000000006,2019,2,132,1,2019-02-01,JFK Airport
27,392,yellow,174790,10269174.37,2019,2,132,1,2019-02-01,JFK Airport
28,127,green,79,3502.500000000001,2019,3,132,1,2019-03-01,JFK Airport
29,393,yellow,226738,13179824.2,2019,3,132,1,2019-03-01,JFK Airport
30,126,green,79,3477.6100000000006,2019,4,132,1,2019-04-01,JFK Airport
31,393,yellow,230431,13190597.95,2019,4,132,1,2019-04-01,JFK Airport
32,124,green,115,4543.87,2019,5,132,1,2019-05-01,JFK Airport
33,393,yellow,246362,14016251.239999998,2019,5,132,1,2019-05-01,JFK Airport
34,122,green,90,3333.12,2019,6,132,1,2019-06-01,JFK Airport
35,393,yellow,235445,13383315.659999998,2019,6,132,1,2019-06-01,JFK Airport
36,121,green,112,5712.639999999999,2019,7,132,1,2019-07-01,JFK Airport
37,393,yellow,237758,13040692.099999998,2019,7,132,1,2019-07-01,JFK Airport
38,123,green,73,3153.78,2019,8,132,1,2019-08-01,JFK Airport
39,393,yellow,240815,12977556.47,2019,8,132,1,2019-08-01,JFK Airport
40,125,green,98,4629.06,2019,9,132,1,2019-09-01,JFK Airport
41,393,yellow,241462,13221233.37,2019,9,132,1,2019-09-01,JFK Airport
42,123,green,67,3276.57,2019,10,132,1,2019-10-01,JFK Airport
43,393,yellow,248323,13570704.78,2019,10,132,1,2019-10-01,JFK Airport
44,124,green,81,4232.38,2019,11,132,1,2019-11-01,JFK Airport
45,393,yellow,221063,11970572.15,2019,11,132,1,2019-11-01,JFK Airport
46,124,green,90,4060.41,2019,12,132,1,2019-12-01,JFK Airport
47,393,yellow,229808,12394952.729999997,2019,12,132,1,2019-12-01,JFK Airport
