,index,taxi_type,num_trips,total_cost,year,month,location_id,day,date,zone_name
0,156,green,1681,37098.61,2020,1,168,1,2020-01-01,Mott Haven/Port Morris
1,429,yellow,1526,30519.63,2020,1,168,1,2020-01-01,Mott Haven/Port Morris
2,158,green,1403,30857.74,2020,2,168,1,2020-02-01,Mott Haven/Port Morris
3,429,yellow,1193,24134.44,2020,2,168,1,2020-02-01,Mott Haven/Port Morris
4,157,green,1024,17873.61,2020,3,168,1,2020-03-01,Mott Haven/Port Morris
5,429,yellow,1026,17590.11,2020,3,168,1,2020-03-01,Mott Haven/Port Morris
6,149,green,268,4837.540000000001,2020,4,168,1,2020-04-01,Mott Haven/Port Morris
7,420,yellow,468,9738.58,2020,4,168,1,2020-04-01,Mott Haven/Port Morris
8,155,green,397,7953.39,2020,5,168,1,2020-05-01,Mott Haven/Port Morris
9,427,yellow,786,16654.13,2020,5,168,1,2020-05-01,Mott Haven/Port Morris
10,155,green,443,10595.919999999998,2020,6,168,1,2020-06-01,Mott Haven/Port Morris
11,425,yellow,809,21578.61,2020,6,168,1,2020-06-01,Mott Haven/Port Morris
12,157,green,642,17593.11,2020,7,168,1,2020-07-01,Mott Haven/Port Morris
13,428,yellow,1183,35845.68,2020,7,168,1,2020-07-01,Mott Haven/Port Morris
14,159,green,614,18636.48,2020,8,168,1,2020-08-01,Mott Haven/Port Morris
15,427,yellow,1611,52261.78,2020,8,168,1,2020-08-01,Mott Haven/Port Morris
16,155,green,561,14317.72,2020,9,168,1,2020-09-01,Mott Haven/Port Morris
17,428,yellow,959,23770.020000000004,2020,9,168,1,2020-09-01,Mott Haven/Port Morris
18,159,green,547,13885.57,2020,10,168,1,2020-10-01,Mott Haven/Port Morris
19,428,yellow,983,24674.020000000004,2020,10,168,1,2020-10-01,Mott Haven/Port Morris
20,158,green,479,12369.97,2020,11,168,1,2020-11-01,Mott Haven/Port Morris
21,427,yellow,849,21968.03,2020,11,168,1,2020-11-01,Mott Haven/Port Morris
22,158,green,440,12075.94,2020,12,168,1,2020-12-01,Mott Haven/Port Morris
23,428,yellow,994,26169.890000000003,2020,12,168,1,2020-12-01,Mott Haven/Port Morris
24,160,green,2084,36922.490000000005,2019,1,168,1,2019-01-01,Mott Haven/Port Morris
25,430,yellow,1828,33444.170000000006,2019,1,168,1,2019-01-01,Mott Haven/Port Morris
26,162,green,1928,33577.87,2019,2,168,1,2019-02-01,Mott Haven/Port Morris
27,428,yellow,1774,35706.69,2019,2,168,1,2019-02-01,Mott Haven/Port Morris
28,163,green,2314,40656.0,2019,3,168,1,2019-03-01,Mott Haven/Port Morris
29,429,yellow,2070,38310.94,2019,3,168,1,2019-03-01,Mott Haven/Port Morris
30,162,green,1694,26726.76,2019,4,168,1,2019-04-01,Mott Haven/Port Morris
31,429,yellow,1679,30702.19000000001,2019,4,168,1,2019-04-01,Mott Haven/Port Morris
32,160,green,1765,29288.22000000001,2019,5,168,1,2019-05-01,Mott Haven/Port Morris
33,429,yellow,1534,28901.220000000005,2019,5,168,1,2019-05-01,Mott Haven/Port Morris
34,156,green,1594,25483.980000000003,2019,6,168,1,2019-06-01,Mott Haven/Port Morris
35,429,yellow,1555,30136.10000000001,2019,6,168,1,2019-06-01,Mott Haven/Port Morris
36,153,green,1732,33882.310000000005,2019,7,168,1,2019-07-01,Mott Haven/Port Morris
37,429,yellow,1722,37464.47,2019,7,168,1,2019-07-01,Mott Haven/Port Morris
38,157,green,1757,34143.18000000001,2019,8,168,1,2019-08-01,Mott Haven/Port Morris
39,429,yellow,1445,29744.77,2019,8,168,1,2019-08-01,Mott Haven/Port Morris
40,161,green,1767,35160.090000000004,2019,9,168,1,2019-09-01,Mott Haven/Port Morris
41,429,yellow,1561,30395.730000000003,2019,9,168,1,2019-09-01,Mott Haven/Port Morris
42,159,green,1793,36653.3,2019,10,168,1,2019-10-01,Mott Haven/Port Morris
43,429,yellow,1433,28191.17,2019,10,168,1,2019-10-01,Mott Haven/Port Morris
44,160,green,1628,34047.55,2019,11,168,1,2019-11-01,Mott Haven/Port Morris
45,429,yellow,1331,26051.43,2019,11,168,1,2019-11-01,Mott Haven/Port Morris
46,160,green,1682,35415.40000000001,2019,12,168,1,2019-12-01,Mott Haven/Port Morris
47,429,yellow,1368,29555.130000000005,2019,12,168,1,2019-12-01,Mott Haven/Port Morris
