,index,taxi_type,num_trips,total_cost,year,month,location_id,day,date,zone_name
0,84,green,86,3321.98,2020,1,90,1,2020-01-01,Flatiron
1,354,yellow,109571,1703039.09,2020,1,90,1,2020-01-01,Flatiron
2,86,green,43,1631.84,2020,2,90,1,2020-02-01,Flatiron
3,354,yellow,109636,1741523.5100000005,2020,2,90,1,2020-02-01,Flatiron
4,86,green,24,807.56,2020,3,90,1,2020-03-01,Flatiron
5,354,yellow,53595,843970.31,2020,3,90,1,2020-03-01,Flatiron
6,82,green,8,192.85,2020,4,90,1,2020-04-01,Flatiron
7,348,yellow,3983,58417.87000000001,2020,4,90,1,2020-04-01,Flatiron
8,85,green,6,175.70999999999998,2020,5,90,1,2020-05-01,Flatiron
9,353,yellow,5105,79291.39,2020,5,90,1,2020-05-01,Flatiron
10,85,green,18,630.09,2020,6,90,1,2020-06-01,Flatiron
11,353,yellow,8980,141172.52000000002,2020,6,90,1,2020-06-01,Flatiron
12,85,green,21,874.2,2020,7,90,1,2020-07-01,Flatiron
13,354,yellow,14434,228376.15,2020,7,90,1,2020-07-01,Flatiron
14,86,green,21,958.28,2020,8,90,1,2020-08-01,Flatiron
15,353,yellow,19191,301309.18000000005,2020,8,90,1,2020-08-01,Flatiron
16,83,green,28,1131.2300000000002,2020,9,90,1,2020-09-01,Flatiron
17,353,yellow,26673,413349.37000000005,2020,9,90,1,2020-09-01,Flatiron
18,86,green,28,1066.36,2020,10,90,1,2020-10-01,Flatiron
19,353,yellow,33189,519610.1100000001,2020,10,90,1,2020-10-01,Flatiron
20,86,green,18,741.31,2020,11,90,1,2020-11-01,Flatiron
21,353,yellow,29999,467904.66,2020,11,90,1,2020-11-01,Flatiron
22,85,green,23,858.39,2020,12,90,1,2020-12-01,Flatiron
23,353,yellow,28355,435914.8900000001,2020,12,90,1,2020-12-01,Flatiron
24,87,green,12,159.5,2019,1,90,1,2019-01-01,Flatiron
25,354,yellow,131929,1663956.66,2019,1,90,1,2019-01-01,Flatiron
26,88,green,21,301.62,2019,2,90,1,2019-02-01,Flatiron
27,354,yellow,126009,1962460.72,2019,2,90,1,2019-02-01,Flatiron
28,88,green,17,293.38,2019,3,90,1,2019-03-01,Flatiron
29,354,yellow,143149,2289373.0400000005,2019,3,90,1,2019-03-01,Flatiron
30,89,green,15,261.14000000000004,2019,4,90,1,2019-04-01,Flatiron
31,354,yellow,129279,2093342.3900000004,2019,4,90,1,2019-04-01,Flatiron
32,88,green,19,499.24,2019,5,90,1,2019-05-01,Flatiron
33,354,yellow,128012,2086820.27,2019,5,90,1,2019-05-01,Flatiron
34,86,green,1,17.16,2019,6,90,1,2019-06-01,Flatiron
35,354,yellow,120577,1984373.5700000003,2019,6,90,1,2019-06-01,Flatiron
36,86,green,1,73.68,2019,7,90,1,2019-07-01,Flatiron
37,354,yellow,108334,1750330.17,2019,7,90,1,2019-07-01,Flatiron
38,88,green,4,132.14,2019,8,90,1,2019-08-01,Flatiron
39,354,yellow,107986,1723521.06,2019,8,90,1,2019-08-01,Flatiron
40,88,green,48,1840.45,2019,9,90,1,2019-09-01,Flatiron
41,354,yellow,117526,1934264.86,2019,9,90,1,2019-09-01,Flatiron
42,87,green,107,4097.17,2019,10,90,1,2019-10-01,Flatiron
43,354,yellow,123945,2079387.69,2019,10,90,1,2019-10-01,Flatiron
44,87,green,79,3030.78,2019,11,90,1,2019-11-01,Flatiron
45,354,yellow,117076,1940897.8200000003,2019,11,90,1,2019-11-01,Flatiron
46,87,green,110,4392.19,2019,12,90,1,2019-12-01,Flatiron
47,354,yellow,114435,1899947.98,2019,12,90,1,2019-12-01,Flatiron
