,index,taxi_type,num_trips,total_cost,year,month,location_id,day,date,zone_name
0,54,green,32,806.6,2020,1,59,1,2020-01-01,Crotona Park
1,323,yellow,10,352.81999999999994,2020,1,59,1,2020-01-01,Crotona Park
2,56,green,30,967.84,2020,2,59,1,2020-02-01,Crotona Park
3,323,yellow,15,571.01,2020,2,59,1,2020-02-01,Crotona Park
4,56,green,15,484.81,2020,3,59,1,2020-03-01,Crotona Park
5,323,yellow,6,190.52,2020,3,59,1,2020-03-01,Crotona Park
6,52,green,6,189.42,2020,4,59,1,2020-04-01,Crotona Park
7,317,yellow,8,451.12,2020,4,59,1,2020-04-01,Crotona Park
8,54,green,9,194.77,2020,5,59,1,2020-05-01,Crotona Park
9,322,yellow,11,284.42,2020,5,59,1,2020-05-01,Crotona Park
10,54,green,8,217.15,2020,6,59,1,2020-06-01,Crotona Park
11,322,yellow,11,424.58,2020,6,59,1,2020-06-01,Crotona Park
12,55,green,8,247.71,2020,7,59,1,2020-07-01,Crotona Park
13,323,yellow,9,283.61,2020,7,59,1,2020-07-01,Crotona Park
14,56,green,13,708.3999999999999,2020,8,59,1,2020-08-01,Crotona Park
15,322,yellow,17,635.14,2020,8,59,1,2020-08-01,Crotona Park
16,53,green,16,427.7000000000001,2020,9,59,1,2020-09-01,Crotona Park
17,323,yellow,21,709.7799999999997,2020,9,59,1,2020-09-01,Crotona Park
18,56,green,16,497.31000000000006,2020,10,59,1,2020-10-01,Crotona Park
19,322,yellow,9,221.78,2020,10,59,1,2020-10-01,Crotona Park
20,56,green,3,126.34,2020,11,59,1,2020-11-01,Crotona Park
21,322,yellow,1,50.12,2020,11,59,1,2020-11-01,Crotona Park
22,256,green,0,0.0,2020,12,59,1,2020-12-01,Crotona Park
23,322,yellow,10,348.02,2020,12,59,1,2020-12-01,Crotona Park
24,56,green,56,1434.45,2019,1,59,1,2019-01-01,Crotona Park
25,323,yellow,31,758.5899999999998,2019,1,59,1,2019-01-01,Crotona Park
26,57,green,50,1197.42,2019,2,59,1,2019-02-01,Crotona Park
27,323,yellow,21,690.4999999999998,2019,2,59,1,2019-02-01,Crotona Park
28,57,green,59,1498.46,2019,3,59,1,2019-03-01,Crotona Park
29,323,yellow,27,907.77,2019,3,59,1,2019-03-01,Crotona Park
30,58,green,28,642.0099999999998,2019,4,59,1,2019-04-01,Crotona Park
31,323,yellow,13,367.83,2019,4,59,1,2019-04-01,Crotona Park
32,57,green,20,420.8200000000001,2019,5,59,1,2019-05-01,Crotona Park
33,323,yellow,9,166.15,2019,5,59,1,2019-05-01,Crotona Park
34,56,green,21,398.71,2019,6,59,1,2019-06-01,Crotona Park
35,323,yellow,8,189.22,2019,6,59,1,2019-06-01,Crotona Park
36,56,green,33,543.0400000000001,2019,7,59,1,2019-07-01,Crotona Park
37,323,yellow,15,489.9200000000001,2019,7,59,1,2019-07-01,Crotona Park
38,58,green,39,1261.84,2019,8,59,1,2019-08-01,Crotona Park
39,323,yellow,17,593.5999999999999,2019,8,59,1,2019-08-01,Crotona Park
40,57,green,30,563.35,2019,9,59,1,2019-09-01,Crotona Park
41,323,yellow,10,419.08,2019,9,59,1,2019-09-01,Crotona Park
42,57,green,33,844.9100000000001,2019,10,59,1,2019-10-01,Crotona Park
43,323,yellow,5,175.66,2019,10,59,1,2019-10-01,Crotona Park
44,56,green,29,751.17,2019,11,59,1,2019-11-01,Crotona Park
45,323,yellow,12,451.35,2019,11,59,1,2019-11-01,Crotona Park
46,56,green,20,522.7099999999999,2019,12,59,1,2019-12-01,Crotona Park
47,323,yellow,10,281.11,2019,12,59,1,2019-12-01,Crotona Park
