,index,taxi_type,num_trips,total_cost,year,month,location_id,day,date,zone_name
0,235,green,849,21984.36,2020,1,250,1,2020-01-01,Westchester Village/Unionport
1,510,yellow,333,11913.13,2020,1,250,1,2020-01-01,Westchester Village/Unionport
2,238,green,676,17598.440000000002,2020,2,250,1,2020-02-01,Westchester Village/Unionport
3,508,yellow,276,9542.81,2020,2,250,1,2020-02-01,Westchester Village/Unionport
4,237,green,416,7949.320000000001,2020,3,250,1,2020-03-01,Westchester Village/Unionport
5,509,yellow,210,6166.62,2020,3,250,1,2020-03-01,Westchester Village/Unionport
6,220,green,78,1467.29,2020,4,250,1,2020-04-01,Westchester Village/Unionport
7,500,yellow,77,2247.98,2020,4,250,1,2020-04-01,Westchester Village/Unionport
8,234,green,118,2993.89,2020,5,250,1,2020-05-01,Westchester Village/Unionport
9,509,yellow,152,4052.77,2020,5,250,1,2020-05-01,Westchester Village/Unionport
10,235,green,165,4875.9,2020,6,250,1,2020-06-01,Westchester Village/Unionport
11,507,yellow,146,5772.369999999999,2020,6,250,1,2020-06-01,Westchester Village/Unionport
12,235,green,149,4450.25,2020,7,250,1,2020-07-01,Westchester Village/Unionport
13,508,yellow,251,9656.080000000002,2020,7,250,1,2020-07-01,Westchester Village/Unionport
14,236,green,189,5976.539999999999,2020,8,250,1,2020-08-01,Westchester Village/Unionport
15,508,yellow,242,9166.7,2020,8,250,1,2020-08-01,Westchester Village/Unionport
16,231,green,241,6730.959999999999,2020,9,250,1,2020-09-01,Westchester Village/Unionport
17,508,yellow,278,9846.59,2020,9,250,1,2020-09-01,Westchester Village/Unionport
18,235,green,248,6776.83,2020,10,250,1,2020-10-01,Westchester Village/Unionport
19,509,yellow,303,10731.2,2020,10,250,1,2020-10-01,Westchester Village/Unionport
20,236,green,227,6517.83,2020,11,250,1,2020-11-01,Westchester Village/Unionport
21,509,yellow,269,9839.53,2020,11,250,1,2020-11-01,Westchester Village/Unionport
22,237,green,243,7600.369999999999,2020,12,250,1,2020-12-01,Westchester Village/Unionport
23,509,yellow,339,12577.85,2020,12,250,1,2020-12-01,Westchester Village/Unionport
24,240,green,1126,23768.0,2019,1,250,1,2019-01-01,Westchester Village/Unionport
25,512,yellow,290,7023.85,2019,1,250,1,2019-01-01,Westchester Village/Unionport
26,242,green,1119,24488.590000000004,2019,2,250,1,2019-02-01,Westchester Village/Unionport
27,510,yellow,310,7152.370000000001,2019,2,250,1,2019-02-01,Westchester Village/Unionport
28,244,green,1098,23594.33,2019,3,250,1,2019-03-01,Westchester Village/Unionport
29,510,yellow,355,8517.09,2019,3,250,1,2019-03-01,Westchester Village/Unionport
30,242,green,712,13165.2,2019,4,250,1,2019-04-01,Westchester Village/Unionport
31,510,yellow,277,5543.04,2019,4,250,1,2019-04-01,Westchester Village/Unionport
32,242,green,610,11489.500000000002,2019,5,250,1,2019-05-01,Westchester Village/Unionport
33,510,yellow,209,4703.370000000001,2019,5,250,1,2019-05-01,Westchester Village/Unionport
34,236,green,557,11480.12,2019,6,250,1,2019-06-01,Westchester Village/Unionport
35,510,yellow,230,5096.200000000002,2019,6,250,1,2019-06-01,Westchester Village/Unionport
36,229,green,697,16069.43,2019,7,250,1,2019-07-01,Westchester Village/Unionport
37,510,yellow,267,7921.560000000001,2019,7,250,1,2019-07-01,Westchester Village/Unionport
38,236,green,742,17184.210000000003,2019,8,250,1,2019-08-01,Westchester Village/Unionport
39,510,yellow,283,7540.49,2019,8,250,1,2019-08-01,Westchester Village/Unionport
40,241,green,695,15910.55,2019,9,250,1,2019-09-01,Westchester Village/Unionport
41,510,yellow,234,7771.99,2019,9,250,1,2019-09-01,Westchester Village/Unionport
42,240,green,748,19771.1,2019,10,250,1,2019-10-01,Westchester Village/Unionport
43,509,yellow,243,8743.11,2019,10,250,1,2019-10-01,Westchester Village/Unionport
44,241,green,664,16523.239999999998,2019,11,250,1,2019-11-01,Westchester Village/Unionport
45,509,yellow,273,9392.91,2019,11,250,1,2019-11-01,Westchester Village/Unionport
46,240,green,686,17440.86,2019,12,250,1,2019-12-01,Westchester Village/Unionport
47,510,yellow,317,10668.169999999998,2019,12,250,1,2019-12-01,Westchester Village/Unionport
