,index,taxi_type,num_trips,total_cost,year,month,location_id,day,date,zone_name
0,139,green,183,5294.420000000001,2020,1,151,1,2020-01-01,Manhattan Valley
1,412,yellow,57801,855103.52,2020,1,151,1,2020-01-01,Manhattan Valley
2,141,green,169,5161.24,2020,2,151,1,2020-02-01,Manhattan Valley
3,412,yellow,55658,816039.6499999999,2020,2,151,1,2020-02-01,Manhattan Valley
4,141,green,72,1655.39,2020,3,151,1,2020-03-01,Manhattan Valley
5,412,yellow,32356,465444.9000000001,2020,3,151,1,2020-03-01,Manhattan Valley
6,133,green,14,417.6,2020,4,151,1,2020-04-01,Manhattan Valley
7,403,yellow,5660,73634.94,2020,4,151,1,2020-04-01,Manhattan Valley
8,139,green,16,307.01,2020,5,151,1,2020-05-01,Manhattan Valley
9,410,yellow,7099,97046.44,2020,5,151,1,2020-05-01,Manhattan Valley
10,139,green,43,1268.67,2020,6,151,1,2020-06-01,Manhattan Valley
11,408,yellow,10006,144012.71000000002,2020,6,151,1,2020-06-01,Manhattan Valley
12,140,green,62,2083.8100000000004,2020,7,151,1,2020-07-01,Manhattan Valley
13,411,yellow,14021,207411.21,2020,7,151,1,2020-07-01,Manhattan Valley
14,142,green,74,2428.34,2020,8,151,1,2020-08-01,Manhattan Valley
15,410,yellow,16081,238535.39000000004,2020,8,151,1,2020-08-01,Manhattan Valley
16,139,green,58,1906.98,2020,9,151,1,2020-09-01,Manhattan Valley
17,411,yellow,20288,299485.43000000005,2020,9,151,1,2020-09-01,Manhattan Valley
18,142,green,69,2231.600000000001,2020,10,151,1,2020-10-01,Manhattan Valley
19,411,yellow,24937,370363.2400000001,2020,10,151,1,2020-10-01,Manhattan Valley
20,141,green,68,2052.03,2020,11,151,1,2020-11-01,Manhattan Valley
21,410,yellow,22886,332912.11000000004,2020,11,151,1,2020-11-01,Manhattan Valley
22,141,green,62,2010.87,2020,12,151,1,2020-12-01,Manhattan Valley
23,411,yellow,23032,337706.53,2020,12,151,1,2020-12-01,Manhattan Valley
24,143,green,1,14.69,2019,1,151,1,2019-01-01,Manhattan Valley
25,413,yellow,69598,880013.1700000002,2019,1,151,1,2019-01-01,Manhattan Valley
26,145,green,8,87.99000000000001,2019,2,151,1,2019-02-01,Manhattan Valley
27,411,yellow,62316,910896.48,2019,2,151,1,2019-02-01,Manhattan Valley
28,146,green,3,28.64,2019,3,151,1,2019-03-01,Manhattan Valley
29,412,yellow,67058,994619.62,2019,3,151,1,2019-03-01,Manhattan Valley
30,145,green,5,127.68,2019,4,151,1,2019-04-01,Manhattan Valley
31,412,yellow,63453,943696.72,2019,4,151,1,2019-04-01,Manhattan Valley
32,143,green,8,335.48,2019,5,151,1,2019-05-01,Manhattan Valley
33,412,yellow,67134,1018149.7,2019,5,151,1,2019-05-01,Manhattan Valley
34,140,green,4,109.83,2019,6,151,1,2019-06-01,Manhattan Valley
35,412,yellow,62975,955737.03,2019,6,151,1,2019-06-01,Manhattan Valley
36,138,green,4,200.26,2019,7,151,1,2019-07-01,Manhattan Valley
37,412,yellow,53454,813591.4300000002,2019,7,151,1,2019-07-01,Manhattan Valley
38,140,green,7,289.26,2019,8,151,1,2019-08-01,Manhattan Valley
39,412,yellow,50293,765947.52,2019,8,151,1,2019-08-01,Manhattan Valley
40,144,green,95,2883.230000000001,2019,9,151,1,2019-09-01,Manhattan Valley
41,412,yellow,56505,859507.22,2019,9,151,1,2019-09-01,Manhattan Valley
42,142,green,195,6080.26,2019,10,151,1,2019-10-01,Manhattan Valley
43,412,yellow,61808,937088.32,2019,10,151,1,2019-10-01,Manhattan Valley
44,143,green,189,5920.279999999999,2019,11,151,1,2019-11-01,Manhattan Valley
45,412,yellow,61278,919853.77,2019,11,151,1,2019-11-01,Manhattan Valley
46,143,green,190,5849.58,2019,12,151,1,2019-12-01,Manhattan Valley
47,412,yellow,62555,940343.3,2019,12,151,1,2019-12-01,Manhattan Valley
