,index,taxi_type,num_trips,total_cost,year,month,location_id,day,date,zone_name
0,249,green,528,7538.27,2020,1,264,1,2020-01-01,NV
1,524,yellow,43958,975087.21,2020,1,264,1,2020-01-01,NV
2,252,green,502,7266.26,2020,2,264,1,2020-02-01,NV
3,522,yellow,40466,887607.9400000002,2020,2,264,1,2020-02-01,NV
4,250,green,267,3969.16,2020,3,264,1,2020-03-01,NV
5,523,yellow,19419,408870.17,2020,3,264,1,2020-03-01,NV
6,233,green,42,357.14,2020,4,264,1,2020-04-01,NV
7,513,yellow,1943,29393.53000000001,2020,4,264,1,2020-04-01,NV
8,248,green,107,1179.7,2020,5,264,1,2020-05-01,NV
9,523,yellow,2768,41895.5,2020,5,264,1,2020-05-01,NV
10,248,green,72,746.28,2020,6,264,1,2020-06-01,NV
11,520,yellow,4559,85782.48,2020,6,264,1,2020-06-01,NV
12,248,green,79,1057.9199999999998,2020,7,264,1,2020-07-01,NV
13,522,yellow,7512,132037.05000000002,2020,7,264,1,2020-07-01,NV
14,249,green,97,949.22,2020,8,264,1,2020-08-01,NV
15,522,yellow,7268,135769.82,2020,8,264,1,2020-08-01,NV
16,244,green,106,1296.63,2020,9,264,1,2020-09-01,NV
17,522,yellow,8917,162994.28,2020,9,264,1,2020-09-01,NV
18,249,green,130,1554.34,2020,10,264,1,2020-10-01,NV
19,523,yellow,10479,192091.17000000004,2020,10,264,1,2020-10-01,NV
20,250,green,142,1571.71,2020,11,264,1,2020-11-01,NV
21,523,yellow,9707,173873.56,2020,11,264,1,2020-11-01,NV
22,251,green,121,1534.45,2020,12,264,1,2020-12-01,NV
23,523,yellow,9697,180005.32,2020,12,264,1,2020-12-01,NV
24,254,green,1114,10981.739999999998,2019,1,264,1,2019-01-01,NV
25,526,yellow,159760,2901264.84,2019,1,264,1,2019-01-01,NV
26,256,green,1829,18110.32,2019,2,264,1,2019-02-01,NV
27,524,yellow,70954,1348699.12,2019,2,264,1,2019-02-01,NV
28,258,green,1637,23825.54,2019,3,264,1,2019-03-01,NV
29,524,yellow,52910,1039202.4,2019,3,264,1,2019-03-01,NV
30,256,green,1434,25889.12,2019,4,264,1,2019-04-01,NV
31,524,yellow,69125,1376209.4,2019,4,264,1,2019-04-01,NV
32,256,green,807,20963.61,2019,5,264,1,2019-05-01,NV
33,524,yellow,65320,1327524.5100000002,2019,5,264,1,2019-05-01,NV
34,250,green,656,15774.13,2019,6,264,1,2019-06-01,NV
35,524,yellow,58647,1214020.47,2019,6,264,1,2019-06-01,NV
36,243,green,760,20007.04,2019,7,264,1,2019-07-01,NV
37,524,yellow,49261,1041679.24,2019,7,264,1,2019-07-01,NV
38,250,green,802,19560.25,2019,8,264,1,2019-08-01,NV
39,524,yellow,51423,1148664.56,2019,8,264,1,2019-08-01,NV
40,255,green,643,9116.22,2019,9,264,1,2019-09-01,NV
41,524,yellow,52955,1198686.26,2019,9,264,1,2019-09-01,NV
42,254,green,804,10462.3,2019,10,264,1,2019-10-01,NV
43,523,yellow,53952,1237571.41,2019,10,264,1,2019-10-01,NV
44,255,green,716,10010.2,2019,11,264,1,2019-11-01,NV
45,523,yellow,50651,1140110.5700000003,2019,11,264,1,2019-11-01,NV
46,254,green,678,9269.64,2019,12,264,1,2019-12-01,NV
47,524,yellow,51914,1182506.86,2019,12,264,1,2019-12-01,NV
