,index,taxi_type,num_trips,total_cost,year,month,location_id,day,date,zone_name
0,133,green,3175,55341.12,2020,1,145,1,2020-01-01,Long Island City/Hunters Point
1,406,yellow,8147,188684.45,2020,1,145,1,2020-01-01,Long Island City/Hunters Point
2,135,green,2617,45483.850000000006,2020,2,145,1,2020-02-01,Long Island City/Hunters Point
3,406,yellow,6942,167166.39,2020,2,145,1,2020-02-01,Long Island City/Hunters Point
4,135,green,1242,21483.31,2020,3,145,1,2020-03-01,Long Island City/Hunters Point
5,406,yellow,3303,73369.04000000001,2020,3,145,1,2020-03-01,Long Island City/Hunters Point
6,127,green,63,1270.12,2020,4,145,1,2020-04-01,Long Island City/Hunters Point
7,397,yellow,402,4715.73,2020,4,145,1,2020-04-01,Long Island City/Hunters Point
8,133,green,156,2397.62,2020,5,145,1,2020-05-01,Long Island City/Hunters Point
9,404,yellow,935,15331.18,2020,5,145,1,2020-05-01,Long Island City/Hunters Point
10,133,green,157,3236.33,2020,6,145,1,2020-06-01,Long Island City/Hunters Point
11,402,yellow,1220,23543.26,2020,6,145,1,2020-06-01,Long Island City/Hunters Point
12,134,green,191,3013.86,2020,7,145,1,2020-07-01,Long Island City/Hunters Point
13,405,yellow,1790,30054.51,2020,7,145,1,2020-07-01,Long Island City/Hunters Point
14,136,green,225,4655.01,2020,8,145,1,2020-08-01,Long Island City/Hunters Point
15,404,yellow,1788,28089.23,2020,8,145,1,2020-08-01,Long Island City/Hunters Point
16,133,green,151,2421.12,2020,9,145,1,2020-09-01,Long Island City/Hunters Point
17,405,yellow,1686,20168.46,2020,9,145,1,2020-09-01,Long Island City/Hunters Point
18,136,green,233,3610.26,2020,10,145,1,2020-10-01,Long Island City/Hunters Point
19,405,yellow,2133,25196.71,2020,10,145,1,2020-10-01,Long Island City/Hunters Point
20,135,green,206,3320.2500000000005,2020,11,145,1,2020-11-01,Long Island City/Hunters Point
21,404,yellow,1710,20829.2,2020,11,145,1,2020-11-01,Long Island City/Hunters Point
22,135,green,203,3476.95,2020,12,145,1,2020-12-01,Long Island City/Hunters Point
23,405,yellow,1561,19267.83,2020,12,145,1,2020-12-01,Long Island City/Hunters Point
24,137,green,6814,109851.18000000002,2019,1,145,1,2019-01-01,Long Island City/Hunters Point
25,407,yellow,8610,161387.34000000003,2019,1,145,1,2019-01-01,Long Island City/Hunters Point
26,139,green,5598,97106.2,2019,2,145,1,2019-02-01,Long Island City/Hunters Point
27,405,yellow,9135,178010.7,2019,2,145,1,2019-02-01,Long Island City/Hunters Point
28,140,green,5681,97756.37,2019,3,145,1,2019-03-01,Long Island City/Hunters Point
29,406,yellow,9592,211299.69000000003,2019,3,145,1,2019-03-01,Long Island City/Hunters Point
30,139,green,4908,82725.35,2019,4,145,1,2019-04-01,Long Island City/Hunters Point
31,406,yellow,9536,612900.6099999999,2019,4,145,1,2019-04-01,Long Island City/Hunters Point
32,137,green,4357,75806.82,2019,5,145,1,2019-05-01,Long Island City/Hunters Point
33,406,yellow,9221,231735.67000000004,2019,5,145,1,2019-05-01,Long Island City/Hunters Point
34,135,green,4342,74767.31000000001,2019,6,145,1,2019-06-01,Long Island City/Hunters Point
35,406,yellow,8880,230596.41000000003,2019,6,145,1,2019-06-01,Long Island City/Hunters Point
36,133,green,4427,75408.14,2019,7,145,1,2019-07-01,Long Island City/Hunters Point
37,406,yellow,8677,215465.57000000004,2019,7,145,1,2019-07-01,Long Island City/Hunters Point
38,134,green,4024,71266.33000000002,2019,8,145,1,2019-08-01,Long Island City/Hunters Point
39,406,yellow,8555,209262.88,2019,8,145,1,2019-08-01,Long Island City/Hunters Point
40,138,green,3246,60227.34,2019,9,145,1,2019-09-01,Long Island City/Hunters Point
41,406,yellow,9071,215122.9,2019,9,145,1,2019-09-01,Long Island City/Hunters Point
42,136,green,3480,60771.99,2019,10,145,1,2019-10-01,Long Island City/Hunters Point
43,406,yellow,10242,235540.85000000003,2019,10,145,1,2019-10-01,Long Island City/Hunters Point
44,137,green,2987,51362.18,2019,11,145,1,2019-11-01,Long Island City/Hunters Point
45,406,yellow,8640,206608.21,2019,11,145,1,2019-11-01,Long Island City/Hunters Point
46,137,green,3058,52285.2,2019,12,145,1,2019-12-01,Long Island City/Hunters Point
47,406,yellow,7717,190363.08,2019,12,145,1,2019-12-01,Long Island City/Hunters Point
