,index,taxi_type,num_trips,total_cost,year,month,location_id,day,date,zone_name
0,0,green,4,466.61,2020,1,1,1,2020-01-01,Newark Airport
1,265,yellow,755,74478.65,2020,1,1,1,2020-01-01,Newark Airport
2,0,green,5,440.84,2020,2,1,1,2020-02-01,Newark Airport
3,265,yellow,621,58909.11,2020,2,1,1,2020-02-01,Newark Airport
4,0,green,5,369.2600000000001,2020,3,1,1,2020-03-01,Newark Airport
5,265,yellow,339,31304.97,2020,3,1,1,2020-03-01,Newark Airport
6,0,green,2,188.15,2020,4,1,1,2020-04-01,Newark Airport
7,265,yellow,9,431.86,2020,4,1,1,2020-04-01,Newark Airport
8,250,green,0,0.0,2020,5,1,1,2020-05-01,Newark Airport
9,265,yellow,13,1058.69,2020,5,1,1,2020-05-01,Newark Airport
10,250,green,0,0.0,2020,6,1,1,2020-06-01,Newark Airport
11,265,yellow,25,1719.08,2020,6,1,1,2020-06-01,Newark Airport
12,0,green,3,236.9,2020,7,1,1,2020-07-01,Newark Airport
13,265,yellow,35,2767.7900000000004,2020,7,1,1,2020-07-01,Newark Airport
14,0,green,2,100.1,2020,8,1,1,2020-08-01,Newark Airport
15,265,yellow,65,4315.349999999999,2020,8,1,1,2020-08-01,Newark Airport
16,246,green,0,0.0,2020,9,1,1,2020-09-01,Newark Airport
17,265,yellow,45,3670.330000000001,2020,9,1,1,2020-09-01,Newark Airport
18,0,green,2,247.15,2020,10,1,1,2020-10-01,Newark Airport
19,265,yellow,60,4371.800000000001,2020,10,1,1,2020-10-01,Newark Airport
20,0,green,2,211.6,2020,11,1,1,2020-11-01,Newark Airport
21,265,yellow,75,5580.66,2020,11,1,1,2020-11-01,Newark Airport
22,0,green,1,120.39,2020,12,1,1,2020-12-01,Newark Airport
23,265,yellow,72,5524.389999999999,2020,12,1,1,2020-12-01,Newark Airport
24,0,green,8,745.0799999999999,2019,1,1,1,2019-01-01,Newark Airport
25,265,yellow,446,41381.44999999999,2019,1,1,1,2019-01-01,Newark Airport
26,0,green,9,829.99,2019,2,1,1,2019-02-01,Newark Airport
27,265,yellow,490,44324.5,2019,2,1,1,2019-02-01,Newark Airport
28,0,green,5,347.85,2019,3,1,1,2019-03-01,Newark Airport
29,265,yellow,636,61118.4,2019,3,1,1,2019-03-01,Newark Airport
30,0,green,8,646.25,2019,4,1,1,2019-04-01,Newark Airport
31,265,yellow,646,60511.88999999999,2019,4,1,1,2019-04-01,Newark Airport
32,0,green,5,577.55,2019,5,1,1,2019-05-01,Newark Airport
33,265,yellow,720,69912.37999999999,2019,5,1,1,2019-05-01,Newark Airport
34,0,green,7,634.96,2019,6,1,1,2019-06-01,Newark Airport
35,265,yellow,783,75237.06999999999,2019,6,1,1,2019-06-01,Newark Airport
36,0,green,7,610.95,2019,7,1,1,2019-07-01,Newark Airport
37,265,yellow,703,72491.98999999999,2019,7,1,1,2019-07-01,Newark Airport
38,0,green,8,762.78,2019,8,1,1,2019-08-01,Newark Airport
39,265,yellow,768,73606.10999999999,2019,8,1,1,2019-08-01,Newark Airport
40,0,green,6,719.7,2019,9,1,1,2019-09-01,Newark Airport
41,265,yellow,797,76867.40999999997,2019,9,1,1,2019-09-01,Newark Airport
42,0,green,15,1506.94,2019,10,1,1,2019-10-01,Newark Airport
43,265,yellow,868,86351.12999999999,2019,10,1,1,2019-10-01,Newark Airport
44,0,green,12,1106.38,2019,11,1,1,2019-11-01,Newark Airport
45,265,yellow,848,80640.03,2019,11,1,1,2019-11-01,Newark Airport
46,0,green,13,1004.72,2019,12,1,1,2019-12-01,Newark Airport
47,265,yellow,939,93693.02,2019,12,1,1,2019-12-01,Newark Airport
