,date,zip_code,hospitalization_rate
8376,6/2021,10452,12.0
8377,6/2021,10453,14.0
8378,6/2021,10454,7.9
8379,6/2021,10455,9.5
8380,6/2021,10456,11.8
8381,6/2021,10457,10.9
8382,6/2021,10458,9.7
8383,6/2021,10459,14.6
8384,6/2021,10460,11.9
8385,6/2021,10461,0.0
8386,6/2021,10462,6.6
8387,6/2021,10463,2.9
8388,6/2021,10464,0.0
8389,6/2021,10465,4.6
8390,6/2021,10466,9.8
8391,6/2021,10467,12.7
8392,6/2021,10468,10.3
8393,6/2021,10469,9.6
8394,6/2021,10470,13.3
8395,6/2021,10471,4.7
8396,6/2021,10472,7.4
8397,6/2021,10473,15.2
8398,6/2021,10474,0.0
8399,6/2021,10475,9.4
8400,6/2021,11004,15.8
8401,6/2021,11101,5.4
8402,6/2021,11102,3.3
8403,6/2021,11103,8.6
8404,6/2021,11104,15.7
8405,6/2021,11105,2.8
8406,6/2021,11106,13.4
8407,6/2021,11109,0.0
8408,6/2021,11201,6.4
8409,6/2021,11203,13.6
8410,6/2021,11204,5.2
8411,6/2021,11205,2.2
8412,6/2021,11206,10.4
8413,6/2021,11207,6.7
8414,6/2021,11208,14.6
8415,6/2021,11209,8.9
8416,6/2021,11210,7.6
8417,6/2021,11211,9.8
8418,6/2021,11212,9.5
8419,6/2021,11213,12.4
8420,6/2021,11214,8.6
8421,6/2021,11215,2.9
8422,6/2021,11216,12.8
8423,6/2021,11217,17.1
8424,6/2021,11218,13.5
8425,6/2021,11219,2.2
8426,6/2021,11220,10.6
8427,6/2021,11221,7.4
8428,6/2021,11222,8.3
8429,6/2021,11223,7.4
8430,6/2021,11224,21.6
8431,6/2021,11225,5.2
8432,6/2021,11226,10.3
8433,6/2021,11228,8.9
8434,6/2021,11229,2.4
8435,6/2021,11230,3.4
8436,6/2021,11231,5.4
8437,6/2021,11232,18.5
8438,6/2021,11233,12.1
8439,6/2021,11234,1.1
8440,6/2021,11235,12.8
8441,6/2021,11236,7.2
8442,6/2021,11237,4.2
8443,6/2021,11238,5.6
8444,6/2021,11239,23.0
8445,6/2021,11354,16.7
8446,6/2021,11355,14.0
8447,6/2021,11356,4.4
8448,6/2021,11357,0.0
8449,6/2021,11358,2.8
8450,6/2021,11360,10.5
8451,6/2021,11361,11.4
8452,6/2021,11362,5.5
8453,6/2021,11363,0.0
8454,6/2021,11364,0.0
8455,6/2021,11365,2.3
8456,6/2021,11366,0.0
8457,6/2021,11367,4.9
8458,6/2021,11368,6.3
8459,6/2021,11369,14.9
8460,6/2021,11370,3.1
8461,6/2021,11372,13.2
8462,6/2021,11373,13.1
8463,6/2021,11374,16.9
8464,6/2021,11375,7.0
8465,6/2021,11377,9.5
8466,6/2021,11378,11.1
8467,6/2021,11379,8.2
8468,6/2021,11385,8.7
8469,6/2021,11411,4.7
8470,6/2021,11412,18.4
8471,6/2021,11413,9.3
8472,6/2021,11414,3.5
8473,6/2021,11415,5.3
8474,6/2021,11416,7.6
8475,6/2021,11417,12.9
8476,6/2021,11418,5.3
8477,6/2021,11419,2.1
8478,6/2021,11420,10.5
8479,6/2021,11421,12.5
8480,6/2021,11422,9.3
8481,6/2021,11423,16.1
8482,6/2021,11426,5.0
8483,6/2021,11427,4.2
8484,6/2021,11428,10.8
8485,6/2021,11429,10.8
8486,6/2021,11432,11.5
8487,6/2021,11433,16.4
8488,6/2021,11434,4.5
8489,6/2021,11435,5.1
8490,6/2021,11436,15.0
8491,6/2021,11691,7.5
8492,6/2021,11692,0.0
8493,6/2021,11693,0.0
8494,6/2021,11694,9.6
8495,6/2021,11697,0.0
8496,3/2020,10001,57.9
8497,3/2020,10002,224.4
8498,3/2020,10003,87.1
8499,3/2020,10004,168.2
8500,3/2020,10005,91.4
8501,3/2020,10006,88.7
8502,3/2020,10007,57.2
8503,3/2020,10009,173.2
8504,3/2020,10010,95.9
8505,3/2020,10011,116.6
8506,3/2020,10012,69.1
8507,3/2020,10013,90.2
8508,3/2020,10014,118.7
8509,3/2020,10016,121.8
8510,3/2020,10017,89.7
8511,3/2020,10018,67.9
8512,3/2020,10019,151.6
8513,3/2020,10021,102.5
8514,3/2020,10022,123.0
8515,3/2020,10023,108.4
8516,3/2020,10024,106.1
8517,3/2020,10025,127.7
8518,3/2020,10026,204.3
8519,3/2020,10027,209.8
8520,3/2020,10028,111.9
8521,3/2020,10029,223.7
8522,3/2020,10030,283.6
8523,3/2020,10031,225.3
8524,3/2020,10032,302.9
8525,3/2020,10033,258.0
8526,3/2020,10034,168.1
8527,3/2020,10035,377.4
8528,3/2020,10036,113.8
8529,3/2020,10037,240.5
8530,3/2020,10038,109.3
8531,3/2020,10039,217.1
8532,3/2020,10040,259.3
8533,3/2020,10044,128.5
8534,3/2020,10065,71.7
8535,3/2020,10069,63.6
8536,3/2020,10075,195.3
8537,3/2020,10128,66.6
8538,3/2020,10280,53.5
8539,3/2020,10282,89.7
8540,3/2020,10301,185.1
8541,3/2020,10302,211.0
8542,3/2020,10303,181.0
8543,3/2020,10304,245.9
8544,3/2020,10305,137.7
8545,3/2020,10306,147.7
8546,3/2020,10307,100.6
8547,3/2020,10308,124.1
8548,3/2020,10309,133.6
8549,3/2020,10310,145.0
8550,3/2020,10312,113.0
8551,3/2020,10314,147.0
8552,3/2020,10451,285.0
8553,3/2020,10452,259.3
8554,3/2020,10453,277.1
8555,3/2020,10454,338.4
8556,3/2020,10455,267.3
8557,3/2020,10456,255.4
8558,3/2020,10457,217.0
8559,3/2020,10458,197.0
8560,3/2020,10459,259.0
8561,3/2020,10460,217.4
8562,3/2020,10461,246.4
8563,3/2020,10462,232.4
8564,3/2020,10463,197.2
8565,3/2020,10464,233.4
8566,3/2020,10465,167.0
8567,3/2020,10466,314.1
8568,3/2020,10467,326.3
8569,3/2020,10468,246.8
8570,3/2020,10469,314.0
8571,3/2020,10470,246.8
8572,3/2020,10471,207.1
8573,3/2020,10472,278.0
8574,3/2020,10473,291.0
8575,3/2020,10474,233.8
8576,3/2020,10475,381.4
8577,3/2020,11004,158.3
8578,3/2020,11101,160.2
8579,3/2020,11102,139.8
8580,3/2020,11103,88.7
8581,3/2020,11104,200.5
8582,3/2020,11105,66.3
8583,3/2020,11106,90.8
8584,3/2020,11109,52.1
8585,3/2020,11201,112.4
8586,3/2020,11203,362.8
8587,3/2020,11204,185.5
8588,3/2020,11205,121.3
8589,3/2020,11206,193.7
8590,3/2020,11207,215.7
8591,3/2020,11208,255.3
8592,3/2020,11209,128.9
8593,3/2020,11210,240.5
8594,3/2020,11211,224.3
8595,3/2020,11212,306.9
8596,3/2020,11213,306.5
8597,3/2020,11214,123.9
8598,3/2020,11215,90.5
8599,3/2020,11216,142.3
8600,3/2020,11217,154.1
8601,3/2020,11218,214.9
8602,3/2020,11219,227.6
8603,3/2020,11220,186.1
8604,3/2020,11221,160.9
8605,3/2020,11222,72.0
8606,3/2020,11223,174.3
8607,3/2020,11224,183.7
8608,3/2020,11225,264.3
8609,3/2020,11226,287.6
8610,3/2020,11228,86.7
8611,3/2020,11229,140.1
8612,3/2020,11230,231.7
8613,3/2020,11231,120.4
8614,3/2020,11232,173.5
8615,3/2020,11233,180.3
8616,3/2020,11234,209.4
8617,3/2020,11235,184.1
8618,3/2020,11236,308.9
8619,3/2020,11237,220.8
8620,3/2020,11238,151.3
8621,3/2020,11239,460.7
8622,3/2020,11354,179.9
8623,3/2020,11355,178.8
8624,3/2020,11356,236.7
8625,3/2020,11357,186.0
8626,3/2020,11358,124.9
8627,3/2020,11360,136.5
8628,3/2020,11361,147.9
8629,3/2020,11362,99.4
8630,3/2020,11363,193.0
8631,3/2020,11364,103.7
8632,3/2020,11365,152.9
8633,3/2020,11366,204.1
8634,3/2020,11367,228.6
8635,3/2020,11368,584.4
8636,3/2020,11369,681.0
8637,3/2020,11370,289.5
8638,3/2020,11372,505.9
8639,3/2020,11373,422.2
8640,3/2020,11374,236.8
8641,3/2020,11375,140.3
8642,3/2020,11377,242.7
8643,3/2020,11378,193.7
8644,3/2020,11379,221.1
8645,3/2020,11385,156.3
8646,3/2020,11411,322.8
8647,3/2020,11412,294.0
8648,3/2020,11413,326.3
8649,3/2020,11414,218.6
8650,3/2020,11415,286.1
8651,3/2020,11416,223.6
8652,3/2020,11417,190.1
8653,3/2020,11418,247.4
8654,3/2020,11419,171.1
8655,3/2020,11420,217.4
8656,3/2020,11421,224.7
8657,3/2020,11422,293.3
8658,3/2020,11423,314.7
8659,3/2020,11426,183.5
8660,3/2020,11427,220.6
8661,3/2020,11428,344.4
8662,3/2020,11429,320.0
8663,3/2020,11432,279.8
8664,3/2020,11433,287.5
8665,3/2020,11434,308.6
8666,3/2020,11435,255.1
8667,3/2020,11436,259.4
8668,3/2020,11691,341.0
8669,3/2020,11692,337.6
8670,3/2020,11693,284.1
8671,3/2020,11694,197.3
8672,3/2020,11697,117.9
8673,4/2020,10001,184.7
8674,4/2020,10002,284.1
8675,4/2020,10003,107.5
8676,4/2020,10004,33.6
8677,4/2020,10005,34.3
8678,4/2020,10006,88.7
8679,4/2020,10007,28.6
8680,4/2020,10009,196.0
8681,4/2020,10010,134.9
8682,4/2020,10011,116.6
8683,4/2020,10012,64.8
8684,4/2020,10013,111.0
8685,4/2020,10014,105.5
8686,4/2020,10016,112.0
8687,4/2020,10017,76.9
8688,4/2020,10018,59.4
8689,4/2020,10019,128.7
8690,4/2020,10021,128.6
8691,4/2020,10022,116.5
8692,4/2020,10023,111.7
8693,4/2020,10024,138.7
8694,4/2020,10025,224.8
8695,4/2020,10026,300.0
8696,4/2020,10027,290.2
8697,4/2020,10028,101.3
8698,4/2020,10029,442.3
8699,4/2020,10030,283.6
8700,4/2020,10031,369.3
8701,4/2020,10032,490.1
8702,4/2020,10033,405.0
8703,4/2020,10034,333.8
8704,4/2020,10035,627.1
8705,4/2020,10036,198.2
8706,4/2020,10037,303.0
8707,4/2020,10038,153.1
8708,4/2020,10039,320.1
8709,4/2020,10040,423.1
8710,4/2020,10044,265.6
8711,4/2020,10065,175.6
8712,4/2020,10069,47.7
8713,4/2020,10075,156.2
8714,4/2020,10128,100.8
8715,4/2020,10280,42.8
8716,4/2020,10282,179.5
8717,4/2020,10301,455.0
8718,4/2020,10302,335.4
8719,4/2020,10303,362.1
8720,4/2020,10304,377.2
8721,4/2020,10305,345.3
8722,4/2020,10306,250.0
8723,4/2020,10307,127.4
8724,4/2020,10308,107.3
8725,4/2020,10309,151.8
8726,4/2020,10310,247.4
8727,4/2020,10312,131.0
8728,4/2020,10314,235.6
8729,4/2020,10451,405.3
8730,4/2020,10452,388.2
8731,4/2020,10453,400.4
8732,4/2020,10454,446.7
8733,4/2020,10455,405.8
8734,4/2020,10456,458.2
8735,4/2020,10457,428.6
8736,4/2020,10458,316.7
8737,4/2020,10459,463.7
8738,4/2020,10460,382.2
8739,4/2020,10461,364.6
8740,4/2020,10462,377.1
8741,4/2020,10463,394.4
8742,4/2020,10464,163.3
8743,4/2020,10465,243.5
8744,4/2020,10466,476.8
8745,4/2020,10467,536.0
8746,4/2020,10468,444.7
8747,4/2020,10469,582.5
8748,4/2020,10470,166.8
8749,4/2020,10471,522.6
8750,4/2020,10472,476.6
8751,4/2020,10473,436.5
8752,4/2020,10474,334.0
8753,4/2020,10475,585.0
8754,4/2020,11004,374.7
8755,4/2020,11101,211.8
8756,4/2020,11102,419.4
8757,4/2020,11103,274.8
8758,4/2020,11104,235.9
8759,4/2020,11105,210.0
8760,4/2020,11106,291.2
8761,4/2020,11109,86.8
8762,4/2020,11201,173.4
8763,4/2020,11203,437.8
8764,4/2020,11204,219.2
8765,4/2020,11205,220.6
8766,4/2020,11206,260.6
8767,4/2020,11207,369.5
8768,4/2020,11208,384.0
8769,4/2020,11209,219.2
8770,4/2020,11210,331.9
8771,4/2020,11211,202.6
8772,4/2020,11212,389.4
8773,4/2020,11213,292.6
8774,4/2020,11214,266.1
8775,4/2020,11215,84.7
8776,4/2020,11216,211.6
8777,4/2020,11217,264.2
8778,4/2020,11218,291.9
8779,4/2020,11219,278.6
8780,4/2020,11220,270.6
8781,4/2020,11221,251.7
8782,4/2020,11222,127.3
8783,4/2020,11223,191.4
8784,4/2020,11224,533.8
8785,4/2020,11225,319.9
8786,4/2020,11226,363.6
8787,4/2020,11228,204.5
8788,4/2020,11229,185.6
8789,4/2020,11230,326.2
8790,4/2020,11231,131.1
8791,4/2020,11232,288.0
8792,4/2020,11233,283.9
8793,4/2020,11234,270.1
8794,4/2020,11235,355.5
8795,4/2020,11236,368.6
8796,4/2020,11237,283.3
8797,4/2020,11238,282.0
8798,4/2020,11239,829.3
8799,4/2020,11354,558.2
8800,4/2020,11355,319.6
8801,4/2020,11356,359.4
8802,4/2020,11357,333.2
8803,4/2020,11358,183.2
8804,4/2020,11360,210.0
8805,4/2020,11361,246.5
8806,4/2020,11362,165.7
8807,4/2020,11363,222.7
8808,4/2020,11364,165.3
8809,4/2020,11365,285.3
8810,4/2020,11366,267.5
8811,4/2020,11367,250.8
8812,4/2020,11368,603.4
8813,4/2020,11369,761.3
8814,4/2020,11370,380.8
8815,4/2020,11372,515.8
8816,4/2020,11373,488.8
8817,4/2020,11374,294.7
8818,4/2020,11375,312.9
8819,4/2020,11377,399.8
8820,4/2020,11378,282.2
8821,4/2020,11379,365.8
8822,4/2020,11385,224.9
8823,4/2020,11411,467.8
8824,4/2020,11412,414.7
8825,4/2020,11413,409.7
8826,4/2020,11414,246.8
8827,4/2020,11415,376.2
8828,4/2020,11416,291.8
8829,4/2020,11417,331.8
8830,4/2020,11418,364.5
8831,4/2020,11419,346.4
8832,4/2020,11420,347.0
8833,4/2020,11421,377.0
8834,4/2020,11422,370.5
8835,4/2020,11423,433.5
8836,4/2020,11426,252.9
8837,4/2020,11427,330.9
8838,4/2020,11428,479.0
8839,4/2020,11429,460.3
8840,4/2020,11432,431.2
8841,4/2020,11433,449.0
8842,4/2020,11434,404.4
8843,4/2020,11435,412.6
8844,4/2020,11436,314.3
8845,4/2020,11691,750.9
8846,4/2020,11692,542.1
8847,4/2020,11693,213.1
8848,4/2020,11694,582.3
8849,4/2020,11697,206.3
8850,5/2020,10001,54.3
8851,5/2020,10002,41.2
8852,5/2020,10003,11.1
8853,5/2020,10004,33.6
8854,5/2020,10005,11.4
8855,5/2020,10006,0.0
8856,5/2020,10007,14.3
8857,5/2020,10009,12.2
8858,5/2020,10010,30.0
8859,5/2020,10011,12.1
8860,5/2020,10012,17.3
8861,5/2020,10013,13.9
8862,5/2020,10014,6.6
8863,5/2020,10016,13.7
8864,5/2020,10017,0.0
8865,5/2020,10018,25.4
8866,5/2020,10019,25.3
8867,5/2020,10021,15.3
8868,5/2020,10022,16.2
8869,5/2020,10023,11.3
8870,5/2020,10024,18.8
8871,5/2020,10025,31.7
8872,5/2020,10026,31.0
8873,5/2020,10027,52.1
8874,5/2020,10028,16.9
8875,5/2020,10029,58.8
8876,5/2020,10030,44.4
8877,5/2020,10031,50.8
8878,5/2020,10032,53.9
8879,5/2020,10033,46.1
8880,5/2020,10034,33.1
8881,5/2020,10035,93.6
8882,5/2020,10036,22.0
8883,5/2020,10037,81.8
8884,5/2020,10038,21.9
8885,5/2020,10039,47.8
8886,5/2020,10040,61.4
8887,5/2020,10044,77.1
8888,5/2020,10065,7.2
8889,5/2020,10069,47.7
8890,5/2020,10075,26.0
8891,5/2020,10128,15.4
8892,5/2020,10280,10.7
8893,5/2020,10282,0.0
8894,5/2020,10301,64.3
8895,5/2020,10302,64.9
8896,5/2020,10303,75.4
8897,5/2020,10304,76.4
8898,5/2020,10305,60.7
8899,5/2020,10306,47.3
8900,5/2020,10307,13.4
8901,5/2020,10308,16.8
8902,5/2020,10309,24.3
8903,5/2020,10310,29.9
8904,5/2020,10312,24.6
8905,5/2020,10314,48.6
8906,5/2020,10451,52.8
8907,5/2020,10452,69.1
8908,5/2020,10453,55.9
8909,5/2020,10454,60.8
8910,5/2020,10455,66.8
8911,5/2020,10456,70.8
8912,5/2020,10457,52.9
8913,5/2020,10458,64.1
8914,5/2020,10459,48.0
8915,5/2020,10460,73.0
8916,5/2020,10461,53.0
8917,5/2020,10462,50.5
8918,5/2020,10463,65.7
8919,5/2020,10464,0.0
8920,5/2020,10465,30.1
8921,5/2020,10466,58.9
8922,5/2020,10467,90.1
8923,5/2020,10468,84.8
8924,5/2020,10469,74.4
8925,5/2020,10470,46.7
8926,5/2020,10471,94.2
8927,5/2020,10472,70.6
8928,5/2020,10473,57.5
8929,5/2020,10474,50.1
8930,5/2020,10475,79.6
8931,5/2020,11004,42.2
8932,5/2020,11101,21.7
8933,5/2020,11102,46.6
8934,5/2020,11103,25.8
8935,5/2020,11104,23.6
8936,5/2020,11105,19.3
8937,5/2020,11106,29.4
8938,5/2020,11109,0.0
8939,5/2020,11201,28.9
8940,5/2020,11203,53.2
8941,5/2020,11204,48.0
8942,5/2020,11205,30.9
8943,5/2020,11206,33.4
8944,5/2020,11207,55.0
8945,5/2020,11208,55.5
8946,5/2020,11209,37.0
8947,5/2020,11210,32.0
8948,5/2020,11211,40.3
8949,5/2020,11212,75.7
8950,5/2020,11213,37.2
8951,5/2020,11214,47.4
8952,5/2020,11215,14.4
8953,5/2020,11216,16.4
8954,5/2020,11217,24.5
8955,5/2020,11218,52.7
8956,5/2020,11219,72.2
8957,5/2020,11220,56.0
8958,5/2020,11221,30.7
8959,5/2020,11222,24.9
8960,5/2020,11223,27.0
8961,5/2020,11224,92.9
8962,5/2020,11225,38.3
8963,5/2020,11226,59.6
8964,5/2020,11228,22.2
8965,5/2020,11229,29.9
8966,5/2020,11230,58.5
8967,5/2020,11231,16.1
8968,5/2020,11232,25.8
8969,5/2020,11233,43.1
8970,5/2020,11234,37.2
8971,5/2020,11235,52.4
8972,5/2020,11236,44.3
8973,5/2020,11237,33.3
8974,5/2020,11238,26.1
8975,5/2020,11239,84.5
8976,5/2020,11354,92.7
8977,5/2020,11355,52.0
8978,5/2020,11356,35.1
8979,5/2020,11357,49.1
8980,5/2020,11358,13.9
8981,5/2020,11360,31.5
8982,5/2020,11361,45.5
8983,5/2020,11362,22.1
8984,5/2020,11363,14.8
8985,5/2020,11364,11.2
8986,5/2020,11365,38.8
8987,5/2020,11366,21.1
8988,5/2020,11367,41.8
8989,5/2020,11368,65.2
8990,5/2020,11369,116.0
8991,5/2020,11370,28.3
8992,5/2020,11372,72.5
8993,5/2020,11373,54.6
8994,5/2020,11374,48.3
8995,5/2020,11375,35.1
8996,5/2020,11377,38.1
8997,5/2020,11378,27.7
8998,5/2020,11379,40.9
8999,5/2020,11385,26.1
9000,5/2020,11411,37.4
9001,5/2020,11412,34.1
9002,5/2020,11413,55.5
9003,5/2020,11414,38.8
9004,5/2020,11415,63.6
9005,5/2020,11416,49.3
9006,5/2020,11417,29.0
9007,5/2020,11418,37.2
9008,5/2020,11419,61.8
9009,5/2020,11420,31.4
9010,5/2020,11421,30.0
9011,5/2020,11422,46.3
9012,5/2020,11423,48.2
9013,5/2020,11426,34.7
9014,5/2020,11427,33.9
9015,5/2020,11428,26.9
9016,5/2020,11429,61.1
9017,5/2020,11432,80.7
9018,5/2020,11433,52.0
9019,5/2020,11434,49.4
9020,5/2020,11435,46.2
9021,5/2020,11436,44.9
9022,5/2020,11691,98.7
9023,5/2020,11692,95.1
9024,5/2020,11693,23.7
9025,5/2020,11694,57.7
9026,5/2020,11697,59.0
9027,6/2020,10001,7.2
9028,6/2020,10002,13.3
9029,6/2020,10003,5.6
9030,6/2020,10004,0.0
9031,6/2020,10005,11.4
9032,6/2020,10006,0.0
9033,6/2020,10007,0.0
9034,6/2020,10009,8.7
9035,6/2020,10010,6.0
9036,6/2020,10011,6.0
9037,6/2020,10012,0.0
9038,6/2020,10013,3.5
9039,6/2020,10014,9.9
9040,6/2020,10016,9.8
9041,6/2020,10017,19.2
9042,6/2020,10018,17.0
9043,6/2020,10019,16.1
9044,6/2020,10021,2.2
9045,6/2020,10022,3.2
9046,6/2020,10023,1.6
9047,6/2020,10024,6.8
9048,6/2020,10025,8.7
9049,6/2020,10026,7.8
9050,6/2020,10027,18.9
9051,6/2020,10028,2.1
9052,6/2020,10029,17.9
9053,6/2020,10030,20.5
9054,6/2020,10031,15.2
9055,6/2020,10032,34.9
9056,6/2020,10033,25.6
9057,6/2020,10034,21.3
9058,6/2020,10035,36.9
9059,6/2020,10036,18.4
9060,6/2020,10037,24.0
9061,6/2020,10038,8.7
9062,6/2020,10039,18.4
9063,6/2020,10040,20.5
9064,6/2020,10044,8.6
9065,6/2020,10065,14.3
9066,6/2020,10069,15.9
9067,6/2020,10075,13.0
9068,6/2020,10128,3.4
9069,6/2020,10280,0.0
9070,6/2020,10282,0.0
9071,6/2020,10301,12.9
9072,6/2020,10302,10.8
9073,6/2020,10303,18.9
9074,6/2020,10304,7.2
9075,6/2020,10305,16.3
9076,6/2020,10306,20.8
9077,6/2020,10307,6.7
9078,6/2020,10308,0.0
9079,6/2020,10309,0.0
9080,6/2020,10310,17.1
9081,6/2020,10312,1.6
9082,6/2020,10314,18.4
9083,6/2020,10451,21.1
9084,6/2020,10452,23.9
9085,6/2020,10453,28.0
9086,6/2020,10454,26.4
9087,6/2020,10455,14.3
9088,6/2020,10456,16.1
9089,6/2020,10457,20.3
9090,6/2020,10458,20.5
9091,6/2020,10459,27.2
9092,6/2020,10460,27.2
9093,6/2020,10461,22.4
9094,6/2020,10462,22.6
9095,6/2020,10463,18.6
9096,6/2020,10464,0.0
9097,6/2020,10465,20.9
9098,6/2020,10466,18.2
9099,6/2020,10467,29.4
9100,6/2020,10468,24.4
9101,6/2020,10469,16.5
9102,6/2020,10470,13.3
9103,6/2020,10471,14.1
9104,6/2020,10472,19.1
9105,6/2020,10473,18.6
9106,6/2020,10474,8.4
9107,6/2020,10475,32.8
9108,6/2020,11004,10.6
9109,6/2020,11101,13.6
9110,6/2020,11102,13.3
9111,6/2020,11103,5.7
9112,6/2020,11104,0.0
9113,6/2020,11105,5.5
9114,6/2020,11106,8.0
9115,6/2020,11109,17.4
9116,6/2020,11201,8.0
9117,6/2020,11203,23.2
9118,6/2020,11204,23.4
9119,6/2020,11205,26.5
9120,6/2020,11206,13.8
9121,6/2020,11207,31.4
9122,6/2020,11208,22.0
9123,6/2020,11209,16.3
9124,6/2020,11210,27.4
9125,6/2020,11211,14.8
9126,6/2020,11212,39.2
9127,6/2020,11213,17.0
9128,6/2020,11214,22.6
9129,6/2020,11215,5.7
9130,6/2020,11216,9.1
9131,6/2020,11217,12.2
9132,6/2020,11218,24.3
9133,6/2020,11219,34.4
9134,6/2020,11220,27.5
9135,6/2020,11221,16.0
9136,6/2020,11222,13.8
9137,6/2020,11223,13.5
9138,6/2020,11224,47.5
9139,6/2020,11225,7.0
9140,6/2020,11226,25.7
9141,6/2020,11228,15.6
9142,6/2020,11229,16.8
9143,6/2020,11230,22.5
9144,6/2020,11231,8.0
9145,6/2020,11232,36.9
9146,6/2020,11233,18.8
9147,6/2020,11234,18.1
9148,6/2020,11235,20.5
9149,6/2020,11236,18.5
9150,6/2020,11237,16.7
9151,6/2020,11238,13.1
9152,6/2020,11239,69.1
9153,6/2020,11354,37.1
9154,6/2020,11355,24.1
9155,6/2020,11356,13.1
9156,6/2020,11357,20.7
9157,6/2020,11358,11.1
9158,6/2020,11360,5.3
9159,6/2020,11361,7.6
9160,6/2020,11362,16.6
9161,6/2020,11363,29.7
9162,6/2020,11364,2.8
9163,6/2020,11365,16.0
9164,6/2020,11366,14.1
9165,6/2020,11367,14.8
9166,6/2020,11368,30.8
9167,6/2020,11369,23.8
9168,6/2020,11370,25.2
9169,6/2020,11372,28.0
9170,6/2020,11373,20.7
9171,6/2020,11374,16.9
9172,6/2020,11375,12.6
9173,6/2020,11377,14.3
9174,6/2020,11378,8.3
9175,6/2020,11379,19.1
9176,6/2020,11385,11.6
9177,6/2020,11411,4.7
9178,6/2020,11412,10.5
9179,6/2020,11413,16.2
9180,6/2020,11414,3.5
9181,6/2020,11415,37.1
9182,6/2020,11416,34.1
9183,6/2020,11417,16.1
9184,6/2020,11418,16.0
9185,6/2020,11419,20.6
9186,6/2020,11420,14.6
9187,6/2020,11421,25.0
9188,6/2020,11422,30.9
9189,6/2020,11423,22.5
9190,6/2020,11426,5.0
9191,6/2020,11427,0.0
9192,6/2020,11428,32.3
9193,6/2020,11429,14.4
9194,6/2020,11432,24.7
9195,6/2020,11433,21.9
9196,6/2020,11434,13.5
9197,6/2020,11435,24.0
9198,6/2020,11436,10.0
9199,6/2020,11691,31.4
9200,6/2020,11692,23.8
9201,6/2020,11693,15.8
9202,6/2020,11694,9.6
9203,6/2020,11697,59.0
9204,7/2020,10001,14.5
9205,7/2020,10002,17.3
9206,7/2020,10003,7.4
9207,7/2020,10004,0.0
9208,7/2020,10005,34.3
9209,7/2020,10006,0.0
9210,7/2020,10007,0.0
9211,7/2020,10009,5.2
9212,7/2020,10010,9.0
9213,7/2020,10011,14.1
9214,7/2020,10012,8.6
9215,7/2020,10013,6.9
9216,7/2020,10014,13.2
9217,7/2020,10016,9.8
9218,7/2020,10017,12.8
9219,7/2020,10018,17.0
9220,7/2020,10019,9.2
9221,7/2020,10021,4.4
9222,7/2020,10022,12.9
9223,7/2020,10023,3.2
9224,7/2020,10024,3.4
9225,7/2020,10025,6.5
9226,7/2020,10026,12.9
9227,7/2020,10027,11.0
9228,7/2020,10028,2.1
9229,7/2020,10029,17.9
9230,7/2020,10030,17.1
9231,7/2020,10031,18.6
9232,7/2020,10032,14.3
9233,7/2020,10033,8.5
9234,7/2020,10034,14.2
9235,7/2020,10035,17.0
9236,7/2020,10036,14.7
9237,7/2020,10037,14.4
9238,7/2020,10038,4.4
9239,7/2020,10039,14.7
9240,7/2020,10040,25.0
9241,7/2020,10044,0.0
9242,7/2020,10065,0.0
9243,7/2020,10069,15.9
9244,7/2020,10075,0.0
9245,7/2020,10128,3.4
9246,7/2020,10280,0.0
9247,7/2020,10282,35.9
9248,7/2020,10301,15.4
9249,7/2020,10302,16.2
9250,7/2020,10303,15.1
9251,7/2020,10304,11.9
9252,7/2020,10305,7.0
9253,7/2020,10306,5.7
9254,7/2020,10307,6.7
9255,7/2020,10308,6.7
9256,7/2020,10309,6.1
9257,7/2020,10310,17.1
9258,7/2020,10312,9.8
9259,7/2020,10314,15.1
9260,7/2020,10451,19.0
9261,7/2020,10452,18.6
9262,7/2020,10453,17.8
9263,7/2020,10454,23.8
9264,7/2020,10455,26.3
9265,7/2020,10456,24.7
9266,7/2020,10457,27.1
9267,7/2020,10458,16.9
9268,7/2020,10459,23.0
9269,7/2020,10460,18.7
9270,7/2020,10461,14.3
9271,7/2020,10462,21.2
9272,7/2020,10463,7.1
9273,7/2020,10464,0.0
9274,7/2020,10465,7.0
9275,7/2020,10466,7.0
9276,7/2020,10467,24.5
9277,7/2020,10468,18.0
9278,7/2020,10469,11.0
9279,7/2020,10470,13.3
9280,7/2020,10471,4.7
9281,7/2020,10472,30.9
9282,7/2020,10473,11.8
9283,7/2020,10474,8.4
9284,7/2020,10475,18.7
9285,7/2020,11004,5.3
9286,7/2020,11101,5.4
9287,7/2020,11102,13.3
9288,7/2020,11103,14.3
9289,7/2020,11104,3.9
9290,7/2020,11105,5.5
9291,7/2020,11106,13.4
9292,7/2020,11109,17.4
9293,7/2020,11201,6.4
9294,7/2020,11203,8.2
9295,7/2020,11204,14.3
9296,7/2020,11205,8.8
9297,7/2020,11206,24.2
9298,7/2020,11207,18.0
9299,7/2020,11208,12.6
9300,7/2020,11209,7.4
9301,7/2020,11210,13.7
9302,7/2020,11211,14.8
9303,7/2020,11212,24.3
9304,7/2020,11213,12.4
9305,7/2020,11214,17.2
9306,7/2020,11215,4.3
9307,7/2020,11216,14.6
