,date,zip_code,hospitalization_rate
2533,5/2021,10314,18.4
2534,5/2021,10451,27.4
2535,5/2021,10452,17.3
2536,5/2021,10453,17.8
2537,5/2021,10454,29.1
2538,5/2021,10455,26.3
2539,5/2021,10456,21.5
2540,5/2021,10457,25.8
2541,5/2021,10458,19.3
2542,5/2021,10459,18.8
2543,5/2021,10460,35.7
2544,5/2021,10461,24.4
2545,5/2021,10462,19.9
2546,5/2021,10463,14.3
2547,5/2021,10464,23.3
2548,5/2021,10465,18.6
2549,5/2021,10466,15.4
2550,5/2021,10467,14.7
2551,5/2021,10468,25.7
2552,5/2021,10469,19.3
2553,5/2021,10470,13.3
2554,5/2021,10471,9.4
2555,5/2021,10472,33.8
2556,5/2021,10473,20.3
2557,5/2021,10474,16.7
2558,5/2021,10475,37.4
2559,5/2021,11004,21.1
2560,5/2021,11101,8.1
2561,5/2021,11102,30.0
2562,5/2021,11103,14.3
2563,5/2021,11104,11.8
2564,5/2021,11105,41.4
2565,5/2021,11106,29.4
2566,5/2021,11109,17.4
2567,5/2021,11201,17.7
2568,5/2021,11203,32.7
2569,5/2021,11204,16.9
2570,5/2021,11205,22.1
2571,5/2021,11206,19.6
2572,5/2021,11207,33.7
2573,5/2021,11208,25.1
2574,5/2021,11209,19.3
2575,5/2021,11210,18.3
2576,5/2021,11211,9.8
2577,5/2021,11212,36.5
2578,5/2021,11213,34.1
2579,5/2021,11214,26.9
2580,5/2021,11215,5.7
2581,5/2021,11216,20.1
2582,5/2021,11217,9.8
2583,5/2021,11218,14.9
2584,5/2021,11219,6.7
2585,5/2021,11220,13.7
2586,5/2021,11221,23.3
2587,5/2021,11222,19.4
2588,5/2021,11223,17.2
2589,5/2021,11224,38.9
2590,5/2021,11225,26.1
2591,5/2021,11226,23.6
2592,5/2021,11228,17.8
2593,5/2021,11229,16.8
2594,5/2021,11230,19.1
2595,5/2021,11231,16.1
2596,5/2021,11232,14.8
2597,5/2021,11233,30.9
2598,5/2021,11234,12.8
2599,5/2021,11235,29.4
2600,5/2021,11236,24.7
2601,5/2021,11237,12.5
2602,5/2021,11238,26.1
2603,5/2021,11239,46.1
2604,5/2021,11354,27.8
2605,5/2021,11355,29.2
2606,5/2021,11356,21.9
2607,5/2021,11357,7.7
2608,5/2021,11358,16.7
2609,5/2021,11360,5.3
2610,5/2021,11361,7.6
2611,5/2021,11362,0.0
2612,5/2021,11363,0.0
2613,5/2021,11364,8.4
2614,5/2021,11365,13.7
2615,5/2021,11366,14.1
2616,5/2021,11367,24.6
2617,5/2021,11368,29.0
2618,5/2021,11369,29.7
2619,5/2021,11370,22.0
2620,5/2021,11372,24.7
2621,5/2021,11373,22.9
2622,5/2021,11374,29.0
2623,5/2021,11375,14.0
2624,5/2021,11377,25.0
2625,5/2021,11378,24.9
2626,5/2021,11379,21.8
2627,5/2021,11385,19.3
2628,5/2021,11411,9.4
2629,5/2021,11412,26.2
2630,5/2021,11413,34.7
2631,5/2021,11414,38.8
2632,5/2021,11415,26.5
2633,5/2021,11416,30.3
2634,5/2021,11417,16.1
2635,5/2021,11418,10.6
2636,5/2021,11419,16.5
2637,5/2021,11420,37.6
2638,5/2021,11421,25.0
2639,5/2021,11422,15.4
2640,5/2021,11423,25.7
2641,5/2021,11426,14.9
2642,5/2021,11427,17.0
2643,5/2021,11428,37.7
2644,5/2021,11429,46.7
2645,5/2021,11432,13.2
2646,5/2021,11433,27.4
2647,5/2021,11434,18.0
2648,5/2021,11435,17.1
2649,5/2021,11436,20.0
2650,5/2021,11691,37.4
2651,5/2021,11692,33.3
2652,5/2021,11693,23.7
2653,5/2021,11694,0.0
2654,5/2021,11697,29.5
2655,6/2021,10001,0.0
2656,6/2021,10002,5.3
2657,6/2021,10003,1.9
2658,6/2021,10004,0.0
2659,6/2021,10005,0.0
2660,6/2021,10006,0.0
2661,6/2021,10007,0.0
2662,6/2021,10009,5.2
2663,6/2021,10010,6.0
2664,6/2021,10011,8.0
2665,6/2021,10012,0.0
2666,6/2021,10013,3.5
2667,6/2021,10014,3.3
2668,6/2021,10016,3.9
2669,6/2021,10017,0.0
2670,6/2021,10018,0.0
2671,6/2021,10019,2.3
2672,6/2021,10021,4.4
2673,6/2021,10022,0.0
2674,6/2021,10023,6.5
2675,6/2021,10024,1.7
2676,6/2021,10025,3.3
2677,6/2021,10026,2.6
2678,6/2021,10027,6.3
2679,6/2021,10028,6.3
2680,6/2021,10029,3.8
2681,6/2021,10030,6.8
2682,6/2021,10031,5.1
2683,6/2021,10032,11.1
2684,6/2021,10033,3.4
2685,6/2021,10034,2.4
2686,6/2021,10035,22.7
2687,6/2021,10036,7.3
2688,6/2021,10037,9.6
2689,6/2021,10038,4.4
2690,6/2021,10039,7.4
2691,6/2021,10040,6.8
2692,6/2021,10044,0.0
2693,6/2021,10065,3.6
2694,6/2021,10069,0.0
2695,6/2021,10075,4.3
2696,6/2021,10128,3.4
2697,6/2021,10280,10.7
2698,6/2021,10282,0.0
2699,6/2021,10301,20.6
2700,6/2021,10302,27.0
2701,6/2021,10303,18.9
2702,6/2021,10304,14.3
2703,6/2021,10305,7.0
2704,6/2021,10306,11.4
2705,6/2021,10307,0.0
2706,6/2021,10308,26.8
2707,6/2021,10309,15.2
2708,6/2021,10310,17.1
2709,6/2021,10312,9.8
2710,6/2021,10314,10.8
2711,6/2021,10451,19.0
2712,6/2021,10452,12.0
2713,6/2021,10453,14.0
2714,6/2021,10454,7.9
2715,6/2021,10455,9.5
2716,6/2021,10456,11.8
2717,6/2021,10457,10.9
2718,6/2021,10458,9.7
2719,6/2021,10459,14.6
2720,6/2021,10460,11.9
2721,6/2021,10461,0.0
2722,6/2021,10462,6.6
2723,6/2021,10463,2.9
2724,6/2021,10464,0.0
2725,6/2021,10465,4.6
2726,6/2021,10466,9.8
2727,6/2021,10467,12.7
2728,6/2021,10468,10.3
2729,6/2021,10469,9.6
2730,6/2021,10470,13.3
2731,6/2021,10471,4.7
2732,6/2021,10472,7.4
2733,6/2021,10473,15.2
2734,6/2021,10474,0.0
2735,6/2021,10475,9.4
2736,6/2021,11004,15.8
2737,6/2021,11101,5.4
2738,6/2021,11102,3.3
2739,6/2021,11103,8.6
2740,6/2021,11104,15.7
2741,6/2021,11105,2.8
2742,6/2021,11106,13.4
2743,6/2021,11109,0.0
2744,6/2021,11201,6.4
2745,6/2021,11203,13.6
2746,6/2021,11204,5.2
2747,6/2021,11205,2.2
2748,6/2021,11206,10.4
2749,6/2021,11207,6.7
2750,6/2021,11208,14.6
2751,6/2021,11209,8.9
2752,6/2021,11210,7.6
2753,6/2021,11211,9.8
2754,6/2021,11212,9.5
2755,6/2021,11213,12.4
2756,6/2021,11214,8.6
2757,6/2021,11215,2.9
2758,6/2021,11216,12.8
2759,6/2021,11217,17.1
2760,6/2021,11218,13.5
2761,6/2021,11219,2.2
2762,6/2021,11220,10.6
2763,6/2021,11221,7.4
2764,6/2021,11222,8.3
2765,6/2021,11223,7.4
2766,6/2021,11224,21.6
2767,6/2021,11225,5.2
2768,6/2021,11226,10.3
2769,6/2021,11228,8.9
2770,6/2021,11229,2.4
2771,6/2021,11230,3.4
2772,6/2021,11231,5.4
2773,6/2021,11232,18.5
2774,6/2021,11233,12.1
2775,6/2021,11234,1.1
2776,6/2021,11235,12.8
2777,6/2021,11236,7.2
2778,6/2021,11237,4.2
2779,6/2021,11238,5.6
2780,6/2021,11239,23.0
2781,6/2021,11354,16.7
2782,6/2021,11355,14.0
2783,6/2021,11356,4.4
2784,6/2021,11357,0.0
2785,6/2021,11358,2.8
2786,6/2021,11360,10.5
2787,6/2021,11361,11.4
2788,6/2021,11362,5.5
2789,6/2021,11363,0.0
2790,6/2021,11364,0.0
2791,6/2021,11365,2.3
2792,6/2021,11366,0.0
2793,6/2021,11367,4.9
2794,6/2021,11368,6.3
2795,6/2021,11369,14.9
2796,6/2021,11370,3.1
2797,6/2021,11372,13.2
2798,6/2021,11373,13.1
2799,6/2021,11374,16.9
2800,6/2021,11375,7.0
2801,6/2021,11377,9.5
2802,6/2021,11378,11.1
2803,6/2021,11379,8.2
2804,6/2021,11385,8.7
2805,6/2021,11411,4.7
2806,6/2021,11412,18.4
2807,6/2021,11413,9.3
2808,6/2021,11414,3.5
2809,6/2021,11415,5.3
2810,6/2021,11416,7.6
2811,6/2021,11417,12.9
2812,6/2021,11418,5.3
2813,6/2021,11419,2.1
2814,6/2021,11420,10.5
2815,6/2021,11421,12.5
2816,6/2021,11422,9.3
2817,6/2021,11423,16.1
2818,6/2021,11426,5.0
2819,6/2021,11427,4.2
2820,6/2021,11428,10.8
2821,6/2021,11429,10.8
2822,6/2021,11432,11.5
2823,6/2021,11433,16.4
2824,6/2021,11434,4.5
2825,6/2021,11435,5.1
2826,6/2021,11436,15.0
2827,6/2021,11691,7.5
2828,6/2021,11692,0.0
2829,6/2021,11693,0.0
2830,6/2021,11694,9.6
2831,6/2021,11697,0.0
2832,3/2020,10001,57.9
2833,3/2020,10002,224.4
2834,3/2020,10003,87.1
2835,3/2020,10004,168.2
2836,3/2020,10005,91.4
2837,3/2020,10006,88.7
2838,3/2020,10007,57.2
2839,3/2020,10009,173.2
2840,3/2020,10010,95.9
2841,3/2020,10011,116.6
2842,3/2020,10012,69.1
2843,3/2020,10013,90.2
2844,3/2020,10014,118.7
2845,3/2020,10016,121.8
2846,3/2020,10017,89.7
2847,3/2020,10018,67.9
2848,3/2020,10019,151.6
2849,3/2020,10021,102.5
2850,3/2020,10022,123.0
2851,3/2020,10023,108.4
2852,3/2020,10024,106.1
2853,3/2020,10025,127.7
2854,3/2020,10026,204.3
2855,3/2020,10027,209.8
2856,3/2020,10028,111.9
2857,3/2020,10029,223.7
2858,3/2020,10030,283.6
2859,3/2020,10031,225.3
2860,3/2020,10032,302.9
2861,3/2020,10033,258.0
2862,3/2020,10034,168.1
2863,3/2020,10035,377.4
2864,3/2020,10036,113.8
2865,3/2020,10037,240.5
2866,3/2020,10038,109.3
2867,3/2020,10039,217.1
2868,3/2020,10040,259.3
2869,3/2020,10044,128.5
2870,3/2020,10065,71.7
2871,3/2020,10069,63.6
2872,3/2020,10075,195.3
2873,3/2020,10128,66.6
2874,3/2020,10280,53.5
2875,3/2020,10282,89.7
2876,3/2020,10301,185.1
2877,3/2020,10302,211.0
2878,3/2020,10303,181.0
2879,3/2020,10304,245.9
2880,3/2020,10305,137.7
2881,3/2020,10306,147.7
2882,3/2020,10307,100.6
2883,3/2020,10308,124.1
2884,3/2020,10309,133.6
2885,3/2020,10310,145.0
2886,3/2020,10312,113.0
2887,3/2020,10314,147.0
2888,3/2020,10451,285.0
2889,3/2020,10452,259.3
2890,3/2020,10453,277.1
2891,3/2020,10454,338.4
2892,3/2020,10455,267.3
2893,3/2020,10456,255.4
2894,3/2020,10457,217.0
2895,3/2020,10458,197.0
2896,3/2020,10459,259.0
2897,3/2020,10460,217.4
2898,3/2020,10461,246.4
2899,3/2020,10462,232.4
2900,3/2020,10463,197.2
2901,3/2020,10464,233.4
2902,3/2020,10465,167.0
2903,3/2020,10466,314.1
2904,3/2020,10467,326.3
2905,3/2020,10468,246.8
2906,3/2020,10469,314.0
2907,3/2020,10470,246.8
2908,3/2020,10471,207.1
2909,3/2020,10472,278.0
2910,3/2020,10473,291.0
2911,3/2020,10474,233.8
2912,3/2020,10475,381.4
2913,3/2020,11004,158.3
2914,3/2020,11101,160.2
2915,3/2020,11102,139.8
2916,3/2020,11103,88.7
2917,3/2020,11104,200.5
2918,3/2020,11105,66.3
2919,3/2020,11106,90.8
2920,3/2020,11109,52.1
2921,3/2020,11201,112.4
2922,3/2020,11203,362.8
2923,3/2020,11204,185.5
2924,3/2020,11205,121.3
2925,3/2020,11206,193.7
2926,3/2020,11207,215.7
2927,3/2020,11208,255.3
2928,3/2020,11209,128.9
2929,3/2020,11210,240.5
2930,3/2020,11211,224.3
2931,3/2020,11212,306.9
2932,3/2020,11213,306.5
2933,3/2020,11214,123.9
2934,3/2020,11215,90.5
2935,3/2020,11216,142.3
2936,3/2020,11217,154.1
2937,3/2020,11218,214.9
2938,3/2020,11219,227.6
2939,3/2020,11220,186.1
2940,3/2020,11221,160.9
2941,3/2020,11222,72.0
2942,3/2020,11223,174.3
2943,3/2020,11224,183.7
2944,3/2020,11225,264.3
2945,3/2020,11226,287.6
2946,3/2020,11228,86.7
2947,3/2020,11229,140.1
2948,3/2020,11230,231.7
2949,3/2020,11231,120.4
2950,3/2020,11232,173.5
2951,3/2020,11233,180.3
2952,3/2020,11234,209.4
2953,3/2020,11235,184.1
2954,3/2020,11236,308.9
2955,3/2020,11237,220.8
2956,3/2020,11238,151.3
2957,3/2020,11239,460.7
2958,3/2020,11354,179.9
2959,3/2020,11355,178.8
2960,3/2020,11356,236.7
2961,3/2020,11357,186.0
2962,3/2020,11358,124.9
2963,3/2020,11360,136.5
2964,3/2020,11361,147.9
2965,3/2020,11362,99.4
2966,3/2020,11363,193.0
2967,3/2020,11364,103.7
2968,3/2020,11365,152.9
2969,3/2020,11366,204.1
2970,3/2020,11367,228.6
2971,3/2020,11368,584.4
2972,3/2020,11369,681.0
2973,3/2020,11370,289.5
2974,3/2020,11372,505.9
2975,3/2020,11373,422.2
2976,3/2020,11374,236.8
2977,3/2020,11375,140.3
2978,3/2020,11377,242.7
2979,3/2020,11378,193.7
2980,3/2020,11379,221.1
2981,3/2020,11385,156.3
2982,3/2020,11411,322.8
2983,3/2020,11412,294.0
2984,3/2020,11413,326.3
2985,3/2020,11414,218.6
2986,3/2020,11415,286.1
2987,3/2020,11416,223.6
2988,3/2020,11417,190.1
2989,3/2020,11418,247.4
2990,3/2020,11419,171.1
2991,3/2020,11420,217.4
2992,3/2020,11421,224.7
2993,3/2020,11422,293.3
2994,3/2020,11423,314.7
2995,3/2020,11426,183.5
2996,3/2020,11427,220.6
2997,3/2020,11428,344.4
2998,3/2020,11429,320.0
2999,3/2020,11432,279.8
3000,3/2020,11433,287.5
3001,3/2020,11434,308.6
3002,3/2020,11435,255.1
3003,3/2020,11436,259.4
3004,3/2020,11691,341.0
3005,3/2020,11692,337.6
3006,3/2020,11693,284.1
3007,3/2020,11694,197.3
3008,3/2020,11697,117.9
3009,4/2020,10001,184.7
3010,4/2020,10002,284.1
3011,4/2020,10003,107.5
3012,4/2020,10004,33.6
3013,4/2020,10005,34.3
3014,4/2020,10006,88.7
3015,4/2020,10007,28.6
3016,4/2020,10009,196.0
3017,4/2020,10010,134.9
3018,4/2020,10011,116.6
3019,4/2020,10012,64.8
3020,4/2020,10013,111.0
3021,4/2020,10014,105.5
3022,4/2020,10016,112.0
3023,4/2020,10017,76.9
3024,4/2020,10018,59.4
3025,4/2020,10019,128.7
3026,4/2020,10021,128.6
3027,4/2020,10022,116.5
3028,4/2020,10023,111.7
3029,4/2020,10024,138.7
3030,4/2020,10025,224.8
3031,4/2020,10026,300.0
3032,4/2020,10027,290.2
3033,4/2020,10028,101.3
3034,4/2020,10029,442.3
3035,4/2020,10030,283.6
3036,4/2020,10031,369.3
3037,4/2020,10032,490.1
3038,4/2020,10033,405.0
3039,4/2020,10034,333.8
3040,4/2020,10035,627.1
3041,4/2020,10036,198.2
3042,4/2020,10037,303.0
3043,4/2020,10038,153.1
3044,4/2020,10039,320.1
3045,4/2020,10040,423.1
3046,4/2020,10044,265.6
3047,4/2020,10065,175.6
3048,4/2020,10069,47.7
3049,4/2020,10075,156.2
3050,4/2020,10128,100.8
3051,4/2020,10280,42.8
3052,4/2020,10282,179.5
3053,4/2020,10301,455.0
3054,4/2020,10302,335.4
3055,4/2020,10303,362.1
3056,4/2020,10304,377.2
3057,4/2020,10305,345.3
3058,4/2020,10306,250.0
3059,4/2020,10307,127.4
3060,4/2020,10308,107.3
3061,4/2020,10309,151.8
3062,4/2020,10310,247.4
3063,4/2020,10312,131.0
3064,4/2020,10314,235.6
3065,4/2020,10451,405.3
3066,4/2020,10452,388.2
3067,4/2020,10453,400.4
3068,4/2020,10454,446.7
3069,4/2020,10455,405.8
3070,4/2020,10456,458.2
3071,4/2020,10457,428.6
3072,4/2020,10458,316.7
3073,4/2020,10459,463.7
3074,4/2020,10460,382.2
3075,4/2020,10461,364.6
3076,4/2020,10462,377.1
3077,4/2020,10463,394.4
3078,4/2020,10464,163.3
3079,4/2020,10465,243.5
3080,4/2020,10466,476.8
3081,4/2020,10467,536.0
3082,4/2020,10468,444.7
3083,4/2020,10469,582.5
3084,4/2020,10470,166.8
3085,4/2020,10471,522.6
3086,4/2020,10472,476.6
3087,4/2020,10473,436.5
3088,4/2020,10474,334.0
3089,4/2020,10475,585.0
3090,4/2020,11004,374.7
3091,4/2020,11101,211.8
3092,4/2020,11102,419.4
3093,4/2020,11103,274.8
3094,4/2020,11104,235.9
3095,4/2020,11105,210.0
3096,4/2020,11106,291.2
3097,4/2020,11109,86.8
3098,4/2020,11201,173.4
3099,4/2020,11203,437.8
3100,4/2020,11204,219.2
3101,4/2020,11205,220.6
3102,4/2020,11206,260.6
3103,4/2020,11207,369.5
3104,4/2020,11208,384.0
3105,4/2020,11209,219.2
3106,4/2020,11210,331.9
3107,4/2020,11211,202.6
3108,4/2020,11212,389.4
3109,4/2020,11213,292.6
3110,4/2020,11214,266.1
3111,4/2020,11215,84.7
3112,4/2020,11216,211.6
3113,4/2020,11217,264.2
3114,4/2020,11218,291.9
3115,4/2020,11219,278.6
3116,4/2020,11220,270.6
3117,4/2020,11221,251.7
3118,4/2020,11222,127.3
3119,4/2020,11223,191.4
3120,4/2020,11224,533.8
3121,4/2020,11225,319.9
3122,4/2020,11226,363.6
3123,4/2020,11228,204.5
3124,4/2020,11229,185.6
3125,4/2020,11230,326.2
3126,4/2020,11231,131.1
3127,4/2020,11232,288.0
3128,4/2020,11233,283.9
3129,4/2020,11234,270.1
3130,4/2020,11235,355.5
3131,4/2020,11236,368.6
3132,4/2020,11237,283.3
3133,4/2020,11238,282.0
3134,4/2020,11239,829.3
3135,4/2020,11354,558.2
3136,4/2020,11355,319.6
3137,4/2020,11356,359.4
3138,4/2020,11357,333.2
3139,4/2020,11358,183.2
3140,4/2020,11360,210.0
3141,4/2020,11361,246.5
3142,4/2020,11362,165.7
3143,4/2020,11363,222.7
3144,4/2020,11364,165.3
3145,4/2020,11365,285.3
3146,4/2020,11366,267.5
3147,4/2020,11367,250.8
3148,4/2020,11368,603.4
3149,4/2020,11369,761.3
3150,4/2020,11370,380.8
3151,4/2020,11372,515.8
3152,4/2020,11373,488.8
3153,4/2020,11374,294.7
3154,4/2020,11375,312.9
3155,4/2020,11377,399.8
3156,4/2020,11378,282.2
3157,4/2020,11379,365.8
3158,4/2020,11385,224.9
3159,4/2020,11411,467.8
3160,4/2020,11412,414.7
3161,4/2020,11413,409.7
3162,4/2020,11414,246.8
3163,4/2020,11415,376.2
3164,4/2020,11416,291.8
3165,4/2020,11417,331.8
3166,4/2020,11418,364.5
3167,4/2020,11419,346.4
3168,4/2020,11420,347.0
3169,4/2020,11421,377.0
3170,4/2020,11422,370.5
3171,4/2020,11423,433.5
3172,4/2020,11426,252.9
3173,4/2020,11427,330.9
3174,4/2020,11428,479.0
3175,4/2020,11429,460.3
3176,4/2020,11432,431.2
3177,4/2020,11433,449.0
3178,4/2020,11434,404.4
3179,4/2020,11435,412.6
3180,4/2020,11436,314.3
3181,4/2020,11691,750.9
3182,4/2020,11692,542.1
3183,4/2020,11693,213.1
3184,4/2020,11694,582.3
3185,4/2020,11697,206.3
3186,5/2020,10001,54.3
3187,5/2020,10002,41.2
3188,5/2020,10003,11.1
3189,5/2020,10004,33.6
3190,5/2020,10005,11.4
3191,5/2020,10006,0.0
3192,5/2020,10007,14.3
3193,5/2020,10009,12.2
3194,5/2020,10010,30.0
3195,5/2020,10011,12.1
3196,5/2020,10012,17.3
3197,5/2020,10013,13.9
3198,5/2020,10014,6.6
3199,5/2020,10016,13.7
3200,5/2020,10017,0.0
3201,5/2020,10018,25.4
3202,5/2020,10019,25.3
3203,5/2020,10021,15.3
3204,5/2020,10022,16.2
3205,5/2020,10023,11.3
3206,5/2020,10024,18.8
3207,5/2020,10025,31.7
3208,5/2020,10026,31.0
3209,5/2020,10027,52.1
3210,5/2020,10028,16.9
3211,5/2020,10029,58.8
3212,5/2020,10030,44.4
3213,5/2020,10031,50.8
3214,5/2020,10032,53.9
3215,5/2020,10033,46.1
3216,5/2020,10034,33.1
3217,5/2020,10035,93.6
3218,5/2020,10036,22.0
3219,5/2020,10037,81.8
3220,5/2020,10038,21.9
3221,5/2020,10039,47.8
3222,5/2020,10040,61.4
3223,5/2020,10044,77.1
3224,5/2020,10065,7.2
3225,5/2020,10069,47.7
3226,5/2020,10075,26.0
3227,5/2020,10128,15.4
3228,5/2020,10280,10.7
3229,5/2020,10282,0.0
3230,5/2020,10301,64.3
3231,5/2020,10302,64.9
3232,5/2020,10303,75.4
3233,5/2020,10304,76.4
3234,5/2020,10305,60.7
3235,5/2020,10306,47.3
3236,5/2020,10307,13.4
3237,5/2020,10308,16.8
3238,5/2020,10309,24.3
3239,5/2020,10310,29.9
3240,5/2020,10312,24.6
3241,5/2020,10314,48.6
3242,5/2020,10451,52.8
3243,5/2020,10452,69.1
3244,5/2020,10453,55.9
3245,5/2020,10454,60.8
3246,5/2020,10455,66.8
3247,5/2020,10456,70.8
3248,5/2020,10457,52.9
3249,5/2020,10458,64.1
3250,5/2020,10459,48.0
3251,5/2020,10460,73.0
3252,5/2020,10461,53.0
3253,5/2020,10462,50.5
3254,5/2020,10463,65.7
3255,5/2020,10464,0.0
3256,5/2020,10465,30.1
3257,5/2020,10466,58.9
3258,5/2020,10467,90.1
3259,5/2020,10468,84.8
3260,5/2020,10469,74.4
3261,5/2020,10470,46.7
3262,5/2020,10471,94.2
3263,5/2020,10472,70.6
3264,5/2020,10473,57.5
3265,5/2020,10474,50.1
3266,5/2020,10475,79.6
3267,5/2020,11004,42.2
3268,5/2020,11101,21.7
3269,5/2020,11102,46.6
3270,5/2020,11103,25.8
3271,5/2020,11104,23.6
3272,5/2020,11105,19.3
3273,5/2020,11106,29.4
3274,5/2020,11109,0.0
3275,5/2020,11201,28.9
3276,5/2020,11203,53.2
3277,5/2020,11204,48.0
3278,5/2020,11205,30.9
3279,5/2020,11206,33.4
3280,5/2020,11207,55.0
3281,5/2020,11208,55.5
3282,5/2020,11209,37.0
3283,5/2020,11210,32.0
3284,5/2020,11211,40.3
3285,5/2020,11212,75.7
3286,5/2020,11213,37.2
3287,5/2020,11214,47.4
3288,5/2020,11215,14.4
3289,5/2020,11216,16.4
3290,5/2020,11217,24.5
3291,5/2020,11218,52.7
3292,5/2020,11219,72.2
3293,5/2020,11220,56.0
3294,5/2020,11221,30.7
3295,5/2020,11222,24.9
3296,5/2020,11223,27.0
3297,5/2020,11224,92.9
3298,5/2020,11225,38.3
3299,5/2020,11226,59.6
3300,5/2020,11228,22.2
3301,5/2020,11229,29.9
3302,5/2020,11230,58.5
3303,5/2020,11231,16.1
3304,5/2020,11232,25.8
3305,5/2020,11233,43.1
3306,5/2020,11234,37.2
3307,5/2020,11235,52.4
3308,5/2020,11236,44.3
3309,5/2020,11237,33.3
3310,5/2020,11238,26.1
3311,5/2020,11239,84.5
3312,5/2020,11354,92.7
3313,5/2020,11355,52.0
3314,5/2020,11356,35.1
3315,5/2020,11357,49.1
3316,5/2020,11358,13.9
3317,5/2020,11360,31.5
3318,5/2020,11361,45.5
3319,5/2020,11362,22.1
3320,5/2020,11363,14.8
3321,5/2020,11364,11.2
3322,5/2020,11365,38.8
3323,5/2020,11366,21.1
3324,5/2020,11367,41.8
3325,5/2020,11368,65.2
3326,5/2020,11369,116.0
3327,5/2020,11370,28.3
3328,5/2020,11372,72.5
3329,5/2020,11373,54.6
3330,5/2020,11374,48.3
3331,5/2020,11375,35.1
3332,5/2020,11377,38.1
3333,5/2020,11378,27.7
3334,5/2020,11379,40.9
3335,5/2020,11385,26.1
3336,5/2020,11411,37.4
3337,5/2020,11412,34.1
3338,5/2020,11413,55.5
3339,5/2020,11414,38.8
3340,5/2020,11415,63.6
3341,5/2020,11416,49.3
3342,5/2020,11417,29.0
3343,5/2020,11418,37.2
3344,5/2020,11419,61.8
3345,5/2020,11420,31.4
3346,5/2020,11421,30.0
3347,5/2020,11422,46.3
3348,5/2020,11423,48.2
3349,5/2020,11426,34.7
3350,5/2020,11427,33.9
3351,5/2020,11428,26.9
3352,5/2020,11429,61.1
3353,5/2020,11432,80.7
3354,5/2020,11433,52.0
3355,5/2020,11434,49.4
3356,5/2020,11435,46.2
3357,5/2020,11436,44.9
3358,5/2020,11691,98.7
3359,5/2020,11692,95.1
3360,5/2020,11693,23.7
3361,5/2020,11694,57.7
3362,5/2020,11697,59.0
3363,6/2020,10001,7.2
3364,6/2020,10002,13.3
3365,6/2020,10003,5.6
3366,6/2020,10004,0.0
3367,6/2020,10005,11.4
3368,6/2020,10006,0.0
3369,6/2020,10007,0.0
3370,6/2020,10009,8.7
3371,6/2020,10010,6.0
3372,6/2020,10011,6.0
3373,6/2020,10012,0.0
3374,6/2020,10013,3.5
3375,6/2020,10014,9.9
3376,6/2020,10016,9.8
3377,6/2020,10017,19.2
3378,6/2020,10018,17.0
3379,6/2020,10019,16.1
3380,6/2020,10021,2.2
3381,6/2020,10022,3.2
3382,6/2020,10023,1.6
3383,6/2020,10024,6.8
3384,6/2020,10025,8.7
3385,6/2020,10026,7.8
3386,6/2020,10027,18.9
3387,6/2020,10028,2.1
3388,6/2020,10029,17.9
3389,6/2020,10030,20.5
3390,6/2020,10031,15.2
3391,6/2020,10032,34.9
3392,6/2020,10033,25.6
3393,6/2020,10034,21.3
3394,6/2020,10035,36.9
3395,6/2020,10036,18.4
3396,6/2020,10037,24.0
3397,6/2020,10038,8.7
3398,6/2020,10039,18.4
3399,6/2020,10040,20.5
3400,6/2020,10044,8.6
3401,6/2020,10065,14.3
3402,6/2020,10069,15.9
3403,6/2020,10075,13.0
3404,6/2020,10128,3.4
3405,6/2020,10280,0.0
3406,6/2020,10282,0.0
3407,6/2020,10301,12.9
3408,6/2020,10302,10.8
3409,6/2020,10303,18.9
3410,6/2020,10304,7.2
3411,6/2020,10305,16.3
3412,6/2020,10306,20.8
3413,6/2020,10307,6.7
3414,6/2020,10308,0.0
3415,6/2020,10309,0.0
3416,6/2020,10310,17.1
3417,6/2020,10312,1.6
3418,6/2020,10314,18.4
3419,6/2020,10451,21.1
3420,6/2020,10452,23.9
3421,6/2020,10453,28.0
3422,6/2020,10454,26.4
3423,6/2020,10455,14.3
3424,6/2020,10456,16.1
3425,6/2020,10457,20.3
3426,6/2020,10458,20.5
3427,6/2020,10459,27.2
3428,6/2020,10460,27.2
3429,6/2020,10461,22.4
3430,6/2020,10462,22.6
3431,6/2020,10463,18.6
3432,6/2020,10464,0.0
3433,6/2020,10465,20.9
3434,6/2020,10466,18.2
3435,6/2020,10467,29.4
3436,6/2020,10468,24.4
3437,6/2020,10469,16.5
3438,6/2020,10470,13.3
3439,6/2020,10471,14.1
3440,6/2020,10472,19.1
3441,6/2020,10473,18.6
3442,6/2020,10474,8.4
3443,6/2020,10475,32.8
3444,6/2020,11004,10.6
3445,6/2020,11101,13.6
3446,6/2020,11102,13.3
3447,6/2020,11103,5.7
3448,6/2020,11104,0.0
3449,6/2020,11105,5.5
3450,6/2020,11106,8.0
3451,6/2020,11109,17.4
3452,6/2020,11201,8.0
3453,6/2020,11203,23.2
3454,6/2020,11204,23.4
3455,6/2020,11205,26.5
3456,6/2020,11206,13.8
3457,6/2020,11207,31.4
3458,6/2020,11208,22.0
3459,6/2020,11209,16.3
3460,6/2020,11210,27.4
3461,6/2020,11211,14.8
3462,6/2020,11212,39.2
3463,6/2020,11213,17.0
3464,6/2020,11214,22.6
