PULocationID,yellow_total_amount,green_total_amount,Borough,Zone,service_zone,biv_amount_color,log_total_amount
1,76867.41,719.7,EWR,Newark Airport,EWR,#6c83b5,8.208036855262343
2,101.1,313.32,Queens,Jamaica Bay,Boro Zone,#e8e8e8,4.642369626977198
3,6815.63,12470.4,Bronx,Allerton/Pelham Gardens,Boro Zone,#b8d6be,9.435000372899255
4,190408.83,1394.93,Manhattan,Alphabet City,Yellow Zone,#6c83b5,10.257707084416458
5,2231.1,0.0,Staten Island,Arden Heights,Boro Zone,#e8e8e8,7.757500143012392
6,625.41,137.82,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,#e8e8e8,4.900076103529192
7,124186.35,241692.39,Queens,Astoria,Boro Zone,#2a5a5b,10.88962836172465
8,5822.77,136.16,Queens,Astoria Park,Boro Zone,#e8e8e8,5.681264163225599
9,3117.24,6589.62,Queens,Auburndale,Boro Zone,#b8d6be,9.034628920221834
10,175553.0,17694.08,Queens,Baisley Park,Boro Zone,#567994,10.357724729411908
11,4924.26,8491.21,Brooklyn,Bath Beach,Boro Zone,#b8d6be,8.66977349599233
12,73293.21,151.21,Manhattan,Battery Park,Yellow Zone,#6c83b5,8.706576422460452
13,1424095.9,789.06,Manhattan,Battery Park City,Yellow Zone,#6c83b5,11.590403964794106
14,22886.53,38462.9,Brooklyn,Bay Ridge,Boro Zone,#5a9178,10.466719935557519
15,4155.77,5381.7,Queens,Bay Terrace/Fort Totten,Boro Zone,#b8d6be,8.456657315661754
16,5564.2,10787.27,Queens,Bayside,Boro Zone,#b8d6be,8.902458313291616
17,24932.69,52249.54,Brooklyn,Bedford,Boro Zone,#5a9178,10.590744670685543
18,5949.01,20822.92,Bronx,Bedford Park,Boro Zone,#73ae80,10.058085418075235
19,4655.77,6543.14,Queens,Bellerose,Boro Zone,#b8d6be,9.326439323692254
20,3477.15,11905.51,Bronx,Belmont,Boro Zone,#b8d6be,9.216234964678451
21,6893.33,16627.14,Brooklyn,Bensonhurst East,Boro Zone,#b8d6be,9.348796244421905
22,8712.69,20060.61,Brooklyn,Bensonhurst West,Boro Zone,#90b2b3,9.816525628869117
23,4419.36,2132.27,Staten Island,Bloomfield/Emerson Hill,Boro Zone,#e8e8e8,8.40943424626895
24,301878.0,23438.66,Manhattan,Bloomingdale,Yellow Zone,#2a5a5b,11.559733093785939
25,105771.2,128214.98,Brooklyn,Boerum Hill,Boro Zone,#2a5a5b,10.776413058617246
26,13209.83,23121.99,Brooklyn,Borough Park,Boro Zone,#5a9178,10.063470619450513
27,460.48,568.99,Queens,Breezy Point/Fort Tilden/Riis Beach,Boro Zone,#e8e8e8,7.756199624760873
28,55933.3,17199.75,Queens,Briarwood/Jamaica Hills,Boro Zone,#567994,9.35256449807899
29,7643.28,23367.97,Brooklyn,Brighton Beach,Boro Zone,#5a9178,9.611003301392559
30,248.04,643.7,Queens,Broad Channel,Boro Zone,#e8e8e8,3.7572387916272794
31,1076.15,7229.5,Bronx,Bronx Park,Boro Zone,#b8d6be,7.520261656378425
32,6447.55,14467.98,Bronx,Bronxdale,Boro Zone,#b8d6be,9.921686443554075
33,155677.18,205668.56,Brooklyn,Brooklyn Heights,Boro Zone,#2a5a5b,10.76417656417623
34,2994.66,2408.38,Brooklyn,Brooklyn Navy Yard,Boro Zone,#e8e8e8,8.724454484734473
35,21229.17,47989.29,Brooklyn,Brownsville,Boro Zone,#5a9178,10.891709288688013
36,13785.56,28118.73,Brooklyn,Bushwick North,Boro Zone,#5a9178,9.544013695291401
37,26311.36,31055.16,Brooklyn,Bushwick South,Boro Zone,#5a9178,10.338939203107154
38,8396.7,8839.7,Queens,Cambria Heights,Boro Zone,#90b2b3,9.432264780437658
39,27186.6,50394.57,Brooklyn,Canarsie,Boro Zone,#5a9178,10.87028430898226
40,51599.71,28987.54,Brooklyn,Carroll Gardens,Boro Zone,#2a5a5b,9.049176993891543
41,335005.27,304736.0,Manhattan,Central Harlem,Boro Zone,#2a5a5b,12.298593940006564
42,156063.59,210937.26,Manhattan,Central Harlem North,Boro Zone,#2a5a5b,12.036266582190388
43,1783956.61,75935.69,Manhattan,Central Park,Yellow Zone,#2a5a5b,12.940489832238177
44,1582.65,166.14,Staten Island,Charleston/Tottenville,Boro Zone,#e8e8e8,9.382644420660627
45,278003.66,4366.76,Manhattan,Chinatown,Yellow Zone,#567994,10.447338874530125
46,1461.72,5090.94,Bronx,City Island,Boro Zone,#b8d6be,8.301993007856339
47,6767.08,14904.16,Bronx,Claremont/Bathgate,Boro Zone,#b8d6be,9.96848659261857
48,3674892.52,3051.96,Manhattan,Clinton East,Yellow Zone,#6c83b5,13.282792858524399
49,29384.49,59265.61,Brooklyn,Clinton Hill,Boro Zone,#5a9178,10.269986581735626
50,1067647.47,2050.86,Manhattan,Clinton West,Yellow Zone,#6c83b5,11.999320087422634
51,20809.47,46499.07,Bronx,Co-Op City,Boro Zone,#5a9178,10.71434509944544
52,62954.37,53325.6,Brooklyn,Cobble Hill,Boro Zone,#2a5a5b,9.706866645599257
53,4566.07,5497.88,Queens,College Point,Boro Zone,#b8d6be,8.666643699866276
54,4858.36,4351.85,Brooklyn,Columbia Street,Boro Zone,#b8d6be,7.519941830707792
55,12701.99,71267.6,Brooklyn,Coney Island,Boro Zone,#5a9178,10.48963342763413
56,41022.02,26336.18,Queens,Corona,Boro Zone,#5a9178,9.700881652439467
57,474.66,2029.92,Queens,Corona,Boro Zone,#e8e8e8,7.449201277244736
58,459.82,1389.46,Bronx,Country Club,Boro Zone,#e8e8e8,6.653984980376013
59,419.08,563.35,Bronx,Crotona Park,Boro Zone,#e8e8e8,7.036570568252951
60,4428.38,12024.11,Bronx,Crotona Park East,Boro Zone,#b8d6be,9.3564663685574
61,45790.94,90824.65,Brooklyn,Crown Heights North,Boro Zone,#5a9178,11.248084275455044
62,12961.5,24079.26,Brooklyn,Crown Heights South,Boro Zone,#5a9178,10.102316279888855
63,9719.85,13604.81,Brooklyn,Cypress Hills,Boro Zone,#90b2b3,9.619252864354257
64,3562.52,4418.29,Queens,Douglaston,Boro Zone,#b8d6be,8.836804070962039
65,168263.1,167868.11000000002,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone,#2a5a5b,11.048469936510731
66,88210.81,167888.33,Brooklyn,DUMBO/Vinegar Hill,Boro Zone,#2a5a5b,9.435790062106978
67,4030.87,7504.54,Brooklyn,Dyker Heights,Boro Zone,#b8d6be,8.780601526037364
68,2990230.26,2621.25,Manhattan,East Chelsea,Yellow Zone,#6c83b5,13.053252220350487
69,15778.31,38194.02,Bronx,East Concourse/Concourse Village,Boro Zone,#5a9178,10.40266762938179
70,25282.69,11810.49,Queens,East Elmhurst,Boro Zone,#90b2b3,11.310080863842044
71,17437.43,29055.28,Brooklyn,East Flatbush/Farragut,Boro Zone,#5a9178,10.3244043329809
72,17147.02,32035.74,Brooklyn,East Flatbush/Remsen Village,Boro Zone,#5a9178,10.500349853426131
73,1797.65,3619.96,Queens,East Flushing,Boro Zone,#e8e8e8,7.718000816414989
74,370477.7,553336.48,Manhattan,East Harlem North,Boro Zone,#2a5a5b,12.621518150046134
75,727883.98,406348.55,Manhattan,East Harlem South,Boro Zone,#2a5a5b,13.033883905108137
76,45813.91,75688.73,Brooklyn,East New York,Boro Zone,#5a9178,11.259713609140231
77,8959.74,20362.27,Brooklyn,East New York/Pennsylvania Avenue,Boro Zone,#90b2b3,10.14166867076707
78,7361.58,21646.53,Bronx,East Tremont,Boro Zone,#5a9178,10.002539812924322
79,2853481.63,1098.85,Manhattan,East Village,Yellow Zone,#6c83b5,13.003661504746487
80,51194.98,73666.73,Brooklyn,East Williamsburg,Boro Zone,#2a5a5b,9.47710187747004
81,8354.46,21015.23,Bronx,Eastchester,Boro Zone,#5a9178,9.816763407018861
82,67054.49,258164.89,Queens,Elmhurst,Boro Zone,#2a5a5b,10.652074643376501
83,15929.26,35523.14,Queens,Elmhurst/Maspeth,Boro Zone,#5a9178,9.488855051998502
84,425.06,74.24,Staten Island,Eltingville/Annadale/Prince's Bay,Boro Zone,#e8e8e8,0.0
85,12318.06,19479.1,Brooklyn,Erasmus,Boro Zone,#90b2b3,9.649192543878277
86,9057.07,19244.55,Queens,Far Rockaway,Boro Zone,#90b2b3,9.690465109570988
