PULocationID,yellow_total_amount,green_total_amount,Borough,Zone,service_zone,biv_amount_color,log_total_amount
1,60511.89,646.25,EWR,Newark Airport,EWR,#6c83b5,6.429735606941324
2,269.7,53.29,Queens,Jamaica Bay,Boro Zone,#e8e8e8,0.0
3,4043.53,6512.150000000002,Bronx,Allerton/Pelham Gardens,Boro Zone,#b8d6be,7.911346012856383
4,221764.19,62.12,Manhattan,Alphabet City,Yellow Zone,#6c83b5,8.834149074046872
5,2336.02,484.64,Staten Island,Arden Heights,Boro Zone,#e8e8e8,4.743017252680216
6,1851.36,68.66,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,#e8e8e8,4.434856248318414
7,147248.58000000002,272620.46,Queens,Astoria,Boro Zone,#2a5a5b,9.719097056963594
8,4104.03,84.32,Queens,Astoria Park,Boro Zone,#e8e8e8,2.402430427963762
9,2355.73,3317.08,Queens,Auburndale,Boro Zone,#b8d6be,7.354298348848148
10,145832.11000000002,10860.28,Queens,Baisley Park,Boro Zone,#567994,9.029396266061028
11,3767.38,4961.35,Brooklyn,Bath Beach,Boro Zone,#b8d6be,6.859363035631714
12,75580.16,72.0,Manhattan,Battery Park,Yellow Zone,#6c83b5,6.0762421811503815
13,1538435.87,253.14,Manhattan,Battery Park City,Yellow Zone,#6c83b5,9.388646377223765
14,21183.75,26849.84,Brooklyn,Bay Ridge,Boro Zone,#5a9178,8.489807606027382
15,4093.33,2926.97,Queens,Bay Terrace/Fort Totten,Boro Zone,#b8d6be,6.426973776564523
16,5035.0,5194.75,Queens,Bayside,Boro Zone,#b8d6be,7.801289023733676
17,25972.46,52248.66,Brooklyn,Bedford,Boro Zone,#5a9178,9.2160927950201
18,5193.54,16409.14,Bronx,Bedford Park,Boro Zone,#73ae80,8.666726369830602
19,3878.58,3816.02,Queens,Bellerose,Boro Zone,#b8d6be,6.993685238116868
20,3613.03,10236.98,Bronx,Belmont,Boro Zone,#b8d6be,7.872813317621638
21,6475.18,11136.06,Brooklyn,Bensonhurst East,Boro Zone,#90b2b3,8.174936657958744
22,6684.06,14883.34,Brooklyn,Bensonhurst West,Boro Zone,#90b2b3,8.511623710611369
23,4257.29,466.4,Staten Island,Bloomfield/Emerson Hill,Boro Zone,#e8e8e8,6.521371950186367
24,334213.72000000003,24783.22,Manhattan,Bloomingdale,Yellow Zone,#2a5a5b,10.050649007391472
25,124131.54,169690.06,Brooklyn,Boerum Hill,Boro Zone,#2a5a5b,9.231699630230757
26,9832.42,17949.11,Brooklyn,Borough Park,Boro Zone,#5a9178,8.004442382336325
27,285.02,241.36,Queens,Breezy Point/Fort Tilden/Riis Beach,Boro Zone,#e8e8e8,0.0
28,45595.66,10303.91,Queens,Briarwood/Jamaica Hills,Boro Zone,#90b2b3,7.797788274097831
29,6384.62,16411.760000000002,Brooklyn,Brighton Beach,Boro Zone,#5a9178,9.373546215494493
30,287.76,132.58,Queens,Broad Channel,Boro Zone,#e8e8e8,3.9808025208229716
31,2033.19,7618.13,Bronx,Bronx Park,Boro Zone,#b8d6be,6.671615136672142
32,7868.64,11798.39,Bronx,Bronxdale,Boro Zone,#90b2b3,7.876209526491475
33,152063.37,233845.04,Brooklyn,Brooklyn Heights,Boro Zone,#2a5a5b,8.721470285090676
34,3063.66,2613.63,Brooklyn,Brooklyn Navy Yard,Boro Zone,#b8d6be,6.068031992276861
35,18023.69,31398.24,Brooklyn,Brownsville,Boro Zone,#5a9178,9.400966516692066
36,13020.31,24128.61,Brooklyn,Bushwick North,Boro Zone,#5a9178,8.056765961733939
37,24988.98,21933.37,Brooklyn,Bushwick South,Boro Zone,#5a9178,9.56217612589925
38,4837.89,6155.5,Queens,Cambria Heights,Boro Zone,#b8d6be,8.715848949163227
39,21611.53,31130.48,Brooklyn,Canarsie,Boro Zone,#5a9178,9.518776824546057
40,66946.52,43396.99,Brooklyn,Carroll Gardens,Boro Zone,#2a5a5b,7.127990605507172
41,378645.64,374446.2,Manhattan,Central Harlem,Boro Zone,#2a5a5b,11.311780657134566
42,168899.07,226600.48,Manhattan,Central Harlem North,Boro Zone,#2a5a5b,11.304015878417157
43,2028869.18,93873.97,Manhattan,Central Park,Yellow Zone,#2a5a5b,10.643002680350975
44,899.5,96.04,Staten Island,Charleston/Tottenville,Boro Zone,#e8e8e8,8.28544270648658
45,309999.49,113.8,Manhattan,Chinatown,Yellow Zone,#6c83b5,8.087606482659348
46,1502.55,2180.36,Bronx,City Island,Boro Zone,#e8e8e8,7.1368968064199825
47,6501.94,11055.75,Bronx,Claremont/Bathgate,Boro Zone,#90b2b3,8.664752481397903
48,3958013.21,962.74,Manhattan,Clinton East,Yellow Zone,#6c83b5,11.670698490460271
49,30368.22,66376.07,Brooklyn,Clinton Hill,Boro Zone,#5a9178,8.668304399583066
50,1129790.08,143.9,Manhattan,Clinton West,Yellow Zone,#6c83b5,10.199969294083681
51,16256.24,25118.95,Bronx,Co-Op City,Boro Zone,#5a9178,9.066366070058793
52,73143.72,74024.29,Brooklyn,Cobble Hill,Boro Zone,#2a5a5b,8.36314417308794
53,3941.11,2823.45,Queens,College Point,Boro Zone,#b8d6be,6.591371903198179
54,5288.96,3696.0,Brooklyn,Columbia Street,Boro Zone,#b8d6be,5.827356119733385
55,9404.15,41726.9,Brooklyn,Coney Island,Boro Zone,#5a9178,9.327331983427921
56,23988.87,16933.48,Queens,Corona,Boro Zone,#5a9178,8.012203836783945
57,1148.06,1195.72,Queens,Corona,Boro Zone,#e8e8e8,4.002229273314295
58,393.46,1230.01,Bronx,Country Club,Boro Zone,#e8e8e8,3.8353579204926604
59,367.83,642.01,Bronx,Crotona Park,Boro Zone,#e8e8e8,6.4623115705967855
60,4698.78,7000.190000000001,Bronx,Crotona Park East,Boro Zone,#b8d6be,8.08209018793875
61,36817.89,77658.95,Brooklyn,Crown Heights North,Boro Zone,#5a9178,9.894418553196221
62,9485.83,21491.57,Brooklyn,Crown Heights South,Boro Zone,#5a9178,8.466503925093315
63,5398.51,6195.84,Brooklyn,Cypress Hills,Boro Zone,#b8d6be,8.494730790054986
64,3004.83,1881.67,Queens,Douglaston,Boro Zone,#e8e8e8,7.800965697812194
65,185570.66,204930.59,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone,#2a5a5b,9.974903619046465
66,86204.07,200822.08,Brooklyn,DUMBO/Vinegar Hill,Boro Zone,#2a5a5b,8.187721990253996
67,3340.0,5295.25,Brooklyn,Dyker Heights,Boro Zone,#b8d6be,6.155961518989384
68,3167308.27,560.52,Manhattan,East Chelsea,Yellow Zone,#6c83b5,11.080726161659427
69,14190.73,30528.28,Bronx,East Concourse/Concourse Village,Boro Zone,#5a9178,9.315862774529618
70,54905.59,7507.41,Queens,East Elmhurst,Boro Zone,#567994,7.9866239386136355
71,11861.79,21318.3,Brooklyn,East Flatbush/Farragut,Boro Zone,#5a9178,8.85874536044734
72,13903.95,23140.25,Brooklyn,East Flatbush/Remsen Village,Boro Zone,#5a9178,8.849205497315356
73,943.28,2001.71,Queens,East Flushing,Boro Zone,#e8e8e8,6.801972451941188
74,386537.48,550007.4,Manhattan,East Harlem North,Boro Zone,#2a5a5b,11.643106175323386
75,792432.14,466765.14,Manhattan,East Harlem South,Boro Zone,#2a5a5b,12.14104109620751
76,30465.89,45943.9,Brooklyn,East New York,Boro Zone,#5a9178,9.828539304372457
77,6965.39,13649.4,Brooklyn,East New York/Pennsylvania Avenue,Boro Zone,#90b2b3,8.961105636776542
78,7747.05,15509.06,Bronx,East Tremont,Boro Zone,#90b2b3,8.462242691281125
79,3095885.64,108.28,Manhattan,East Village,Yellow Zone,#6c83b5,10.929131219743942
80,50871.58,50730.62,Brooklyn,East Williamsburg,Boro Zone,#2a5a5b,7.840289370290494
