PULocationID,yellow_total_amount,green_total_amount,Borough,Zone,service_zone,biv_amount_color,yellow_change_percent,green_change_percent,biv_ratio_color
115,771.97,2366.79,Staten Island,Grymes Hill/Clifton,Boro Zone,#b8d6be,44.55554931370898,-28.82733609589165,#e8e8e8
116,52808.72,25073.03,Manhattan,Hamilton Heights,Boro Zone,#2a5a5b,-55.293425646195395,-75.9965470605642,#5a9178
117,28725.37,11547.73,Queens,Hammels/Arverne,Boro Zone,#2a5a5b,252.6523782398177,-55.82482841936179,#b8d6be
118,182.59,114.34,Staten Island,Heartland Village/Todt Hill,Boro Zone,#e8e8e8,-91.77085117314608,-65.42590184754015,#567994
119,17444.49,10440.33,Bronx,Highbridge,Boro Zone,#5a9178,42.91276945927504,-62.68126626611061,#b8d6be
120,711.25,1027.97,Manhattan,Highbridge Park,Boro Zone,#e8e8e8,-60.35439961650372,-20.122927253795826,#b5c0da
121,10483.22,6301.07,Queens,Hillcrest/Pomonok,Boro Zone,#90b2b3,34.79600365174678,-62.36601140892658,#b8d6be
122,7176.91,5189.73,Queens,Hollis,Boro Zone,#b8d6be,29.569798322088893,-60.44883382768512,#b8d6be
123,10339.2,5930.44,Brooklyn,Homecrest,Boro Zone,#90b2b3,44.415950118167665,-66.99617952078447,#b8d6be
124,5758.86,1995.46,Queens,Howard Beach,Boro Zone,#b8d6be,-47.329892635974765,-76.4773421162447,#5a9178
125,52249.45,106.67,Manhattan,Hudson Sq,Yellow Zone,#6c83b5,-91.49506553157613,-0.0,#6c83b5
126,10795.15,5530.97,Bronx,Hunts Point,Boro Zone,#90b2b3,145.7962481016232,-52.16462515491879,#b8d6be
127,10913.86,10034.960000000001,Manhattan,Inwood,Boro Zone,#5a9178,-27.48843945997661,-59.97119989150098,#90b2b3
128,2298.77,1097.16,Manhattan,Inwood Hill Park,Boro Zone,#e8e8e8,33.443822018401875,-43.69756092554485,#e8e8e8
129,16534.37,14543.33,Queens,Jackson Heights,Boro Zone,#5a9178,-75.96712916383353,-91.14251044170969,#2a5a5b
130,24456.98,37050.89,Queens,Jamaica,Boro Zone,#2a5a5b,-65.4931818043933,-76.47054602263346,#5a9178
131,7527.25,6664.32,Queens,Jamaica Estates,Boro Zone,#5a9178,4.537153411892144,-56.33564639337572,#90b2b3
132,1055028.07,498.28999999999996,Queens,JFK Airport,Airports,#6c83b5,-91.87036425201546,-84.20022956579089,#2a5a5b
133,8505.460000000001,4611.39,Brooklyn,Kensington,Boro Zone,#90b2b3,1.0405245032294408,-59.8141550967481,#90b2b3
134,6699.42,8491.25,Queens,Kew Gardens,Boro Zone,#73ae80,-74.65831150733308,-85.75968605484816,#2a5a5b
135,8869.22,3463.5,Queens,Kew Gardens Hills,Boro Zone,#90b2b3,-38.936352589236854,-63.29650090129424,#90b2b3
136,15574.11,13608.43,Bronx,Kingsbridge Heights,Boro Zone,#5a9178,51.75687500365406,-42.03752449101286,#e8e8e8
137,375034.21,2775.7,Manhattan,Kips Bay,Yellow Zone,#567994,-68.17701115035212,253.61037505095797,#b5c0da
138,524623.69,378.35,Queens,LaGuardia Airport,Airports,#6c83b5,-93.01505625575567,-88.87340056052065,#2a5a5b
139,9648.25,5996.58,Queens,Laurelton,Boro Zone,#90b2b3,0.19034426038845523,-43.743685145209994,#b5c0da
140,531209.5700000001,5075.07,Manhattan,Lenox Hill East,Yellow Zone,#567994,-70.13766171883657,658.650741449414,#b5c0da
141,498115.0,1327.29,Manhattan,Lenox Hill West,Yellow Zone,#567994,-75.24331999675495,-0.0,#6c83b5
142,649205.33,864.66,Manhattan,Lincoln Square East,Yellow Zone,#6c83b5,-74.17139670299949,910.1168224299066,#6c83b5
143,215107.12,445.40999999999997,Manhattan,Lincoln Square West,Yellow Zone,#6c83b5,-79.03370428575303,111.40538231524988,#6c83b5
144,92099.58,434.51,Manhattan,Little Italy/NoLiTa,Yellow Zone,#6c83b5,-91.69186579164625,-0.0,#6c83b5
145,28089.23,4655.01,Queens,Long Island City/Hunters Point,Boro Zone,#567994,-86.57706039408421,-93.46814968583341,#2a5a5b
146,23297.15,2933.57,Queens,Long Island City/Queens Plaza,Boro Zone,#567994,-76.5451560476552,-90.01662778003143,#2a5a5b
147,9567.55,5045.04,Bronx,Longwood,Boro Zone,#90b2b3,69.85605584493514,-58.38682378093743,#b8d6be
148,99445.51,470.40999999999997,Manhattan,Lower East Side,Yellow Zone,#6c83b5,-92.9647515947849,419.33097814086995,#6c83b5
149,5946.05,3810.3,Brooklyn,Madison,Boro Zone,#b8d6be,-27.10190200400654,-64.56602847141885,#90b2b3
150,3842.94,3204.17,Brooklyn,Manhattan Beach,Boro Zone,#b8d6be,-15.029959979658164,-65.37683115401198,#90b2b3
151,238535.39,2428.34,Manhattan,Manhattan Valley,Yellow Zone,#567994,-68.85747603177826,739.5007951324068,#b5c0da
152,35529.87,11587.76,Manhattan,Manhattanville,Boro Zone,#2a5a5b,-60.94814470584381,-76.50062572334369,#5a9178
153,3498.14,2761.84,Manhattan,Marble Hill,Boro Zone,#b8d6be,50.37355457163735,-51.64464987612819,#b8d6be
154,88.66,251.4,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,#e8e8e8,-97.0087113774233,-81.80278387005711,#2a5a5b
155,12090.66,7103.74,Brooklyn,Marine Park/Mill Basin,Boro Zone,#5a9178,-4.890665634601856,-66.79674555065247,#90b2b3
156,2180.82,3471.3700000000003,Staten Island,Mariners Harbor,Boro Zone,#b8d6be,178.3717546143831,-25.687918241874918,#e8e8e8
157,6001.19,2826.28,Queens,Maspeth,Boro Zone,#b8d6be,-80.71732121593026,-69.71637361106646,#567994
158,53173.43,51.9,Manhattan,Meatpacking/West Village West,Yellow Zone,#6c83b5,-95.46039315769572,48.285714285714285,#6c83b5
159,18984.98,17912.86,Bronx,Melrose South,Boro Zone,#5a9178,48.51833540380445,-44.177446864074305,#e8e8e8
160,3786.03,2850.84,Queens,Middle Village,Boro Zone,#b8d6be,-49.494684044128434,-56.28162897259895,#90b2b3
161,433281.79,765.47,Manhattan,Midtown Center,Yellow Zone,#6c83b5,-90.4943623506591,203.3727013316424,#6c83b5
162,441133.77,669.65,Manhattan,Midtown East,Yellow Zone,#6c83b5,-88.78804222656674,1062.990621743661,#6c83b5
163,288993.52,653.13,Manhattan,Midtown North,Yellow Zone,#6c83b5,-89.80445069484439,3040.048076923077,#6c83b5
164,260603.26,416.61,Manhattan,Midtown South,Yellow Zone,#6c83b5,-90.1141908203755,104.88344644437888,#6c83b5
165,9409.22,6742.87,Brooklyn,Midwood,Boro Zone,#5a9178,-24.791340615563172,-68.76886849693983,#90b2b3
166,121230.33,28873.350000000002,Manhattan,Morningside Heights,Boro Zone,#2a5a5b,-73.5443063139812,-87.32641296185025,#2a5a5b
167,13554.87,9797.35,Bronx,Morrisania/Melrose,Boro Zone,#5a9178,104.82998419371316,-40.15299322079867,#e8e8e8
168,52261.78,18636.48,Bronx,Mott Haven/Port Morris,Boro Zone,#2a5a5b,75.70073663370064,-45.41668350751161,#e8e8e8
