PULocationID,yellow_total_amount,green_total_amount,Borough,Zone,service_zone,biv_amount_color,log_total_amount
120,1699.82,1129.42,Manhattan,Highbridge Park,Boro Zone,#e8e8e8,6.801338650277646
121,5654.730000000001,14633.13,Queens,Hillcrest/Pomonok,Boro Zone,#b8d6be,9.769714987974849
122,3835.29,7439.75,Queens,Hollis,Boro Zone,#b8d6be,8.095769418512507
123,5872.74,12036.92,Brooklyn,Homecrest,Boro Zone,#b8d6be,8.54485115908967
124,9800.91,5237.88,Queens,Howard Beach,Boro Zone,#90b2b3,7.9029052492755
125,795178.76,100.54,Manhattan,Hudson Sq,Yellow Zone,#6c83b5,9.463356462719045
126,3283.18,8985.04,Bronx,Hunts Point,Boro Zone,#b8d6be,9.050056589733476
127,16602.52,27732.53,Manhattan,Inwood,Boro Zone,#5a9178,9.283380774480158
128,2600.97,1609.86,Manhattan,Inwood Hill Park,Boro Zone,#e8e8e8,6.893210007540101
129,73094.06,181743.17,Queens,Jackson Heights,Boro Zone,#2a5a5b,9.831714928256623
130,60810.99,166207.03,Queens,Jamaica,Boro Zone,#2a5a5b,10.019692899852064
131,6114.7,8774.3,Queens,Jamaica Estates,Boro Zone,#90b2b3,8.617203218705782
132,14016251.24,4543.87,Queens,JFK Airport,Airports,#567994,12.014276102488902
133,9539.31,8823.380000000001,Brooklyn,Kensington,Boro Zone,#90b2b3,8.485822228202384
134,25160.0,64713.8,Queens,Kew Gardens,Boro Zone,#5a9178,8.633355358619234
135,12270.15,8097.58,Queens,Kew Gardens Hills,Boro Zone,#90b2b3,8.567943338325898
136,6981.8,13608.18,Bronx,Kingsbridge Heights,Boro Zone,#90b2b3,9.71903392449271
137,1462344.79,554.66,Manhattan,Kips Bay,Yellow Zone,#6c83b5,13.056658159941204
138,8835801.3,4134.28,Queens,LaGuardia Airport,Airports,#567994,11.529865076175707
139,6062.65,8101.23,Queens,Laurelton,Boro Zone,#90b2b3,8.835406893730163
140,2292031.71,802.77,Manhattan,Lenox Hill East,Yellow Zone,#6c83b5,12.276491826021328
141,2650179.79,265.91,Manhattan,Lenox Hill West,Yellow Zone,#6c83b5,12.053248568709241
142,3920068.94,444.84,Manhattan,Lincoln Square East,Yellow Zone,#6c83b5,13.265124990179384
143,1461417.71,39.99,Manhattan,Lincoln Square West,Yellow Zone,#6c83b5,11.204105554224665
144,1314977.03,195.0,Manhattan,Little Italy/NoLiTa,Yellow Zone,#6c83b5,9.462613895733503
145,231735.67,75806.82,Queens,Long Island City/Hunters Point,Boro Zone,#2a5a5b,9.782945714882638
146,105332.19,26654.23,Queens,Long Island City/Queens Plaza,Boro Zone,#2a5a5b,9.422533788800095
147,3619.13,7875.96,Bronx,Longwood,Boro Zone,#b8d6be,8.522274260891708
148,1622983.44,187.17,Manhattan,Lower East Side,Yellow Zone,#6c83b5,9.976548869995018
149,5752.88,8822.27,Brooklyn,Madison,Boro Zone,#b8d6be,8.352356283363081
150,4109.07,9111.81,Brooklyn,Manhattan Beach,Boro Zone,#b8d6be,7.65030196183685
151,1018149.7,335.48,Manhattan,Manhattan Valley,Yellow Zone,#6c83b5,11.486103449309528
152,115556.93,57983.71,Manhattan,Manhattanville,Boro Zone,#2a5a5b,10.225188732253661
153,2324.91,3770.06,Manhattan,Marble Hill,Boro Zone,#b8d6be,7.646807513399463
154,4223.09,1040.65,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,#e8e8e8,5.858247390820336
155,11516.1,13907.22,Brooklyn,Marine Park/Mill Basin,Boro Zone,#90b2b3,8.921832625415998
156,290.01,5792.64,Staten Island,Mariners Harbor,Boro Zone,#b8d6be,8.685855213424226
157,28056.01,8994.8,Queens,Maspeth,Boro Zone,#90b2b3,8.495487314088212
158,1357910.76,186.73,Manhattan,Meatpacking/West Village West,Yellow Zone,#6c83b5,8.776943272651563
159,10335.18,27975.77,Bronx,Melrose South,Boro Zone,#5a9178,11.445892849496856
160,6116.91,5438.66,Queens,Middle Village,Boro Zone,#90b2b3,7.639406569843014
161,5520061.51,518.46,Manhattan,Midtown Center,Yellow Zone,#6c83b5,11.158127472740766
162,4847588.18,576.83,Manhattan,Midtown East,Yellow Zone,#6c83b5,11.583570584077352
163,3787346.16,745.86,Manhattan,Midtown North,Yellow Zone,#6c83b5,10.966278344164161
164,3060422.37,426.28,Manhattan,Midtown South,Yellow Zone,#6c83b5,10.818866068467806
165,10084.63,16493.41,Brooklyn,Midwood,Boro Zone,#5a9178,8.514527641993796
166,742438.04,358451.46,Manhattan,Morningside Heights,Boro Zone,#2a5a5b,11.031146376337059
167,6046.16,12124.6,Bronx,Morrisania/Melrose,Boro Zone,#90b2b3,9.505529198117358
168,28901.22,29288.22,Bronx,Mott Haven/Port Morris,Boro Zone,#5a9178,10.110807366263373
169,6662.22,16987.91,Bronx,Mount Hope,Boro Zone,#5a9178,9.74156844311032
170,4052273.66,597.27,Manhattan,Murray Hill,Yellow Zone,#6c83b5,11.781374334473009
171,4825.8,4832.980000000001,Queens,Murray Hill-Queens,Boro Zone,#b8d6be,8.749916311790649
172,222.74,139.18,Staten Island,New Dorp/Midland Beach,Boro Zone,#e8e8e8,5.289881887726935
173,4331.87,19572.82,Queens,North Corona,Boro Zone,#73ae80,8.294364590499944
174,7737.41,23920.94,Bronx,Norwood,Boro Zone,#5a9178,10.508591460248631
175,3366.97,2888.28,Queens,Oakland Gardens,Boro Zone,#b8d6be,7.254064685881541
176,134.45000000000002,76.04,Staten Island,Oakwood,Boro Zone,#e8e8e8,5.6944389596530485
177,10655.44,17894.13,Brooklyn,Ocean Hill,Boro Zone,#5a9178,9.805436369612641
178,3031.96,5247.93,Brooklyn,Ocean Parkway South,Boro Zone,#b8d6be,6.939408972783931
179,59099.03,42875.64,Queens,Old Astoria,Boro Zone,#2a5a5b,9.11148642042349
180,5990.35,2679.92,Queens,Ozone Park,Boro Zone,#90b2b3,7.841775903285653
181,107545.26,162533.1,Brooklyn,Park Slope,Boro Zone,#2a5a5b,9.67577545629455
182,7704.49,20105.09,Bronx,Parkchester,Boro Zone,#5a9178,9.578269054388938
183,2700.02,5681.3,Bronx,Pelham Bay,Boro Zone,#b8d6be,8.560976556746352
184,1648.88,1008.2,Bronx,Pelham Bay Park,Boro Zone,#e8e8e8,6.027362438104967
185,3903.6,11200.62,Bronx,Pelham Parkway,Boro Zone,#b8d6be,10.521274400142755
186,4683777.95,1211.04,Manhattan,Penn Station/Madison Sq West,Yellow Zone,#6c83b5,12.043912651607318
187,118.4,396.06,Staten Island,Port Richmond,Boro Zone,#e8e8e8,6.018155162361026
188,21242.83,40579.91,Brooklyn,Prospect-Lefferts Gardens,Boro Zone,#5a9178,11.366221406772583
189,23766.63,22097.63,Brooklyn,Prospect Heights,Boro Zone,#5a9178,8.62328324089954
190,6023.18,10993.91,Brooklyn,Prospect Park,Boro Zone,#90b2b3,6.861344781159473
191,9266.77,10126.23,Queens,Queens Village,Boro Zone,#90b2b3,9.360645667782137
192,3027.27,10093.84,Queens,Queensboro Hill,Boro Zone,#b8d6be,7.712913312603775
193,58184.05,23389.6,Queens,Queensbridge/Ravenswood,Boro Zone,#2a5a5b,9.327229675039211
194,50994.18,4168.13,Manhattan,Randalls Island,Yellow Zone,#90b2b3,7.685344705806452
195,19765.76,23231.3,Brooklyn,Red Hook,Boro Zone,#5a9178,8.286581825254506
196,23127.49,63999.23,Queens,Rego Park,Boro Zone,#5a9178,8.778618553714539
197,25779.42,31824.25,Queens,Richmond Hill,Boro Zone,#5a9178,10.26164334947063
198,5603.15,6967.81,Queens,Ridgewood,Boro Zone,#b8d6be,8.925199069034154
199,0.0,31.31,Bronx,Rikers Island,Boro Zone,#e8e8e8,3.377928754722801
200,5739.57,8470.460000000001,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,#b8d6be,7.995697511190063
201,2488.03,2091.7200000000007,Queens,Rockaway Park,Boro Zone,#b8d6be,7.618373940454087
202,8370.62,1576.17,Manhattan,Roosevelt Island,Boro Zone,#b5c0da,7.401957496369234
203,6260.07,6901.44,Queens,Rosedale,Boro Zone,#90b2b3,9.079557199532779
204,623.4,40.0,Staten Island,Rossville/Woodrow,Boro Zone,#e8e8e8,7.173613432703884
205,16006.94,22691.59,Queens,Saint Albans,Boro Zone,#5a9178,9.938109244848285
206,1610.64,857.25,Staten Island,Saint George/New Brighton,Boro Zone,#e8e8e8,7.6542868161343875
207,5680.42,343.62,Queens,Saint Michaels Cemetery/Woodside,Boro Zone,#e8e8e8,7.713025060679031
208,7222.73,8764.15,Bronx,Schuylerville/Edgewater Park,Boro Zone,#90b2b3,8.980474274901146
209,355102.57,170.82,Manhattan,Seaport,Yellow Zone,#6c83b5,9.189246451319475
210,10246.29,38330.17,Brooklyn,Sheepshead Bay,Boro Zone,#5a9178,9.278177509192831
211,1051774.19,29.3,Manhattan,SoHo,Yellow Zone,#6c83b5,9.05849253856158
212,6086.95,16158.73,Bronx,Soundview/Bruckner,Boro Zone,#5a9178,9.026854938140033
213,11854.02,22735.5,Bronx,Soundview/Castle Hill,Boro Zone,#5a9178,10.103544650695042
214,212.46,179.82,Staten Island,South Beach/Dongan Hills,Boro Zone,#e8e8e8,6.5194864634522265
215,61889.95,13054.75,Queens,South Jamaica,Boro Zone,#567994,9.4042132875249
216,64150.2,16636.21,Queens,South Ozone Park,Boro Zone,#2a5a5b,9.367515900902593
217,8258.73,5696.63,Brooklyn,South Williamsburg,Boro Zone,#90b2b3,8.010147082942254
218,10918.48,10657.57,Queens,Springfield Gardens North,Boro Zone,#90b2b3,9.19637227068197
219,43306.64,3633.68,Queens,Springfield Gardens South,Boro Zone,#90b2b3,9.225211250322536
220,7123.63,12911.46,Bronx,Spuyten Duyvil/Kingsbridge,Boro Zone,#90b2b3,9.062477051880046
221,761.85,475.95,Staten Island,Stapleton,Boro Zone,#e8e8e8,7.2912814795715475
222,9655.72,12739.89,Brooklyn,Starrett City,Boro Zone,#90b2b3,8.643908658303527
223,117692.16,93538.52,Queens,Steinway,Boro Zone,#2a5a5b,8.961344254335309
224,258151.07,58.90000000000001,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone,#6c83b5,9.612374266865908
225,17545.05,33730.48,Brooklyn,Stuyvesant Heights,Boro Zone,#5a9178,9.763921990877014
226,233747.65,63526.48,Queens,Sunnyside,Boro Zone,#2a5a5b,10.193135067240258
227,5108.7,8708.88,Brooklyn,Sunset Park East,Boro Zone,#b8d6be,9.233407273570348
228,16957.4,17384.57,Brooklyn,Sunset Park West,Boro Zone,#5a9178,9.862012219636826
229,2273363.84,183.74,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,#6c83b5,11.536057641200609
230,4993307.11,575.69,Manhattan,Times Sq/Theatre District,Yellow Zone,#6c83b5,11.237796011049708
231,2524940.3,357.16,Manhattan,TriBeCa/Civic Center,Yellow Zone,#6c83b5,10.455450417127036
232,221857.53,302.03,Manhattan,Two Bridges/Seward Park,Yellow Zone,#6c83b5,9.631584336587371
233,1839204.74,149.53,Manhattan,UN/Turtle Bay South,Yellow Zone,#6c83b5,11.163379619938391
234,3778924.71,331.0,Manhattan,Union Sq,Yellow Zone,#6c83b5,11.3992808417601
235,8347.34,17063.38,Bronx,University Heights/Morris Heights,Boro Zone,#5a9178,9.720113842422945
236,4811978.98,21589.62,Manhattan,Upper East Side North,Yellow Zone,#2a5a5b,12.049404858778937
237,5236655.88,259.78,Manhattan,Upper East Side South,Yellow Zone,#6c83b5,11.872419720911351
238,2401735.58,244.16,Manhattan,Upper West Side North,Yellow Zone,#6c83b5,12.136319217035908
239,3235624.7800000007,293.39,Manhattan,Upper West Side South,Yellow Zone,#6c83b5,11.830961290596608
240,1451.28,1977.77,Bronx,Van Cortlandt Park,Boro Zone,#e8e8e8,7.99653606307029
241,7170.92,11821.94,Bronx,Van Cortlandt Village,Boro Zone,#90b2b3,9.370453810599239
242,7777.46,28768.62,Bronx,Van Nest/Morris Park,Boro Zone,#5a9178,9.49907014539758
243,28815.51,50847.45,Manhattan,Washington Heights North,Boro Zone,#5a9178,9.814474355058355
244,169182.17,271948.31,Manhattan,Washington Heights South,Boro Zone,#2a5a5b,11.065312640210431
245,512.12,14.4,Staten Island,West Brighton,Boro Zone,#e8e8e8,7.044800490906456
246,2265292.11,211.9,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,#6c83b5,10.201298776485377
247,22692.37,44138.11,Bronx,West Concourse,Boro Zone,#5a9178,9.78390189312937
248,5356.14,10015.19,Bronx,West Farms/Bronx River,Boro Zone,#b8d6be,9.198621979021985
249,2436551.0,262.82,Manhattan,West Village,Yellow Zone,#6c83b5,10.762332205669342
250,4703.37,11489.5,Bronx,Westchester Village/Unionport,Boro Zone,#b8d6be,8.860309024681877
251,1099.65,525.89,Staten Island,Westerleigh,Boro Zone,#e8e8e8,6.923185616637495
252,5385.9,3961.22,Queens,Whitestone,Boro Zone,#b8d6be,7.706923257165786
253,739.7,3264.11,Queens,Willets Point,Boro Zone,#b8d6be,5.601417467978173
254,9464.42,17732.4,Bronx,Williamsbridge/Olinville,Boro Zone,#5a9178,10.149103106368699
255,105374.39,113088.35,Brooklyn,Williamsburg (North Side),Boro Zone,#2a5a5b,7.9549549679004805
256,86899.48,43230.67,Brooklyn,Williamsburg (South Side),Boro Zone,#2a5a5b,8.565486089112044
257,6752.14,7482.75,Brooklyn,Windsor Terrace,Boro Zone,#90b2b3,7.515752984500387
258,7015.66,9839.91,Queens,Woodhaven,Boro Zone,#90b2b3,9.289630180907963
259,4063.04,7018.28,Bronx,Woodlawn/Wakefield,Boro Zone,#b8d6be,9.498175932648044
260,79605.42,142489.21,Queens,Woodside,Boro Zone,#2a5a5b,9.317956342183042
261,1031423.65,378.44,Manhattan,World Trade Center,Yellow Zone,#6c83b5,9.539272107484992
262,1524581.81,313.85,Manhattan,Yorkville East,Yellow Zone,#6c83b5,11.337450615888686
263,2156283.05,6012.64,Manhattan,Yorkville West,Yellow Zone,#567994,12.107819865521357
264,1327524.51,20963.61,Unknown,NV,,#2a5a5b,10.670702704449774
265,345612.69,14373.48,Unknown,,,#567994,10.772995643816284
