PULocationID,yellow_total_amount,green_total_amount,Borough,Zone,service_zone,biv_amount_color,log_total_amount
1,80640.03,1106.38,EWR,Newark Airport,EWR,#6c83b5,8.66427782256081
2,106.1,0.0,Queens,Jamaica Bay,Boro Zone,#e8e8e8,0.0
3,5364.49,15156.37,Bronx,Allerton/Pelham Gardens,Boro Zone,#b8d6be,9.377656576129187
4,208778.71,2596.29,Manhattan,Alphabet City,Yellow Zone,#6c83b5,10.310313733963623
5,1582.9199999999994,65.1,Staten Island,Arden Heights,Boro Zone,#e8e8e8,6.881359967622606
6,536.74,143.34,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,#e8e8e8,6.897805948128469
7,129637.42,232770.77,Queens,Astoria,Boro Zone,#2a5a5b,11.07054960968189
8,4245.81,118.27,Queens,Astoria Park,Boro Zone,#e8e8e8,6.670778995036786
9,3491.42,8901.81,Queens,Auburndale,Boro Zone,#b8d6be,8.838878060418265
10,156789.14,21953.7,Queens,Baisley Park,Boro Zone,#567994,10.485002647749083
11,4787.46,8812.18,Brooklyn,Bath Beach,Boro Zone,#b8d6be,8.763185705623162
12,59231.88,0.0,Manhattan,Battery Park,Yellow Zone,#6c83b5,8.562122579036501
13,1302790.47,1168.48,Manhattan,Battery Park City,Yellow Zone,#6c83b5,11.754388033771724
14,22778.0,43209.03,Brooklyn,Bay Ridge,Boro Zone,#5a9178,10.349524383849294
15,5053.39,5848.89,Queens,Bay Terrace/Fort Totten,Boro Zone,#b8d6be,8.377673619666945
16,7627.55,11268.05,Queens,Bayside,Boro Zone,#b8d6be,9.094091908261749
17,25152.84,52482.85,Brooklyn,Bedford,Boro Zone,#5a9178,10.537043951682437
18,7620.03,22212.53,Bronx,Bedford Park,Boro Zone,#b8d6be,10.021349696174504
19,6843.48,10397.88,Queens,Bellerose,Boro Zone,#b8d6be,8.73266418378412
20,5152.39,10245.65,Bronx,Belmont,Boro Zone,#b8d6be,9.247201572899312
21,8076.21,17853.82,Brooklyn,Bensonhurst East,Boro Zone,#90b2b3,9.366696902838482
22,9216.12,27097.89,Brooklyn,Bensonhurst West,Boro Zone,#5a9178,9.78812552138189
23,4039.64,1007.59,Staten Island,Bloomfield/Emerson Hill,Boro Zone,#e8e8e8,8.179219428067775
24,318949.6,24781.79,Manhattan,Bloomingdale,Yellow Zone,#2a5a5b,11.60013235617904
25,100586.53,138010.01,Brooklyn,Boerum Hill,Boro Zone,#2a5a5b,10.799137726147986
26,14579.71,27576.86,Brooklyn,Borough Park,Boro Zone,#5a9178,10.093242248309735
27,201.91,846.12,Queens,Breezy Point/Fort Tilden/Riis Beach,Boro Zone,#e8e8e8,7.417310095614682
28,68805.66,15018.15,Queens,Briarwood/Jamaica Hills,Boro Zone,#567994,9.592674680562087
29,6074.19,31522.11,Brooklyn,Brighton Beach,Boro Zone,#73ae80,9.623241100546968
30,63.39,193.35,Queens,Broad Channel,Boro Zone,#e8e8e8,5.865504419979778
31,1313.05,4417.45,Bronx,Bronx Park,Boro Zone,#e8e8e8,7.292289523574929
32,6297.440000000001,16889.34,Bronx,Bronxdale,Boro Zone,#b8d6be,9.887407458009486
33,131973.83,193542.24,Brooklyn,Brooklyn Heights,Boro Zone,#2a5a5b,10.766154909070272
34,3275.14,4824.89,Brooklyn,Brooklyn Navy Yard,Boro Zone,#e8e8e8,10.443464614028606
35,23902.91,50938.84,Brooklyn,Brownsville,Boro Zone,#5a9178,10.835129646961565
36,13676.84,23611.48,Brooklyn,Bushwick North,Boro Zone,#5a9178,9.626064674125459
37,26536.95,33063.58,Brooklyn,Bushwick South,Boro Zone,#5a9178,10.343614600929044
38,8635.35,11799.84,Queens,Cambria Heights,Boro Zone,#90b2b3,9.202695222150485
39,31705.06,57931.91,Brooklyn,Canarsie,Boro Zone,#5a9178,10.95344954225321
40,49681.95,30451.49,Brooklyn,Carroll Gardens,Boro Zone,#2a5a5b,9.144632100280448
41,356433.77,341455.94,Manhattan,Central Harlem,Boro Zone,#2a5a5b,12.811895154574339
42,154375.13,217314.02,Manhattan,Central Harlem North,Boro Zone,#2a5a5b,11.949214981868986
43,1829282.31,81807.51,Manhattan,Central Park,Yellow Zone,#2a5a5b,13.094938551215387
44,1622.6,182.6,Staten Island,Charleston/Tottenville,Boro Zone,#e8e8e8,9.344448098488419
45,248066.47,5024.25,Manhattan,Chinatown,Yellow Zone,#567994,10.42651611663927
46,816.83,2260.62,Bronx,City Island,Boro Zone,#e8e8e8,7.628775375456126
47,7437.3,16802.33,Bronx,Claremont/Bathgate,Boro Zone,#b8d6be,9.984279671638452
48,3747220.71,5645.54,Manhattan,Clinton East,Yellow Zone,#567994,13.358149473892498
49,31070.39,62477.67,Brooklyn,Clinton Hill,Boro Zone,#5a9178,10.352024602134492
50,1023565.79,1655.55,Manhattan,Clinton West,Yellow Zone,#6c83b5,12.10941982979348
51,22797.2,45191.75,Bronx,Co-Op City,Boro Zone,#5a9178,10.696226868592694
52,62521.2,55604.34,Brooklyn,Cobble Hill,Boro Zone,#2a5a5b,9.970942441934715
53,6183.9,5635.13,Queens,College Point,Boro Zone,#b8d6be,8.444985873412985
54,5285.87,4424.85,Brooklyn,Columbia Street,Boro Zone,#e8e8e8,7.577377914495125
55,10859.21,71819.0,Brooklyn,Coney Island,Boro Zone,#5a9178,10.549650038085868
56,45658.57,26872.47,Queens,Corona,Boro Zone,#5a9178,9.592804302876955
57,488.85,1370.28,Queens,Corona,Boro Zone,#e8e8e8,7.897697879010397
58,937.77,1426.74,Bronx,Country Club,Boro Zone,#e8e8e8,6.452222440964855
59,451.35,751.17,Bronx,Crotona Park,Boro Zone,#e8e8e8,5.173094221793959
60,4331.78,9796.08,Bronx,Crotona Park East,Boro Zone,#b8d6be,9.285243742002844
61,46539.89,90984.36,Brooklyn,Crown Heights North,Boro Zone,#5a9178,11.260704483036562
