PULocationID,yellow_total_amount,green_total_amount,Borough,Zone,service_zone,biv_amount_color,yellow_change_percent,green_change_percent,biv_ratio_color,total_change_percent,log_total_amount,log_total_change_percent,sigmoid_total_change_percent,newlog_total_change_percent
11,407.97,544.79,Brooklyn,Bath Beach,Boro Zone,#b8d6be,-89.17098885697754,-89.0193193384865,#90b2b3,-89.0847809475147,6.859363035631714,0.0,2.0463089933167974e-39,-89.0847809475147
12,435.39,0.0,Manhattan,Battery Park,Yellow Zone,#e8e8e8,-99.42393612291905,-100.0,#2a5a5b,-99.42448437691667,6.0762421811503815,0.0,6.614470273849262e-44,-99.42448437691667
13,11886.35,65.56,Manhattan,Battery Park City,Yellow Zone,#6c83b5,-99.22737435912748,-74.10128782491901,#6c83b5,-99.22324069891161,9.388646377223763,0.0,8.088986077149015e-44,-99.22324069891161
14,2255.51,2609.42,Brooklyn,Bay Ridge,Boro Zone,#5a9178,-89.35264058535435,-90.28143184465904,#90b2b3,-89.87181678487907,8.489807606027382,0.0,9.314636077783142e-40,-89.87181678487907
15,404.17,214.13,Queens,Bay Terrace/Fort Totten,Boro Zone,#e8e8e8,-90.12613202453748,-92.68424343262829,#5a9178,-91.19268407333021,6.426973776564523,0.0,2.4861110106894147e-40,-91.19268407333021
16,1840.21,603.54,Queens,Bayside,Boro Zone,#90b2b3,-63.45163853028798,-88.38173155589779,#b8d6be,-76.11134191940174,7.801289023733674,0.0,8.815850040985426e-34,-76.11134191940174
17,4961.01,5096.68,Brooklyn,Bedford,Boro Zone,#2a5a5b,-80.89895989829226,-90.24533834934714,#90b2b3,-87.14197648921417,9.2160927950201,0.0,1.4279745541837343e-38,-87.14197648921417
18,2359.36,3447.1,Bronx,Bedford Park,Boro Zone,#5a9178,-54.57125582935722,-78.99280522928075,#b8d6be,-73.12157565635373,8.666726369830602,0.0,1.7526822335989123e-32,-73.12157565635373
19,398.32,691.41,Queens,Bellerose,Boro Zone,#b8d6be,-89.73026210623475,-81.88138426947448,#90b2b3,-85.83773035635382,6.993685238116868,0.0,5.261957876815773e-38,-85.83773035635382
20,1653.83,971.11,Bronx,Belmont,Boro Zone,#90b2b3,-54.22595439285033,-90.51370619069296,#b8d6be,-81.04737830514202,7.872813317621637,0.0,6.3324362937869e-36,-81.04737830514202
21,1366.78,2184.05,Brooklyn,Bensonhurst East,Boro Zone,#5a9178,-78.89201535710205,-80.3875877105547,#90b2b3,-79.8377059196286,8.174936657958744,0.0,2.122877193186173e-35,-79.8377059196286
22,1810.1,3162.13,Brooklyn,Bensonhurst West,Boro Zone,#5a9178,-72.9191539274034,-78.75389529500771,#e8e8e8,-76.94562163264928,8.511623710611369,0.0,3.82772843430752e-34,-76.94562163264928
23,566.42,113.09,Staten Island,Bloomfield/Emerson Hill,Boro Zone,#e8e8e8,-86.69529207547524,-75.75257289879931,#b5c0da,-85.61484771439278,6.521371950186367,0.0,6.575731452343217e-38,-85.61484771439278
24,21617.42,1553.4,Manhattan,Bloomingdale,Yellow Zone,#567994,-93.53185739951073,-93.73204934629156,#5a9178,-93.54567757597042,10.050649007391472,0.0,2.363896310713221e-41,-93.54567757597042
25,4480.18,5735.71,Brooklyn,Boerum Hill,Boro Zone,#2a5a5b,-96.39078029645005,-96.61989040489469,#2a5a5b,-96.52309768921008,9.231699630230755,0.0,1.2037915691058464e-42,-96.52309768921008
26,1588.24,1405.99,Brooklyn,Borough Park,Boro Zone,#90b2b3,-83.84690645843038,-92.1667982423641,#5a9178,-89.22222786146048,8.004442382336325,0.0,1.7835232560829134e-39,-89.22222786146048
27,0.0,0.0,Queens,Breezy Point/Fort Tilden/Riis Beach,Boro Zone,#e8e8e8,-100.0,-100.0,#2a5a5b,-100.0,0.0,0.0,3.7200759760208356e-44,-100.0
28,1391.35,1043.86,Queens,Briarwood/Jamaica Hills,Boro Zone,#90b2b3,-96.9485034321249,-89.86928263154472,#567994,-95.64359797400947,7.797788274097831,0.0,2.9007691667542534e-42,-95.64359797400947
29,2676.29,9096.5,Brooklyn,Brighton Beach,Boro Zone,#5a9178,-58.082235121275815,-44.5732815980736,#e8e8e8,-48.356756642940674,9.373546215494493,0.0,9.975333571097534e-22,-48.356756642940674
30,0.0,53.56,Queens,Broad Channel,Boro Zone,#e8e8e8,-100.0,-59.60174988686077,#6c83b5,-87.25793405338534,3.9808025208229716,0.0,1.2716299215245979e-38,-87.25793405338534
31,372.17,417.5,Bronx,Bronx Park,Boro Zone,#b8d6be,-81.69526704341453,-94.51965246064323,#5a9178,-91.81801038614407,6.671615136672143,0.0,1.3302851711088723e-40,-91.81801038614407
32,1053.47,1580.4,Bronx,Bronxdale,Boro Zone,#b8d6be,-86.61179060167956,-86.60495203159077,#90b2b3,-86.60768809525385,7.8762095264914755,0.0,2.436458227097881e-38,-86.60768809525385
33,3665.7,2467.49,Brooklyn,Brooklyn Heights,Boro Zone,#5a9178,-97.5893602778894,-98.94481832926624,#2a5a5b,-98.41071356801993,8.721470285090675,0.0,1.8229306088758434e-43,-98.41071356801993
34,78.35,353.48,Brooklyn,Brooklyn Navy Yard,Boro Zone,#b8d6be,-97.4426013330461,-86.47551489690584,#567994,-92.39373010714618,6.068031992276863,0.0,7.480193836413804e-41,-92.39373010714618
35,6933.41,5166.66,Brooklyn,Brownsville,Boro Zone,#2a5a5b,-61.5316841334932,-83.54474645712627,#b8d6be,-75.51679993071902,9.400966516692066,0.0,1.5976090024454834e-33,-75.51679993071902
36,2124.13,1030.94,Brooklyn,Bushwick North,Boro Zone,#90b2b3,-83.68602590875331,-95.72731292851101,#5a9178,-91.50696709352522,8.056765961733939,0.0,1.815637464632444e-40,-91.50696709352522
37,9175.94,5040.81,Brooklyn,Bushwick South,Boro Zone,#2a5a5b,-63.28005384773609,-77.01762200701488,#e8e8e8,-69.70153881892102,9.562176125899251,0.0,5.3580444328564865e-31,-69.70153881892102
38,3038.5,3060.31,Queens,Cambria Heights,Boro Zone,#5a9178,-37.193693945087645,-50.28332385671352,#e8e8e8,-44.52293605521136,8.715848949163227,0.0,4.6124806058754346e-20,-44.52293605521136
39,8001.53,5611.42,Brooklyn,Canarsie,Boro Zone,#2a5a5b,-62.97564309421868,-81.97451500908434,#b8d6be,-74.18955022760794,9.518776824546057,0.0,6.0240382567260896e-33,-74.18955022760794
40,960.67,285.7,Brooklyn,Carroll Gardens,Boro Zone,#b8d6be,-98.56501876423151,-99.34165941001899,#2a5a5b,-98.8704637001306,7.127990605507172,0.0,1.1510738607432908e-43,-98.8704637001306
41,51371.24,30408.16,Manhattan,Central Harlem,Boro Zone,#2a5a5b,-86.4328980521207,-91.8791644834425,#90b2b3,-89.14084635414453,11.311780657134564,0.0,1.934738688429783e-39,-89.14084635414453
42,46133.2,35013.66,Manhattan,Central Harlem North,Boro Zone,#2a5a5b,-72.68593604452647,-84.54828515808968,#b8d6be,-79.48243936055046,11.304015878417154,0.0,3.0284135278752263e-35,-79.48243936055046
43,38160.02,3738.37,Manhattan,Central Park,Yellow Zone,#2a5a5b,-98.11914832281107,-96.01767135234613,#2a5a5b,-98.02621480606355,10.643002680350977,0.0,2.677662447087314e-43,-98.02621480606355
44,3965.72,0.0,Staten Island,Charleston/Tottenville,Boro Zone,#b5c0da,340.8804891606448,-100.0,#73ae80,298.3486349117062,8.285442706486581,5.698262718498285,1.0,5.701608897186272
45,3139.5,114.39,Manhattan,Chinatown,Yellow Zone,#b5c0da,-98.98725639838956,0.5184534270650294,#6c83b5,-98.95074151772083,8.087606482659348,0.0,1.0622799357000537e-43,-98.95074151772083
46,155.69,1101.83,Bronx,City Island,Boro Zone,#b8d6be,-89.63828158796711,-49.4656845658515,#b5c0da,-65.85526119291538,7.1368968064199825,0.0,2.508554031087568e-29,-65.85526119291538
47,3209.84,2585.17,Bronx,Claremont/Bathgate,Boro Zone,#5a9178,-50.632580429840935,-76.61696402324583,#e8e8e8,-66.99446225557007,8.664752481397901,0.0,8.029245266000497e-30,-66.99446225557007
48,117020.23,69.81,Manhattan,Clinton East,Yellow Zone,#6c83b5,-97.04346034762224,-92.74882107318695,#2a5a5b,-97.04241598133477,11.670698490460275,0.0,7.161668735316859e-43,-97.04241598133477
49,2676.75,3138.88,Brooklyn,Clinton Hill,Boro Zone,#5a9178,-91.18568687924416,-95.27106681670068,#5a9178,-93.98865814199473,8.668304399583066,0.0,1.5179043565469242e-41,-93.98865814199473
50,26708.51,193.85,Manhattan,Clinton West,Yellow Zone,#6c83b5,-97.63597587969616,34.71160528144544,#6c83b5,-97.6191210746667,10.19996929408368,0.0,4.023040355356403e-43,-97.6191210746667
51,4380.76,4278.34,Bronx,Co-Op City,Boro Zone,#5a9178,-73.05182502226837,-82.96767977960862,#b8d6be,-79.07175773694331,9.066366070058793,0.0,4.566378855552518e-35,-79.07175773694331
52,1325.94,2960.21,Brooklyn,Cobble Hill,Boro Zone,#73ae80,-98.1872127914741,-96.00102885147564,#2a5a5b,-97.08758037837161,8.36314417308794,0.0,6.845411818758349e-43,-97.08758037837161
53,362.86,365.92,Queens,College Point,Boro Zone,#b8d6be,-90.79294919451624,-87.03996883245674,#90b2b3,-89.22649810187211,6.591371903198179,0.0,1.7759234211094714e-39,-89.22649810187211
54,193.7,145.76,Brooklyn,Columbia Street,Boro Zone,#e8e8e8,-96.33765428363985,-96.05627705627704,#2a5a5b,-96.22190861172449,5.827356119733385,0.0,1.626881991117831e-42,-96.22190861172449
55,2806.37,8434.73,Brooklyn,Coney Island,Boro Zone,#5a9178,-70.15817484833822,-79.78586954698288,#b8d6be,-78.01511997113299,9.32733198342792,0.0,1.3136022737759662e-34,-78.01511997113299
56,1575.89,1441.67,Queens,Corona,Boro Zone,#90b2b3,-93.43074517474146,-91.48627452833084,#90b2b3,-92.62613217471628,8.012203836783945,0.0,5.929006363684297e-41,-92.62613217471628
57,0.0,54.72,Queens,Corona,Boro Zone,#e8e8e8,-100.0,-95.42367778409658,#2a5a5b,-97.66530988403349,4.002229273314295,0.0,3.841446985302994e-43,-97.66530988403349
58,0.0,46.31,Bronx,Country Club,Boro Zone,#e8e8e8,-100.0,-96.23498995943123,#2a5a5b,-97.14746807763618,3.835357920492661,0.0,6.4474900859088274e-43,-97.14746807763618
59,451.12,189.42,Bronx,Crotona Park,Boro Zone,#e8e8e8,22.643612538400888,-70.49578666998957,#e8e8e8,-36.57014972668939,6.4623115705967855,0.0,1.3115527769898494e-16,-36.57014972668939
60,1331.41,1904.58,Bronx,Crotona Park East,Boro Zone,#73ae80,-71.66477255798314,-72.79245277628179,#e8e8e8,-72.33953074501432,8.08209018793875,0.0,3.8312542530452566e-32,-72.33953074501432
61,9727.77,10091.67,Brooklyn,Crown Heights North,Boro Zone,#2a5a5b,-73.57868688292567,-87.00514235641867,#b8d6be,-82.6869434900544,9.894418553196221,0.0,1.2289004883930088e-36,-82.6869434900544
62,2906.29,1846.58,Brooklyn,Crown Heights South,Boro Zone,#90b2b3,-69.36177435184902,-91.40788690635445,#b8d6be,-84.65697573069399,8.466503925093315,0.0,1.7137307344586593e-37,-84.65697573069399
63,3207.31,1681.63,Brooklyn,Cypress Hills,Boro Zone,#90b2b3,-40.58897732892965,-72.85872456357814,#e8e8e8,-57.83342748838876,8.494730790054987,0.0,7.642959745920612e-26,-57.83342748838876
64,2203.71,239.25,Queens,Douglaston,Boro Zone,#b5c0da,-26.661075668174238,-87.28523067275343,#b8d6be,-50.00593471810089,7.8009656978121935,0.0,1.9173371603680007e-22,-50.00593471810089
65,8163.32,13317.24,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone,#2a5a5b,-95.60096407481657,-93.50158509766649,#2a5a5b,-94.49923399733035,9.974903619046463,0.0,9.109701170916812e-42,-94.49923399733035
66,2307.92,1288.6,Brooklyn,DUMBO/Vinegar Hill,Boro Zone,#90b2b3,-97.32272501750788,-99.35833748958281,#2a5a5b,-98.74697131254416,8.187721990253996,0.0,1.3023726107296043e-43,-98.74697131254416
67,63.69,407.83,Brooklyn,Dyker Heights,Boro Zone,#b8d6be,-98.09311377245508,-92.29819177564801,#2a5a5b,-94.53959063142354,6.155961518989384,0.0,8.749383793821256e-42,-94.53959063142354
68,64294.13000000001,613.87,Manhattan,East Chelsea,Yellow Zone,#567994,-97.97007033988515,9.517947620067083,#6c83b5,-97.95105150172586,11.080726161659427,0.0,2.886681282219941e-43,-97.95105150172586
69,4311.15,6801.76,Bronx,East Concourse/Concourse Village,Boro Zone,#5a9178,-69.61995612628807,-77.71980602903274,#e8e8e8,-75.14947222668839,9.315862774529617,0.0,2.3067413142689224e-33,-75.14947222668839
70,2146.04,795.31,Queens,East Elmhurst,Boro Zone,#90b2b3,-96.09139980100386,-89.40633320945574,#567994,-95.2872798936119,7.9866239386136355,0.0,4.142477389548746e-42,-95.2872798936119
71,3878.44,3157.21,Brooklyn,East Flatbush/Farragut,Boro Zone,#5a9178,-67.30307988929158,-85.19014180305184,#b8d6be,-78.7955668595233,8.85874536044734,0.0,6.018941391492657e-35,-78.7955668595233
72,3264.48,3704.37,Brooklyn,East Flatbush/Remsen Village,Boro Zone,#5a9178,-76.5212044059422,-83.9916595542399,#b8d6be,-81.18774329044764,8.849205497315355,0.0,5.503146707865427e-36,-81.18774329044764
73,704.68,194.94,Queens,East Flushing,Boro Zone,#e8e8e8,-25.294716309049267,-90.26132656578623,#b8d6be,-69.45252785238661,6.801972451941188,0.0,6.873064182362303e-31,-69.45252785238661
74,70384.61,43518.81,Manhattan,East Harlem North,Boro Zone,#2a5a5b,-81.79099993097694,-92.08759554871445,#5a9178,-87.83791119545708,11.643106175323384,0.0,7.119997905914434e-39,-87.83791119545708
75,139526.87,47880.71,Manhattan,East Harlem South,Boro Zone,#2a5a5b,-82.39257812031703,-89.7420124390609,#90b2b3,-85.1169008243093,12.141041096207507,0.0,1.0819312259876806e-37,-85.1169008243093
76,10944.46,7611.37,Brooklyn,East New York,Boro Zone,#2a5a5b,-64.07634899226643,-83.43333935517009,#b8d6be,-75.71537626264906,9.828539304372457,0.0,1.3098751222656768e-33,-75.71537626264906
77,4322.51,3471.46,Brooklyn,East New York/Pennsylvania Avenue,Boro Zone,#5a9178,-37.94302975138506,-74.56694067138481,#e8e8e8,-62.192338607378474,8.961105636776542,0.0,9.777110558269126e-28,-62.192338607378474
78,2477.15,2255.51,Bronx,East Tremont,Boro Zone,#5a9178,-68.02460291336702,-85.45682330199251,#b8d6be,-79.64982105777793,8.462242691281126,0.0,2.561664383431698e-35,-79.64982105777793
79,55724.24,53.56,Manhattan,East Village,Yellow Zone,#6c83b5,-98.20005496068646,-50.53564831917251,#6c83b5,-98.19838793481868,10.929131219743944,0.0,2.2541457219958373e-43,-98.19838793481868
80,1925.48,615.46,Brooklyn,East Williamsburg,Boro Zone,#90b2b3,-96.21501828722441,-98.78680765186785,#2a5a5b,-97.49912895586907,7.840289370290494,0.0,4.535929585721225e-43,-97.49912895586907
81,2680.65,5618.9,Bronx,Eastchester,Boro Zone,#5a9178,-60.15568216105984,-57.72949403884232,#e8e8e8,-58.544803758941455,9.023956575447432,0.0,3.752448870202731e-26,-58.544803758941455
82,12963.21,13450.5,Queens,Elmhurst,Boro Zone,#2a5a5b,-76.98788079975715,-95.21043276386608,#5a9178,-92.16585192787437,10.181638472517204,0.0,9.394617180490624e-41,-92.16585192787437
83,1355.89,1409.53,Queens,Elmhurst/Maspeth,Boro Zone,#90b2b3,-88.72312271751544,-96.09623307665123,#5a9178,-94.25433534418369,7.9249478011551675,0.0,1.1637568882136306e-41,-94.25433534418369
84,399.5,0.0,Staten Island,Eltingville/Annadale/Prince's Bay,Boro Zone,#e8e8e8,109.26090828138916,-100.0,#73ae80,41.94350683958075,5.990213765206327,3.7363236376095776,1.0,3.759885457480668
85,2833.51,1897.53,Brooklyn,Erasmus,Boro Zone,#5a9178,-71.2304802518022,-87.7093665776487,#b8d6be,-81.29123772186068,8.461900330467525,0.0,4.962083067827166e-36,-81.29123772186068
86,2085.25,3068.44,Queens,Far Rockaway,Boro Zone,#5a9178,-71.525503808434,-61.496888697042294,#e8e8e8,-66.2993418363844,8.547468241945095,0.0,1.609020904959983e-29,-66.2993418363844
87,18062.12,55.3,Manhattan,Financial District North,Yellow Zone,#6c83b5,-98.552044240294,-79.49573600296625,#567994,-98.54792504485421,9.804629185353429,0.0,1.5892050996420379e-43,-98.54792504485421
88,9530.89,160.07,Manhattan,Financial District South,Yellow Zone,#6c83b5,-98.67721426630956,117.13239283776451,#6c83b5,-98.65513586042643,9.178948771185015,0.0,1.4276405810827764e-43,-98.65513586042643
89,5471.6,5664.79,Brooklyn,Flatbush/Ditmas Park,Boro Zone,#2a5a5b,-79.15141742241319,-86.66425759064931,#90b2b3,-83.79518447465409,9.317973403512685,0.0,4.057081878799755e-37,-83.79518447465409
90,58417.87,192.85,Manhattan,Flatiron,Yellow Zone,#6c83b5,-97.20934949394493,-26.1507237497128,#6c83b5,-97.2004861875639,10.978672893988092,0.0,6.114559992911496e-43,-97.2004861875639
91,4149.61,3325.25,Brooklyn,Flatlands,Boro Zone,#5a9178,-70.50537918720822,-87.45170211938968,#b8d6be,-81.57478742822352,8.919300668986505,0.0,3.736972978070365e-36,-81.57478742822352
92,2458.09,4874.89,Queens,Flushing,Boro Zone,#5a9178,-81.64067226438854,-93.38818124631595,#5a9178,-91.58277348427526,8.90013726069338,0.0,1.6830880573312666e-40,-91.58277348427526
93,1105.05,193.44,Queens,Flushing Meadows-Corona Park,Boro Zone,#e8e8e8,-98.77011672455387,-99.53313838932743,#2a5a5b,-99.01093133053193,7.168957329879464,0.0,1.0002276941304069e-43,-99.01093133053193
94,1295.5,2058.71,Bronx,Fordham South,Boro Zone,#73ae80,-58.81601200391653,-70.45725241010365,#e8e8e8,-66.83669131183622,8.117971552229914,0.0,9.401426922159012e-30,-66.83669131183622
95,5727.01,7558.610000000002,Queens,Forest Hills,Boro Zone,#2a5a5b,-80.05706726227227,-96.26987244220287,#5a9178,-94.25744366549304,9.494437526280704,0.0,1.1601451739711883e-41,-94.25744366549304
96,150.25,135.47,Queens,Forest Park/Highland Park,Boro Zone,#e8e8e8,-82.90262747641644,-78.39979590860531,#b5c0da,-81.02738452548542,5.655012310286772,0.0,6.460319807022815e-36,-81.02738452548542
97,7000.42,17718.75,Brooklyn,Fort Greene,Boro Zone,#2a5a5b,-93.33963809764838,-92.02233633267224,#90b2b3,-92.4454769441784,10.11533433495616,0.0,7.102961917806588e-41,-92.4454769441784
98,416.93,840.58,Queens,Fresh Meadows,Boro Zone,#b8d6be,-86.482622227986,-71.08825754970077,#b5c0da,-79.0128175172736,7.136888854228557,0.0,4.843612068425285e-35,-79.0128175172736
99,0.0,0.0,Staten Island,Freshkills Park,Boro Zone,#e8e8e8,-100.0,-0.0,#6c83b5,-100.0,0.0,0.0,3.7200759760208356e-44,-100.0
100,66244.39,63.4,Manhattan,Garment District,Yellow Zone,#6c83b5,-97.42307557892308,-93.017544246082,#2a5a5b,-97.42152004829923,11.102062665501073,0.0,4.9019787515369215e-43,-97.42152004829923
101,749.64,827.13,Queens,Glen Oaks,Boro Zone,#b8d6be,-85.92851632231287,-73.56111313553633,#b5c0da,-81.35286541947981,7.3631337297823265,0.0,4.665513616812988e-36,-81.35286541947981
102,1050.0,598.97,Queens,Glendale,Boro Zone,#b8d6be,-75.24664945719438,-88.26227966176425,#b8d6be,-82.35414348086637,7.407906129549959,0.0,1.7141543470678007e-36,-82.35414348086637
103,0.0,0.0,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,#e8e8e8,-0.0,-0.0,#e8e8e8,-0.0,0.0,0.0,0.5,-0.0
104,0.0,0.0,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,#e8e8e8,-0.0,-0.0,#e8e8e8,-0.0,0.0,0.0,0.5,-0.0
105,0.0,0.0,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,#e8e8e8,-100.0,-0.0,#6c83b5,-100.0,0.0,0.0,3.7200759760208356e-44,-100.0
106,1816.89,2334.01,Brooklyn,Gowanus,Boro Zone,#5a9178,-88.09221392056627,-87.03115232774259,#90b2b3,-87.51798599009774,8.331080457182273,0.0,9.804413453242727e-39,-87.51798599009774
107,90031.45,442.51,Manhattan,Gramercy,Yellow Zone,#567994,-96.69302380603241,70.68194090874026,#6c83b5,-96.67708625885936,11.412817353477786,0.0,1.0319886272484487e-42,-96.67708625885936
108,839.65,920.51,Brooklyn,Gravesend,Boro Zone,#b8d6be,-75.56301259029446,-91.4008398219465,#b8d6be,-87.55246406984696,7.473159992991126,0.0,9.472137143989128e-39,-87.55246406984696
109,475.62,0.0,Staten Island,Great Kills,Boro Zone,#e8e8e8,72.60124836696183,-100.0,#73ae80,59.14475005019072,6.164619216077122,4.079987829937384,1.0,4.096754157650398
110,0.0,0.0,Staten Island,Great Kills Park,Boro Zone,#e8e8e8,-0.0,-0.0,#e8e8e8,-0.0,0.0,0.0,0.5,-0.0
111,0.0,0.0,Brooklyn,Green-Wood Cemetery,Boro Zone,#e8e8e8,-100.0,-100.0,#2a5a5b,-100.0,0.0,0.0,3.7200759760208356e-44,-100.0
112,1073.52,305.57,Brooklyn,Greenpoint,Boro Zone,#b8d6be,-97.46246899648723,-99.48788475471277,#2a5a5b,-98.64760492635861,7.229179140348209,0.0,1.4384326342861505e-43,-98.64760492635861
113,24361.67,23.8,Manhattan,Greenwich Village North,Yellow Zone,#6c83b5,-98.72079033607176,-93.39805825242719,#2a5a5b,-98.7197829583333,10.10174274210235,0.0,1.3382677320896467e-43,-98.7197829583333
114,10845.17,0.0,Manhattan,Greenwich Village South,Yellow Zone,#6c83b5,-99.33048739685584,-100.0,#2a5a5b,-99.3305602852834,9.291475098564579,0.0,7.265839224494385e-44,-99.3305602852834
115,1506.29,595.54,Staten Island,Grymes Hill/Clifton,Boro Zone,#90b2b3,300.0770252324037,-73.43604337373044,#e8e8e8,-19.7287666942916,7.650563672809506,0.0,2.7033699921125466e-09,-19.7287666942916
116,19587.38,11088.14,Manhattan,Hamilton Heights,Boro Zone,#2a5a5b,-85.7544224107454,-90.39480841098543,#90b2b3,-87.87226858862087,10.331220221350673,0.0,6.879527953262063e-39,-87.87226858862087
117,3676.7,2886.41,Queens,Hammels/Arverne,Boro Zone,#5a9178,-58.0418542973805,-65.07848361002829,#e8e8e8,-61.45740595012978,8.789219854961027,0.0,2.038861493634317e-27,-61.45740595012978
118,254.68,0.0,Staten Island,Heartland Village/Todt Hill,Boro Zone,#e8e8e8,-61.380523458587334,-100.0,#73ae80,-74.87446109527144,5.540007855148826,0.0,3.0369295043598868e-33,-74.87446109527144
119,3666.17,3437.09,Bronx,Highbridge,Boro Zone,#5a9178,-58.984229910364675,-80.16504649867703,#b8d6be,-72.95736191075535,8.868309112579615,0.0,2.0654767368164206e-32,-72.95736191075535
120,70.7,131.72,Manhattan,Highbridge Park,Boro Zone,#e8e8e8,-95.50797382298748,-89.2084091169772,#567994,-92.75643411296556,5.310344746760754,0.0,5.204661674146271e-41,-92.75643411296556
121,2694.14,2356.1,Queens,Hillcrest/Pomonok,Boro Zone,#5a9178,-48.442347033483934,-79.49102291580708,#b8d6be,-69.78370348033313,8.527191045892616,0.0,4.9354033520430836e-31,-69.78370348033313
122,904.99,1031.79,Queens,Hollis,Boro Zone,#b8d6be,-75.74780655915191,-82.77559646627537,#b8d6be,-80.07809205234389,7.5687820792590905,0.0,1.6692696616971933e-35,-80.07809205234389
123,894.64,1000.83,Brooklyn,Homecrest,Boro Zone,#b8d6be,-84.69965915251598,-92.06088692021143,#5a9178,-89.7284039730111,7.547222107872558,0.0,1.0751010463390458e-39,-89.7284039730111
124,1044.57,500.12,Queens,Howard Beach,Boro Zone,#b8d6be,-88.54303996560402,-89.40432708197389,#90b2b3,-88.83683182799057,7.342578521950303,0.0,2.6221295652295326e-39,-88.83683182799057
125,9745.81,15.43,Manhattan,Hudson Sq,Yellow Zone,#6c83b5,-98.75907616729141,-74.83281683249062,#6c83b5,-98.75720850046447,9.186174720517403,0.0,1.2891079896249434e-43,-98.75720850046447
126,3597.49,1261.83,Bronx,Hunts Point,Boro Zone,#90b2b3,-25.82586607175994,-86.2544254294709,#b8d6be,-65.36469098985316,8.488653789409673,0.0,4.0970889403188147e-29,-65.36469098985316
127,2184.49,2961.79,Manhattan,Inwood,Boro Zone,#5a9178,-85.71740536144054,-88.69136618898744,#90b2b3,-87.5949282263665,8.546029402554613,0.0,9.0783313200656e-39,-87.5949282263665
128,333.14,94.53,Manhattan,Inwood Hill Park,Boro Zone,#e8e8e8,-85.17117205339694,-94.25632363395529,#5a9178,-89.01263494314533,6.05835187014942,0.0,2.1993979935493406e-39,-89.01263494314533
129,4300.69,3001.930000000001,Queens,Jackson Heights,Boro Zone,#5a9178,-93.63334891185482,-98.27004989483768,#5a9178,-96.9708380600342,8.895988466855398,0.0,7.693077809187726e-43,-96.9708380600342
130,3694.91,8698.77,Queens,Jamaica,Boro Zone,#5a9178,-93.50101418308485,-94.31420610191564,#5a9178,-94.09388665745287,9.424941944244088,0.0,1.3662942601047322e-41,-94.09388665745287
131,1104.49,1201.71,Queens,Jamaica Estates,Boro Zone,#b8d6be,-85.94830404862988,-87.827666227398,#90b2b3,-86.99461896861496,7.743356427337017,0.0,1.6546914644888798e-38,-86.99461896861496
132,88723.33,0.0,Queens,JFK Airport,Airports,#6c83b5,-99.32737446523417,-100.0,#2a5a5b,-99.32755175156811,11.39327815513412,0.0,7.287731662326933e-44,-99.32755175156811
