PULocationID,yellow_total_amount,green_total_amount,Borough,Zone,service_zone,biv_amount_color,log_total_amount
1,86351.13,1506.94,EWR,Newark Airport,EWR,#6c83b5,8.437922685518151
2,177.14,62.46,Queens,Jamaica Bay,Boro Zone,#e8e8e8,0.0
3,6741.22,16433.93,Bronx,Allerton/Pelham Gardens,Boro Zone,#b8d6be,9.639086364948573
4,199603.24,3055.21,Manhattan,Alphabet City,Yellow Zone,#6c83b5,10.485266484875906
5,3415.74,0.0,Staten Island,Arden Heights,Boro Zone,#e8e8e8,7.33814711861416
6,251.39,72.0,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,#e8e8e8,6.757780866398291
7,135624.87,250525.52,Queens,Astoria,Boro Zone,#2a5a5b,11.127291807272266
8,5261.86,140.48000000000002,Queens,Astoria Park,Boro Zone,#e8e8e8,6.362734957128978
9,4516.86,8339.13,Queens,Auburndale,Boro Zone,#b8d6be,9.012905989554591
10,169103.04,23344.41,Queens,Baisley Park,Boro Zone,#567994,10.435059182006338
11,6235.23,9846.4,Brooklyn,Bath Beach,Boro Zone,#b8d6be,8.816871026151787
12,72546.03,163.09,Manhattan,Battery Park,Yellow Zone,#6c83b5,8.915805539574475
13,1455816.6,1155.36,Manhattan,Battery Park City,Yellow Zone,#6c83b5,11.883485069335581
14,22641.31,48437.67,Brooklyn,Bay Ridge,Boro Zone,#5a9178,10.556288666970598
15,5332.03,7045.66,Queens,Bay Terrace/Fort Totten,Boro Zone,#b8d6be,8.491729731799623
16,6896.53,12664.14,Queens,Bayside,Boro Zone,#b8d6be,9.270859576471702
17,22834.48,58560.61,Brooklyn,Bedford,Boro Zone,#5a9178,10.618812967773797
18,7104.46,24246.18,Bronx,Bedford Park,Boro Zone,#73ae80,10.042847675062069
19,6460.57,10106.97,Queens,Bellerose,Boro Zone,#b8d6be,9.253458288848488
20,4850.44,12784.04,Bronx,Belmont,Boro Zone,#b8d6be,9.305822355203272
21,8768.25,20211.67,Brooklyn,Bensonhurst East,Boro Zone,#90b2b3,9.364490480374707
22,8349.26,24729.54,Brooklyn,Bensonhurst West,Boro Zone,#5a9178,9.815520446255448
23,4297.61,1671.35,Staten Island,Bloomfield/Emerson Hill,Boro Zone,#e8e8e8,8.301687894223951
24,332863.54,28617.5,Manhattan,Bloomingdale,Yellow Zone,#2a5a5b,11.695111512583228
25,108589.96,143588.37,Brooklyn,Boerum Hill,Boro Zone,#2a5a5b,10.866551368020774
26,13371.74,23859.35,Brooklyn,Borough Park,Boro Zone,#90b2b3,10.06614962178892
27,38.15000000000001,294.41,Queens,Breezy Point/Fort Tilden/Riis Beach,Boro Zone,#e8e8e8,7.859486511076297
28,70800.46,18153.66,Queens,Briarwood/Jamaica Hills,Boro Zone,#567994,9.516220844462936
29,5969.8,32821.14,Brooklyn,Brighton Beach,Boro Zone,#73ae80,9.656368881172202
30,378.53,315.4,Queens,Broad Channel,Boro Zone,#e8e8e8,5.009901691742504
31,646.76,4425.16,Bronx,Bronx Park,Boro Zone,#e8e8e8,7.630145678011724
32,6874.0,18855.29,Bronx,Bronxdale,Boro Zone,#b8d6be,10.001317736279846
33,158639.89,213881.39,Brooklyn,Brooklyn Heights,Boro Zone,#2a5a5b,10.882636457052755
34,3529.49,3755.75,Brooklyn,Brooklyn Navy Yard,Boro Zone,#e8e8e8,10.185803377401776
35,23008.14,54010.44,Brooklyn,Brownsville,Boro Zone,#5a9178,10.932535199144786
