PULocationID,yellow_total_amount,green_total_amount,Borough,Zone,service_zone,biv_amount_color,yellow_change_percent,green_change_percent,biv_ratio_color,total_change_percent
143,348522.12,671.92,Manhattan,Lincoln Square West,Yellow Zone,#6c83b5,-73.62870417429754,-75.8823550525662,#567994,-73.63344502060394
144,158300.7,525.84,Manhattan,Little Italy/NoLiTa,Yellow Zone,#6c83b5,-86.95084979762531,-55.55367723503706,#6c83b5,-86.92025945243074
145,20829.2,3320.25,Queens,Long Island City/Hunters Point,Boro Zone,#567994,-89.91850323856926,-93.5356131690672,#2a5a5b,-90.63867368654208
146,28911.32,3581.3,Queens,Long Island City/Queens Plaza,Boro Zone,#567994,-68.06683501778336,-87.37365457480703,#5a9178,-72.67246915661038
147,6530.99,5527.12,Bronx,Longwood,Boro Zone,#b8d6be,-7.3818127155563715,-53.37561801060689,#b5c0da,-36.221027192825176
148,142975.9,269.33,Manhattan,Lower East Side,Yellow Zone,#6c83b5,-91.31804007192207,-85.18650928971367,#2a5a5b,-91.31127812182557
149,7755.2,4449.79,Brooklyn,Madison,Boro Zone,#90b2b3,-6.60087748350354,-67.38417537440336,#90b2b3,-44.38710253605044
150,2833.4,2065.05,Brooklyn,Manhattan Beach,Boro Zone,#b8d6be,-52.6430411143443,-81.54138651668923,#5a9178,-71.4717600446812
151,332912.11,2052.03,Manhattan,Manhattan Valley,Yellow Zone,#567994,-63.808148549524354,-65.33897045410015,#90b2b3,-63.81793808111169
152,30564.01,11198.52,Manhattan,Manhattanville,Boro Zone,#2a5a5b,-67.58651890632005,-77.16541277339873,#5a9178,-70.86390339345895
153,2859.42,2981.68,Manhattan,Marble Hill,Boro Zone,#b8d6be,31.57829346070487,-42.79267698376458,#e8e8e8,-20.90835356515641
154,990.57,123.93,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,#e8e8e8,-59.14855184529922,-78.61284644324026,#5a9178,-62.90280167894363
155,14368.62,6228.7,Brooklyn,Marine Park/Mill Basin,Boro Zone,#90b2b3,9.731868064730467,-74.761194308049,#b8d6be,-45.471305703278716
156,1295.9,1044.62,Staten Island,Mariners Harbor,Boro Zone,#e8e8e8,59.91263357930848,-74.847707058206,#b8d6be,-52.845941219608505
157,5232.57,2374.16,Queens,Maspeth,Boro Zone,#b8d6be,-84.63696451032133,-78.47142941344492,#2a5a5b,-83.12893416191608
158,118390.96,51.69,Manhattan,Meatpacking/West Village West,Yellow Zone,#6c83b5,-90.41003091454037,-28.74276261373035,#6c83b5,-90.4064076052385
159,14531.13,14119.69,Bronx,Melrose South,Boro Zone,#5a9178,14.621867962405693,-58.02432323883347,#e8e8e8,-38.139541110010434
160,3395.9,2527.78,Queens,Middle Village,Boro Zone,#b8d6be,-49.13880901030435,-66.02213323762783,#90b2b3,-58.0365662649322
161,782836.17,639.6,Manhattan,Midtown Center,Yellow Zone,#6c83b5,-85.40880631084778,-83.40343711807277,#2a5a5b,-85.40736687361418
162,702296.67,747.88,Manhattan,Midtown East,Yellow Zone,#6c83b5,-83.61824928218701,-75.35043918195151,#567994,-83.61240211274266
163,499900.72,351.78,Manhattan,Midtown North,Yellow Zone,#6c83b5,-86.10744064731462,-88.85166933400942,#2a5a5b,-86.10984500694211
164,415332.2,661.68,Manhattan,Midtown South,Yellow Zone,#6c83b5,-85.72463058978131,-76.06459174371662,#567994,-85.71546067417395
165,12933.01,7540.36,Brooklyn,Midwood,Boro Zone,#5a9178,-21.76132170209677,-72.23636111921151,#90b2b3,-53.138730472344264
166,165376.15,32360.24,Manhattan,Morningside Heights,Boro Zone,#2a5a5b,-73.94460675307613,-88.87910949682984,#2a5a5b,-78.63916348080224
167,13250.44,11129.44,Bronx,Morrisania/Melrose,Boro Zone,#5a9178,69.15786436670676,-43.684475513152336,#e8e8e8,-11.653753483769101
168,21968.03,12369.97,Bronx,Mott Haven/Port Morris,Boro Zone,#2a5a5b,-15.674379487037767,-63.66854590124693,#b5c0da,-42.86425493411036
169,13042.21,13969.02,Bronx,Mount Hope,Boro Zone,#5a9178,19.129569817828422,-29.294198275608988,#e8e8e8,-12.028317710195859
170,741682.42,2774.31,Manhattan,Murray Hill,Yellow Zone,#567994,-79.2806779252457,-67.92475298807545,#567994,-79.25330526875783
171,7001.97,2545.43,Queens,Murray Hill-Queens,Boro Zone,#90b2b3,-12.376031325515303,-81.11391984306056,#5a9178,-55.528829358406675
172,31.85,0.0,Staten Island,New Dorp/Midland Beach,Boro Zone,#e8e8e8,-87.00742432895487,-100.0,#2a5a5b,-91.82746587293441
173,4304.49,4888.09,Queens,North Corona,Boro Zone,#b8d6be,-36.43290994555177,-77.4498605404737,#5a9178,-67.68650008735202
174,18115.67,13020.14,Bronx,Norwood,Boro Zone,#5a9178,108.54082080196892,-56.46618927107061,#e8e8e8,-19.32678809523934
175,2140.91,1008.66,Queens,Oakland Gardens,Boro Zone,#e8e8e8,-47.906310146895294,-75.41826193127955,#90b2b3,-61.65149969195253
176,91.0,68.1,Staten Island,Oakwood,Boro Zone,#e8e8e8,-0.0,247.62633996937203,#e8e8e8,712.1490556406329
177,16204.88,10311.31,Brooklyn,Ocean Hill,Boro Zone,#5a9178,7.444097824249193,-63.079111662367524,#e8e8e8,-38.34916637351963
178,1480.47,1202.34,Brooklyn,Ocean Parkway South,Boro Zone,#b8d6be,-56.92702029606181,-80.63109939783297,#5a9178,-72.18358269308533
179,15458.07,7748.37,Queens,Old Astoria,Boro Zone,#5a9178,-69.47568235106874,-82.3253589106116,#2a5a5b,-75.43791204830869
180,2077.95,1002.19,Queens,Ozone Park,Boro Zone,#e8e8e8,-71.27276598215497,-74.8862326467198,#567994,-72.5575063391061
181,25811.22,20087.03,Brooklyn,Park Slope,Boro Zone,#2a5a5b,-74.02393589720366,-84.90035996429673,#2a5a5b,-80.24991989939898
182,13141.57,9069.23,Bronx,Parkchester,Boro Zone,#5a9178,19.874320314445512,-63.68076082251039,#e8e8e8,-38.18943018885357
183,7165.63,2681.04,Bronx,Pelham Bay,Boro Zone,#90b2b3,118.79251804536072,-71.04208070508943,#b8d6be,-21.437062970539696
184,346.13,479.29,Bronx,Pelham Bay Park,Boro Zone,#e8e8e8,-3.649370894109791,15.938558297048873,#e8e8e8,6.831124456409199
185,9316.33,9952.91,Bronx,Pelham Parkway,Boro Zone,#5a9178,47.770592536548754,-41.06139015367524,#e8e8e8,-16.912489489683722
186,808597.47,675.36,Manhattan,Penn Station/Madison Sq West,Yellow Zone,#6c83b5,-82.40547325618238,-78.79959819186338,#2a5a5b,-82.40297552212162
187,311.66,279.0,Staten Island,Port Richmond,Boro Zone,#e8e8e8,-5.1955953032792,-40.35785288270378,#b5c0da,-25.845856402144296
188,28190.09,22749.83,Brooklyn,Prospect-Lefferts Gardens,Boro Zone,#2a5a5b,-14.872939434962252,-60.11094325436819,#b5c0da,-43.49305536990419
189,7967.79,4826.43,Brooklyn,Prospect Heights,Boro Zone,#90b2b3,-64.38712324579164,-75.71377820895762,#90b2b3,-69.7152850203307
190,1254.58,1129.03,Brooklyn,Prospect Park,Boro Zone,#e8e8e8,-73.683470833412,-81.58928064757049,#2a5a5b,-78.1314766512565
191,10671.61,6257.26,Queens,Queens Village,Boro Zone,#90b2b3,-36.675007847672674,-70.74506059967095,#90b2b3,-55.730938059447396
192,3582.21,2126.27,Queens,Queensboro Hill,Boro Zone,#b8d6be,7.76707791445925,-83.28252947396973,#73ae80,-64.41736147125704
193,19619.84,5384.1,Queens,Queensbridge/Ravenswood,Boro Zone,#90b2b3,-62.843900308727655,-72.55159862046816,#90b2b3,-65.4733132125099
194,2774.38,240.93,Manhattan,Randalls Island,Yellow Zone,#e8e8e8,-89.18514146852209,-79.24663198153189,#2a5a5b,-88.75485607882054
195,5919.5,4205.69,Brooklyn,Red Hook,Boro Zone,#b8d6be,-64.9546681128034,-78.05753669085769,#5a9178,-71.91961923440867
196,9393.51,15304.06,Queens,Rego Park,Boro Zone,#5a9178,-69.36776384098843,-76.04410597154356,#567994,-73.87875971340382
197,23252.23,27644.06,Queens,Richmond Hill,Boro Zone,#2a5a5b,-13.325043156261268,-39.080305003297866,#b5c0da,-29.511209781067194
198,9154.11,2706.92,Queens,Ridgewood,Boro Zone,#90b2b3,2.065821294416336,-77.5706107486931,#73ae80,-43.6194768760107
199,40.52,0.0,Bronx,Rikers Island,Boro Zone,#e8e8e8,-0.0,-0.0,#e8e8e8,-0.0
200,7238.73,3485.59,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,#90b2b3,-2.4749307167598724,-76.09264196406343,#b8d6be,-51.2575220434506
201,3680.67,2433.55,Queens,Rockaway Park,Boro Zone,#b8d6be,78.99479647911295,-50.931842331833856,#e8e8e8,-12.851081055270718
202,3140.09,604.2,Manhattan,Roosevelt Island,Boro Zone,#e8e8e8,-59.45817533449274,-76.32389476241605,#5a9178,-63.63796159168711
203,8201.1,2141.53,Queens,Rosedale,Boro Zone,#90b2b3,-41.67845386139965,-85.51837277884435,#5a9178,-64.15005591030504
204,818.78,22.55,Staten Island,Rossville/Woodrow,Boro Zone,#e8e8e8,64.1137680142711,-90.64315352697096,#73ae80,13.707072481788318
205,20217.97,10863.89,Queens,Saint Albans,Boro Zone,#5a9178,-24.888314947945933,-73.0074935772887,#90b2b3,-53.72313649622027
206,1478.97,542.41,Staten Island,Saint George/New Brighton,Boro Zone,#e8e8e8,11.932944827064262,-31.58644871600828,#e8e8e8,-4.3875996859243
207,1766.42,962.68,Queens,Saint Michaels Cemetery/Woodside,Boro Zone,#e8e8e8,-59.471185725134966,35.51238738738738,#b5c0da,-46.15917282686538
208,8906.34,6388.83,Bronx,Schuylerville/Edgewater Park,Boro Zone,#90b2b3,-4.24865586629297,-59.91264501385746,#e8e8e8,-39.398188503415376
209,50190.72,385.42,Manhattan,Seaport,Yellow Zone,#6c83b5,-83.95703577452987,-92.7789352198807,#2a5a5b,-84.10501797121745
210,12921.77,9321.57,Brooklyn,Sheepshead Bay,Boro Zone,#5a9178,-4.953229713199613,-80.22250181404644,#73ae80,-63.37180417989451
211,142645.3,218.43,Manhattan,SoHo,Yellow Zone,#6c83b5,-85.43751411186086,-56.58577306064039,#6c83b5,-85.42270233104759
212,8137.83,7644.93,Bronx,Soundview/Bruckner,Boro Zone,#5a9178,24.215508793567157,-66.78989343563327,#b8d6be,-46.628061628736276
213,21525.49,20758.18,Bronx,Soundview/Castle Hill,Boro Zone,#2a5a5b,14.61061762668512,-55.97393411417876,#e8e8e8,-35.86694060896243
214,577.6,43.0,Staten Island,South Beach/Dongan Hills,Boro Zone,#e8e8e8,-61.97648545811225,-89.16494481681198,#5a9178,-67.60825086642448
215,16503.91,9168.84,Queens,South Jamaica,Boro Zone,#5a9178,-76.79361489086371,-66.8327289880279,#567994,-74.00549258668876
216,22505.96,7772.01,Queens,South Ozone Park,Boro Zone,#2a5a5b,-65.25168870670157,-70.18233562707557,#90b2b3,-66.66656024498418
217,4869.61,1840.7,Brooklyn,South Williamsburg,Boro Zone,#b8d6be,-38.381284631669004,-73.48871106194946,#90b2b3,-54.80021743391607
218,18495.48,9000.71,Queens,Springfield Gardens North,Boro Zone,#5a9178,-16.34600511092517,-60.15422639556561,#b5c0da,-38.48502753008668
219,16211.29,4372.74,Queens,Springfield Gardens South,Boro Zone,#90b2b3,-56.71596719966849,-59.268180903623886,#b5c0da,-57.284547089028294
220,8787.74,7578.16,Bronx,Spuyten Duyvil/Kingsbridge,Boro Zone,#5a9178,-13.964701770394099,-66.16876243588696,#90b2b3,-49.819402710492426
221,907.86,0.0,Staten Island,Stapleton,Boro Zone,#e8e8e8,93.0836470363045,-100.0,#73ae80,-30.72679409408263
222,12964.61,7460.7,Brooklyn,Starrett City,Boro Zone,#5a9178,11.732671219418032,-68.71741266121495,#b8d6be,-42.387006203492476
223,15609.86,6379.28,Queens,Steinway,Boro Zone,#90b2b3,-85.68784722295446,-91.9321271134395,#2a5a5b,-88.31218663515634
