PULocationID,yellow_total_amount,green_total_amount,Borough,Zone,service_zone,biv_amount_color,yellow_change_percent,green_change_percent,biv_ratio_color,total_change_percent,log_total_amount
63,12043.32,5251.48,Brooklyn,Cypress Hills,Boro Zone,#5a9178,43.381221047418244,-26.041534635198822,#e8e8e8,11.578706962346665,9.758161157268557
64,4804.17,849.1,Queens,Douglaston,Boro Zone,#90b2b3,60.665447115046966,-49.794233816607935,#b8d6be,20.759984705462674,8.639989417784843
65,18454.01,21436.77,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone,#2a5a5b,-89.83366868509422,-87.52880398975509,#2a5a5b,-88.71264056824025,10.593900498481155
66,4125.33,2430.23,Brooklyn,DUMBO/Vinegar Hill,Boro Zone,#b8d6be,-94.97275512171295,-98.76732817851378,#2a5a5b,-97.65211155095389,8.78806882351751
67,1723.73,1798.24,Brooklyn,Dyker Heights,Boro Zone,#b8d6be,-57.60218023863578,-60.37015243774779,#90b2b3,-59.0620931746327,8.16677577113231
68,257082.77,1196.14,Manhattan,East Chelsea,Yellow Zone,#567994,-91.45634288603362,551.4923747276688,#6c83b5,-91.41711514018871,12.461795326505387
69,15779.64,12927.44,Bronx,East Concourse/Concourse Village,Boro Zone,#2a5a5b,1.8338250896390424,-54.070552790242395,#b8d6be,-34.22110647182585,10.264899061220234
70,63781.82,2155.25,Queens,East Elmhurst,Boro Zone,#567994,-46.205082673377596,-77.79841444470541,#5a9178,-48.596062083810544,11.096456081304245
71,12120.01,9947.92,Brooklyn,East Flatbush/Farragut,Boro Zone,#5a9178,-1.9549931724490528,-43.97741057319431,#b8d6be,-26.73004044668653,10.001880702373516
72,16157.45,11440.26,Brooklyn,East Flatbush/Remsen Village,Boro Zone,#2a5a5b,17.036495652451062,-40.83795138479487,#b8d6be,-16.730501855012143,10.225488077248464
73,385.04,337.92,Queens,East Flushing,Boro Zone,#e8e8e8,-75.15822886894586,-84.14020003097615,#5a9178,-80.35776386715354,6.5833538955937
74,123328.41,89849.49,Manhattan,East Harlem North,Boro Zone,#2a5a5b,-70.23462168664929,-83.98610081905544,#5a9178,-78.14472340115742,12.269882307364323
75,234458.46,93621.4,Manhattan,East Harlem South,Boro Zone,#2a5a5b,-69.7404900224657,-78.6071854469249,#5a9178,-72.94088126031677,12.70101233334066
76,45577.25,26265.2,Brooklyn,East New York,Boro Zone,#2a5a5b,43.67157558406744,-30.498704054806762,#b8d6be,3.349360281508071,11.182230805958042
77,14958.4,9634.22,Brooklyn,East New York/Pennsylvania Avenue,Boro Zone,#2a5a5b,93.77320410283514,-18.95633213853996,#e8e8e8,25.426284079903166,10.110201676911451
78,8645.88,8116.34,Bronx,East Tremont,Boro Zone,#5a9178,29.435154273395504,-32.75313663317444,#b8d6be,-10.597535784250711,9.726882823498148
79,158633.71,651.37,Manhattan,East Village,Yellow Zone,#6c83b5,-94.70497183972412,1314.7914856646394,#6c83b5,-94.68331149209128,11.978450831750335
80,7613.07,2881.84,Brooklyn,East Williamsburg,Boro Zone,#90b2b3,-85.73209533114148,-95.58737152597229,#2a5a5b,-91.155994344844,9.258645656705815
81,7865.95,5371.73,Bronx,Eastchester,Boro Zone,#5a9178,9.505731476763637,-43.653221221523616,#b8d6be,-20.81060127490955,9.490822587550925
82,18460.35,15313.22,Queens,Elmhurst,Boro Zone,#2a5a5b,-65.54640480937688,-94.89150449352995,#5a9178,-90.44162848038158,10.427433822923936
83,3378.25,3041.27,Queens,Elmhurst/Maspeth,Boro Zone,#b8d6be,-75.59535204603165,-91.32389440111372,#5a9178,-86.8710867237742,8.767098627533723
84,1090.34,54.34,Staten Island,Eltingville/Annadale/Prince's Bay,Boro Zone,#e8e8e8,375.0936819172113,-0.0,#e8e8e8,398.7712418300653,7.0428804009451165
85,8850.53,5409.36,Brooklyn,Erasmus,Boro Zone,#5a9178,8.3419532455959,-57.13232858431191,#b8d6be,-31.40263452475273,9.565205980053541
86,13556.46,5667.93,Queens,Far Rockaway,Boro Zone,#5a9178,154.4003422915896,-34.834900779507464,#b8d6be,37.05676147944724,9.863935064351598
87,50758.07,484.95,Manhattan,Financial District North,Yellow Zone,#6c83b5,-95.97558255994413,1572.2413793103449,#6c83b5,-95.9372261044859,10.844334692603306
88,30881.88,226.16,Manhattan,Financial District South,Yellow Zone,#6c83b5,-95.49938150138924,168.47103513770176,#6c83b5,-95.46697823646707,10.345221585656878
89,17312.51,12490.52,Brooklyn,Flatbush/Ditmas Park,Boro Zone,#2a5a5b,-33.71595873756207,-64.16922094966257,#90b2b3,-51.12528333794152,10.302365345177002
90,141172.52,630.09,Manhattan,Flatiron,Yellow Zone,#6c83b5,-92.8857891410033,3571.8531468531482,#6c83b5,-92.85409834584341,11.862191299116695
91,15516.81,9958.79,Brooklyn,Flatlands,Boro Zone,#2a5a5b,-4.416237057041112,-48.57651695761125,#b8d6be,-28.439245437354423,10.145476410316023
92,6643.11,5962.23,Queens,Flushing,Boro Zone,#5a9178,-45.72609246591289,-92.93668543115477,#5a9178,-86.95790501906909,9.441875812681488
93,2984.59,450.47,Queens,Flushing Meadows-Corona Park,Boro Zone,#e8e8e8,-96.60819112201335,-99.15820234612764,#2a5a5b,-97.57251430336512,8.141789671752807
94,4358.88,4008.0,Bronx,Fordham South,Boro Zone,#90b2b3,75.27715785029255,-39.382573397298216,#b8d6be,-8.044238752100544,9.032036334134665
95,9458.11,21684.59,Queens,Forest Hills,Boro Zone,#5a9178,-66.94632772310446,-89.82703808132763,#5a9178,-87.11905765008285,10.346335146831622
96,202.96,164.4,Queens,Forest Park/Highland Park,Boro Zone,#e8e8e8,-94.10018865675806,-88.39679570879062,#2a5a5b,-92.43642113585452,5.906342293691147
97,18739.02,26326.95,Brooklyn,Fort Greene,Boro Zone,#2a5a5b,-80.34254641956005,-86.81567530893355,#5a9178,-84.72399705869121,10.715882695223524
98,958.29,980.5,Queens,Fresh Meadows,Boro Zone,#b8d6be,-78.02379499974774,-65.36902037241107,#90b2b3,-73.04188346269255,7.569819346128334
99,0.0,0.0,Staten Island,Freshkills Park,Boro Zone,#e8e8e8,-100.0,-0.0,#6c83b5,-100.0,0.0
100,160624.82,332.04,Manhattan,Garment District,Yellow Zone,#6c83b5,-93.56086921263456,388.86925795053,#6c83b5,-93.54773406779854,11.988891657750942
101,4945.81,1955.56,Queens,Glen Oaks,Boro Zone,#90b2b3,-3.8933809026907498,-16.901372540687554,#e8e8e8,-7.975230249604298,8.839475221601402
102,1850.41,1800.75,Queens,Glendale,Boro Zone,#b8d6be,-62.953493912705746,-68.8396568252529,#90b2b3,-66.11078160836324,8.20280020430538
103,0.0,0.0,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,#e8e8e8,-0.0,-0.0,#e8e8e8,-0.0,0.0
104,0.0,0.0,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,#e8e8e8,-0.0,-0.0,#e8e8e8,-0.0,0.0
105,0.0,0.0,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,#e8e8e8,-100.0,-0.0,#6c83b5,-100.0,0.0
106,4366.68,3916.29,Brooklyn,Gowanus,Boro Zone,#90b2b3,-74.55126340935489,-75.81971337738892,#5a9178,-75.16718662962666,9.021956878715573
107,210515.0,750.39,Manhattan,Gramercy,Yellow Zone,#6c83b5,-92.00829077146619,698.6270753512132,#6c83b5,-91.98009003943295,12.260870394636843
108,3410.68,2957.28,Brooklyn,Gravesend,Boro Zone,#b8d6be,-44.92774216466714,-72.71733424605212,#5a9178,-62.612909077992605,8.759034446097456
109,85.5,58.7,Staten Island,Great Kills,Boro Zone,#e8e8e8,-36.86309260079752,316.3120567375886,#b5c0da,-3.558052434456925,4.971201224850849
110,0.0,0.0,Staten Island,Great Kills Park,Boro Zone,#e8e8e8,-0.0,-0.0,#e8e8e8,-0.0,0.0
111,0.0,0.0,Brooklyn,Green-Wood Cemetery,Boro Zone,#e8e8e8,-100.0,-100.0,#2a5a5b,-100.0,0.0
112,10541.73,2036.59,Brooklyn,Greenpoint,Boro Zone,#90b2b3,-75.81359887815545,-95.67472295770037,#5a9178,-86.12753585402542,9.439729976026447
113,80442.24,177.48000000000005,Manhattan,Greenwich Village North,Yellow Zone,#6c83b5,-95.21838235650769,467.02875399361017,#6c83b5,-95.20792181422077,11.297498563581524
114,45243.32,19.65,Manhattan,Greenwich Village South,Yellow Zone,#6c83b5,-96.93955480513857,-0.0,#6c83b5,-96.93822559790803,10.720244537891844
115,2274.87,2164.98,Staten Island,Grymes Hill/Clifton,Boro Zone,#b8d6be,325.90193398610825,-17.307839212870313,#e8e8e8,40.84701403759215,8.398375871071801
116,37907.21,20012.03,Manhattan,Hamilton Heights,Boro Zone,#2a5a5b,-74.83416445566992,-83.07035116363667,#5a9178,-78.45560119872049,10.966804905426548
117,22111.33,5151.42,Queens,Hammels/Arverne,Boro Zone,#2a5a5b,354.708344044008,-42.37553190061345,#b8d6be,97.52195090850209,10.213276580573295
118,882.63,0.0,Staten Island,Heartland Village/Todt Hill,Boro Zone,#e8e8e8,-55.87092709900956,-100.0,#5a9178,-63.06585653669436,6.782906086740448
119,8724.19,9277.91,Bronx,Highbridge,Boro Zone,#5a9178,-7.263164272647152,-47.88174129926158,#b8d6be,-33.83799255543728,9.798243696739942
120,702.87,643.04,Manhattan,Highbridge Park,Boro Zone,#e8e8e8,-56.93937314676404,-46.268257628931465,#90b2b3,-52.42520430958913,7.204825643184577
121,6323.14,3777.62,Queens,Hillcrest/Pomonok,Boro Zone,#90b2b3,-10.582508894884807,-66.81938195980332,#b8d6be,-45.2726139842332,9.22036594752315
122,3665.09,1811.74,Queens,Hollis,Boro Zone,#b8d6be,-3.748086170265844,-61.83142743981058,#b8d6be,-35.97713013867571,8.608281745412102
123,3696.29,3806.94,Brooklyn,Homecrest,Boro Zone,#b8d6be,-47.21975905197218,-65.0568260046665,#90b2b3,-58.0774317333442,8.923088873480797
124,2749.76,1690.26,Queens,Howard Beach,Boro Zone,#b8d6be,-74.6498843472882,-57.87104541002118,#90b2b3,-70.11946775205192,8.39841415992063
125,23707.21,45.13,Manhattan,Hudson Sq,Yellow Zone,#6c83b5,-96.76858798196079,25.152523571824737,#6c83b5,-96.76259565945148,10.075436330925179
126,6453.96,4234.67,Bronx,Hunts Point,Boro Zone,#90b2b3,48.331092494915026,-46.28098439680325,#b8d6be,-12.63212100653504,9.27693583865004
127,7633.68,7507.12,Manhattan,Inwood,Boro Zone,#5a9178,-56.250096713461645,-73.9048339418748,#5a9178,-67.23954052096765,9.625148365753969
128,1164.54,1005.07,Manhattan,Inwood Hill Park,Boro Zone,#b8d6be,-43.0055059341735,-37.31867336883988,#90b2b3,-40.50500313981644,7.682302706879997
129,14037.54,9717.42,Queens,Jackson Heights,Boro Zone,#5a9178,-81.36769428213167,-94.4381491335804,#5a9178,-90.50012003341499,10.075546629763574
130,13110.22,13859.7,Queens,Jamaica,Boro Zone,#5a9178,-77.63861226635427,-90.89198687786848,#5a9178,-87.20587356984178,10.202477449870571
131,3051.3,2941.89,Queens,Jamaica Estates,Boro Zone,#b8d6be,-48.300400882415744,-56.473963295911176,#90b2b3,-52.66379167357772,8.698379103609899
132,495591.42,120.91,Queens,JFK Airport,Airports,#6c83b5,-96.29694589449743,-96.37246783794164,#2a5a5b,-96.29696469858382,13.113751057614989
133,3394.6,1826.07,Brooklyn,Kensington,Boro Zone,#b8d6be,-66.45204646864947,-76.54617823964367,#5a9178,-70.84151099781842,8.56038102513063
134,3684.24,2587.79,Queens,Kew Gardens,Boro Zone,#b8d6be,-86.82044200871425,-95.76886860862145,#2a5a5b,-92.96186238644015,8.74385534518207
135,4856.95,2633.33,Queens,Kew Gardens Hills,Boro Zone,#90b2b3,-60.35304681441575,-63.25536483980482,#90b2b3,-61.42425195974468,8.921361458990102
136,9931.86,9788.97,Bronx,Kingsbridge Heights,Boro Zone,#5a9178,30.78992592592593,-20.12890055124202,#e8e8e8,-0.6492790070988402,9.889430716520392
137,328077.64,2167.09,Manhattan,Kips Bay,Yellow Zone,#567994,-76.10289261750123,410.07155298215883,#b5c0da,-75.95248414657236,12.707589264649375
138,322969.59,238.36,Queens,LaGuardia Airport,Airports,#6c83b5,-96.01720366970837,-91.3459897688367,#2a5a5b,-96.01561759110481,12.686051203098835
139,6089.87,2832.91,Queens,Laurelton,Boro Zone,#90b2b3,18.03491892436688,-52.90422113276178,#b8d6be,-20.15116438276483,9.096362836211242
140,347723.24,2628.05,Manhattan,Lenox Hill East,Yellow Zone,#567994,-82.92746054970199,609.7083445854711,#6c83b5,-82.80155522261117,12.766691615824154
141,285589.85,756.04,Manhattan,Lenox Hill West,Yellow Zone,#6c83b5,-88.22401147464075,566.9371912491179,#6c83b5,-88.19338885679963,12.564955764654565
142,254118.44,713.0,Manhattan,Lincoln Square East,Yellow Zone,#6c83b5,-92.26604785823434,564.9878753963812,#6c83b5,-92.24460117594653,12.448357585962935
143,121621.01,231.37,Manhattan,Lincoln Square West,Yellow Zone,#6c83b5,-90.55417926176642,986.244131455399,#6c83b5,-90.53636622853033,11.710565591074337
144,29265.98,137.8,Manhattan,Little Italy/NoLiTa,Yellow Zone,#6c83b5,-97.57472350681331,42.723977213878825,#6c83b5,-97.56349894576871,10.288878516490747
145,23543.26,3236.33,Queens,Long Island City/Hunters Point,Boro Zone,#567994,-89.79027470549086,-95.6714639058166,#2a5a5b,-91.23026468239253,10.19539530919518
146,14825.06,2089.77,Queens,Long Island City/Queens Plaza,Boro Zone,#567994,-86.11880308892601,-93.52351702433286,#2a5a5b,-87.83688797233383,9.735946030913048
147,4607.26,2902.3,Bronx,Longwood,Boro Zone,#90b2b3,9.624366786666883,-55.09263700590761,#b8d6be,-29.591032128434996,8.923932154493203
148,43452.23,253.3,Manhattan,Lower East Side,Yellow Zone,#6c83b5,-97.33517933476,-0.0,#6c83b5,-97.31964505551802,10.685229917700012
149,3339.94,1840.27,Brooklyn,Madison,Boro Zone,#b8d6be,-44.69107589381821,-73.39096813746755,#5a9178,-60.01276760640572,8.552600874972324
150,1406.8,1416.02,Brooklyn,Manhattan Beach,Boro Zone,#b8d6be,-59.568787379759684,-82.55821544487625,#5a9178,-75.66123241513222,7.9454916642652424
151,144012.71,1268.67,Manhattan,Manhattan Valley,Yellow Zone,#567994,-84.9317641276283,1055.1215514886644,#6c83b5,-84.80076819000065,11.886427692688684
152,26497.65,9140.32,Manhattan,Manhattanville,Boro Zone,#2a5a5b,-78.65450730314204,-84.54197653506836,#5a9178,-80.55406289361989,10.481166921488924
153,1806.5,1257.27,Manhattan,Marble Hill,Boro Zone,#b8d6be,-2.2387938545460515,-74.08331959102901,#73ae80,-54.26574136409978,8.027401462768792
154,195.89,145.95999999999995,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,#e8e8e8,-94.97364815280476,-88.71038851547333,#2a5a5b,-93.41345977846412,5.834372044359803
155,6586.75,3860.6,Brooklyn,Marine Park/Mill Basin,Boro Zone,#90b2b3,-42.000993249775895,-69.1795776981042,#90b2b3,-56.25570233268585,9.254103636717206
156,2259.51,5003.1500000000015,Staten Island,Mariners Harbor,Boro Zone,#73ae80,173.30357790841134,49.89678613908257,#e8e8e8,74.39578145598362,8.890501431898555
157,4989.92,2069.62,Queens,Maspeth,Boro Zone,#90b2b3,-82.50690883008606,-73.53366190014604,#5a9178,-80.57626226065769,8.86213517255719
158,16346.39,0.0,Manhattan,Meatpacking/West Village West,Yellow Zone,#6c83b5,-98.81370123944723,-0.0,#6c83b5,-98.81370123944725,9.701762356839538
159,19926.86,17418.28,Bronx,Melrose South,Boro Zone,#2a5a5b,73.39978036627663,-33.418142480896925,#b8d6be,-0.8164650690417913,10.527958061612631
160,1540.14,1068.05,Queens,Middle Village,Boro Zone,#b8d6be,-76.2685539155638,-81.55729920327119,#5a9178,-78.7624836638561,7.866411773153646
