PULocationID,yellow_total_amount,green_total_amount,Borough,Zone,service_zone,biv_amount_color,log_total_amount
99,0.0,165.76999999999995,Staten Island,Freshkills Park,Boro Zone,#e8e8e8,5.544982112903592
100,2391818.74,1144.63,Manhattan,Garment District,Yellow Zone,#6c83b5,14.563569418402096
101,6734.03,8298.77,Queens,Glen Oaks,Boro Zone,#b8d6be,9.45784477353665
102,4470.22,9598.7,Queens,Glendale,Boro Zone,#b8d6be,9.471140336641394
103,0.0,0.0,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,#e8e8e8,0.0
104,0.0,0.0,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,#e8e8e8,0.0
105,121.26,0.0,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,#e8e8e8,3.7846440760983158
106,14404.54,20563.28,Brooklyn,Gowanus,Boro Zone,#90b2b3,10.202965652484718
107,2607555.72,310.62,Manhattan,Gramercy,Yellow Zone,#6c83b5,14.655938853974478
108,4699.04,22922.72,Brooklyn,Gravesend,Boro Zone,#b8d6be,9.814207604283443
109,339.27,93.19,Staten Island,Great Kills,Boro Zone,#e8e8e8,6.10293883551194
110,0.0,0.0,Staten Island,Great Kills Park,Boro Zone,#e8e8e8,0.0
111,95.37,230.4,Brooklyn,Green-Wood Cemetery,Boro Zone,#e8e8e8,5.340897814083155
112,36016.81,56845.31,Brooklyn,Greenpoint,Boro Zone,#5a9178,10.887682697074128
113,1775491.62,271.82,Manhattan,Greenwich Village North,Yellow Zone,#6c83b5,14.280558459099169
114,1567373.71,130.92000000000002,Manhattan,Greenwich Village South,Yellow Zone,#6c83b5,14.15923677785838
115,931.23,2902.91,Staten Island,Grymes Hill/Clifton,Boro Zone,#b8d6be,8.13588884717491
116,131858.54,117548.16,Manhattan,Hamilton Heights,Boro Zone,#2a5a5b,12.278311071170378
117,4883.66,15729.48,Queens,Hammels/Arverne,Boro Zone,#b8d6be,10.595327128553762
118,1034.51,578.44,Staten Island,Heartland Village/Todt Hill,Boro Zone,#e8e8e8,8.23319233496693
119,11206.38,23532.03,Bronx,Highbridge,Boro Zone,#90b2b3,10.298887846571503
120,914.66,1236.8,Manhattan,Highbridge Park,Boro Zone,#e8e8e8,7.571545736881084
121,9703.67,20816.55,Queens,Hillcrest/Pomonok,Boro Zone,#90b2b3,10.16178780083482
122,4999.21,13670.17,Queens,Hollis,Boro Zone,#b8d6be,9.768654742005998
123,8281.82,27640.45,Brooklyn,Homecrest,Boro Zone,#5a9178,10.137184025386494
124,11460.9,9679.82,Queens,Howard Beach,Boro Zone,#90b2b3,9.659539709927815
125,718841.62,68.82000000000001,Manhattan,Hudson Sq,Yellow Zone,#6c83b5,13.327577504920695
126,6274.35,14977.2,Bronx,Hunts Point,Boro Zone,#b8d6be,9.377371456374846
127,14351.38,31088.61,Manhattan,Inwood,Boro Zone,#5a9178,10.585282792947348
128,1887.37,1883.42,Manhattan,Inwood Hill Park,Boro Zone,#e8e8e8,8.372502623294471
129,60722.76,178199.24,Queens,Jackson Heights,Boro Zone,#2a5a5b,12.09515220207953
130,57816.07,166281.39,Queens,Jamaica,Boro Zone,#2a5a5b,12.274107484917556
131,9104.22,17914.86,Queens,Jamaica Estates,Boro Zone,#90b2b3,10.028965792900554
132,10269174.37,3131.3,Queens,JFK Airport,Airports,#567994,16.10945882875484
133,10170.44,15383.57,Brooklyn,Kensington,Boro Zone,#90b2b3,9.769565798016028
134,21633.22,71953.12,Queens,Kew Gardens,Boro Zone,#5a9178,11.381553909645552
135,16403.15,15424.32,Queens,Kew Gardens Hills,Boro Zone,#90b2b3,10.217464002847576
136,9527.26,29887.45,Bronx,Kingsbridge Heights,Boro Zone,#5a9178,10.463122197436615
137,1414332.74,166.22,Manhattan,Kips Bay,Yellow Zone,#6c83b5,13.980016225091212
138,8503579.83,2451.97,Queens,LaGuardia Airport,Airports,#567994,15.428998131440972
139,8987.04,13744.11,Queens,Laurelton,Boro Zone,#90b2b3,9.990474554228683
140,2118967.13,228.68,Manhattan,Lenox Hill East,Yellow Zone,#6c83b5,14.509833462090315
141,2454634.32,121.1,Manhattan,Lenox Hill West,Yellow Zone,#6c83b5,14.625439384067956
142,3387946.7800000007,390.55,Manhattan,Lincoln Square East,Yellow Zone,#6c83b5,14.90308870713742
143,1299106.73,163.72,Manhattan,Lincoln Square West,Yellow Zone,#6c83b5,13.953682332344373
144,1172214.67,181.02,Manhattan,Little Italy/NoLiTa,Yellow Zone,#6c83b5,13.887064171949724
145,178010.7,97106.2,Queens,Long Island City/Hunters Point,Boro Zone,#2a5a5b,12.267404029296237
146,97283.87,36510.98,Queens,Long Island City/Queens Plaza,Boro Zone,#2a5a5b,11.495295974700403
147,6478.9,14719.15,Bronx,Longwood,Boro Zone,#b8d6be,9.72294481270877
148,1580766.38,82.25,Manhattan,Lower East Side,Yellow Zone,#6c83b5,14.206767283369937
149,7644.51,21614.11,Brooklyn,Madison,Boro Zone,#b8d6be,9.697558109623264
150,5202.44,13189.24,Brooklyn,Manhattan Beach,Boro Zone,#b8d6be,9.38483722882869
151,910896.48,87.99000000000002,Manhattan,Manhattan Valley,Yellow Zone,#6c83b5,13.618523047906162
152,101946.27,55038.8,Manhattan,Manhattanville,Boro Zone,#2a5a5b,11.795042958832093
153,5033.62,2297.02,Manhattan,Marble Hill,Boro Zone,#e8e8e8,8.719420311384763
154,588.35,591.1800000000002,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,#e8e8e8,7.579964788327202
155,15226.42,33147.37,Brooklyn,Marine Park/Mill Basin,Boro Zone,#5a9178,10.34518365262154
156,1160.17,1611.6699999999994,Staten Island,Mariners Harbor,Boro Zone,#e8e8e8,7.913696568808718
157,21646.71,7387.09,Queens,Maspeth,Boro Zone,#90b2b3,10.809863898911074
158,1213491.72,49.12000000000001,Manhattan,Meatpacking/West Village West,Yellow Zone,#6c83b5,13.954220329610592
159,18392.02,36396.82,Bronx,Melrose South,Boro Zone,#5a9178,10.636155160945803
160,4392.69,7708.22,Queens,Middle Village,Boro Zone,#b8d6be,9.394051795790674
161,4985748.92,720.48,Manhattan,Midtown Center,Yellow Zone,#6c83b5,15.399172873542183
162,4352958.51,608.32,Manhattan,Midtown East,Yellow Zone,#6c83b5,15.21536370193349
163,3247922.83,549.7,Manhattan,Midtown North,Yellow Zone,#6c83b5,14.940460015142152
164,2764381.09,385.02,Manhattan,Midtown South,Yellow Zone,#6c83b5,14.740527707659075
165,13812.6,34435.71,Brooklyn,Midwood,Boro Zone,#5a9178,10.30362214532446
166,646982.09,328194.84,Manhattan,Morningside Heights,Boro Zone,#2a5a5b,13.60873554567961
167,8447.22,23919.12,Bronx,Morrisania/Melrose,Boro Zone,#90b2b3,10.076238456390133
168,35706.69,33577.87,Bronx,Mott Haven/Port Morris,Boro Zone,#5a9178,10.914946272287633
169,9572.84,26728.85,Bronx,Mount Hope,Boro Zone,#5a9178,10.2303660590003
170,3690171.74,253.4,Manhattan,Murray Hill,Yellow Zone,#6c83b5,15.003590299995617
171,7121.49,11186.49,Queens,Murray Hill-Queens,Boro Zone,#b8d6be,9.936538792799505
172,249.22,415.93,Staten Island,New Dorp/Midland Beach,Boro Zone,#e8e8e8,5.377590547442544
173,7470.46,19474.82,Queens,North Corona,Boro Zone,#b8d6be,9.975531896873894
174,8368.49,39178.18,Bronx,Norwood,Boro Zone,#5a9178,10.569267904224626
175,5277.31,7210.269999999998,Queens,Oakland Gardens,Boro Zone,#b8d6be,8.807349201160028
176,249.24,319.16,Staten Island,Oakwood,Boro Zone,#e8e8e8,1.4586150226995167
177,13744.85,33633.55,Brooklyn,Ocean Hill,Boro Zone,#5a9178,10.634303280724994
178,3250.69,9559.41,Brooklyn,Ocean Parkway South,Boro Zone,#b8d6be,8.701338084921053
179,55894.9,51819.09,Queens,Old Astoria,Boro Zone,#2a5a5b,11.31237329581689
180,9136.0,6392.23,Queens,Ozone Park,Boro Zone,#90b2b3,9.04969145761558
181,99272.52,183480.51,Brooklyn,Park Slope,Boro Zone,#2a5a5b,12.227495821772411
182,12682.31,34349.37,Bronx,Parkchester,Boro Zone,#5a9178,10.383663332090682
183,3700.34,11665.11,Bronx,Pelham Bay,Boro Zone,#b8d6be,9.53453468528709
184,1067.3,1005.51,Bronx,Pelham Bay Park,Boro Zone,#e8e8e8,7.258940180177231
185,5315.33,19308.71,Bronx,Pelham Parkway,Boro Zone,#b8d6be,10.072304582297983
186,4231141.17,999.77,Manhattan,Penn Station/Madison Sq West,Yellow Zone,#6c83b5,15.1989274456254
187,285.32,732.36,Staten Island,Port Richmond,Boro Zone,#e8e8e8,6.318859999794223
188,29464.28,72286.07,Brooklyn,Prospect-Lefferts Gardens,Boro Zone,#5a9178,11.273978698040315
189,26226.32,24972.72,Brooklyn,Prospect Heights,Boro Zone,#90b2b3,10.559358009170719
190,6397.27,9508.43,Brooklyn,Prospect Park,Boro Zone,#b8d6be,8.966458255512572
191,15385.01,29813.67,Queens,Queens Village,Boro Zone,#5a9178,10.512500123331742
192,4021.33,10053.81,Queens,Queensboro Hill,Boro Zone,#b8d6be,9.216395005633371
193,48837.85,27095.19,Queens,Queensbridge/Ravenswood,Boro Zone,#2a5a5b,11.068648060295374
194,19741.63,218.1,Manhattan,Randalls Island,Yellow Zone,#b5c0da,9.833919873021548
195,8146.32,20712.99,Brooklyn,Red Hook,Boro Zone,#90b2b3,10.012724843779138
196,19835.97,73409.58,Queens,Rego Park,Boro Zone,#5a9178,11.351124630521653
197,23175.8,51852.88,Queens,Richmond Hill,Boro Zone,#5a9178,11.065971577590258
198,7999.97,11523.2,Queens,Ridgewood,Boro Zone,#90b2b3,9.717958858370666
199,65.08,0.0,Bronx,Rikers Island,Boro Zone,#e8e8e8,0.0
200,7735.88,17404.27,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,#90b2b3,10.010379045649666
201,2253.92,3330.0,Queens,Rockaway Park,Boro Zone,#b8d6be,8.95839345800408
202,6756.56,2772.33,Manhattan,Roosevelt Island,Boro Zone,#b8d6be,9.04380751508658
203,11143.64,12901.86,Queens,Rosedale,Boro Zone,#90b2b3,10.05628846469386
204,287.04,109.08,Staten Island,Rossville/Woodrow,Boro Zone,#e8e8e8,4.768563732896527
205,26472.81,41531.4,Queens,Saint Albans,Boro Zone,#5a9178,10.981647953183922
206,1881.66,2680.09,Staten Island,Saint George/New Brighton,Boro Zone,#b8d6be,7.559892947441504
207,3024.95,441.33,Queens,Saint Michaels Cemetery/Woodside,Boro Zone,#e8e8e8,8.342277741581912
208,5787.6,16244.41,Bronx,Schuylerville/Edgewater Park,Boro Zone,#b8d6be,10.09519781385384
209,297544.38,30.1,Manhattan,Seaport,Yellow Zone,#6c83b5,12.541974648170317
210,13081.62,58615.87,Brooklyn,Sheepshead Bay,Boro Zone,#5a9178,10.872543205423995
211,951441.83,124.13,Manhattan,SoHo,Yellow Zone,#6c83b5,13.70013631633274
212,7029.96,24662.09,Bronx,Soundview/Bruckner,Boro Zone,#b8d6be,10.057328184303454
213,17808.99,49028.07,Bronx,Soundview/Castle Hill,Boro Zone,#5a9178,10.97027406465039
214,574.82,1766.14,Staten Island,South Beach/Dongan Hills,Boro Zone,#e8e8e8,7.570747329532472
215,53169.31,27536.91,Queens,South Jamaica,Boro Zone,#2a5a5b,11.467290448084583
216,55611.62,26170.19,Queens,South Ozone Park,Boro Zone,#2a5a5b,11.189844030028807
217,10401.04,9425.41,Brooklyn,South Williamsburg,Boro Zone,#90b2b3,9.422706858787118
218,18685.94,20285.14,Queens,Springfield Gardens North,Boro Zone,#90b2b3,10.595239259876074
219,42717.44,10428.46,Queens,Springfield Gardens South,Boro Zone,#90b2b3,10.583339745107983
220,10672.98,29732.67,Bronx,Spuyten Duyvil/Kingsbridge,Boro Zone,#5a9178,10.272017546851009
221,1255.02,1426.19,Staten Island,Stapleton,Boro Zone,#e8e8e8,6.663107152880417
222,11383.54,32854.61,Brooklyn,Starrett City,Boro Zone,#5a9178,10.411973341021334
223,83899.85,116960.48,Queens,Steinway,Boro Zone,#2a5a5b,12.031351333566503
224,242977.26,0.0,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone,#6c83b5,12.202890086557616
225,30359.47,65252.19,Brooklyn,Stuyvesant Heights,Boro Zone,#5a9178,11.214154942253016
226,223560.83,72994.51,Queens,Sunnyside,Boro Zone,#2a5a5b,12.444153911580875
227,7700.58,18377.66,Brooklyn,Sunset Park East,Boro Zone,#90b2b3,9.85337619096966
228,17364.28,30041.16,Brooklyn,Sunset Park West,Boro Zone,#5a9178,10.419106669136184
229,2062329.83,174.82,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,#6c83b5,14.453327686329626
230,4391602.97,785.21,Manhattan,Times Sq/Theatre District,Yellow Zone,#6c83b5,15.244772337735343
231,2239127.58,376.46,Manhattan,TriBeCa/Civic Center,Yellow Zone,#6c83b5,14.530065341862901
232,214297.87,59.36,Manhattan,Two Bridges/Seward Park,Yellow Zone,#6c83b5,12.1584860517792
233,1548891.5,262.45,Manhattan,UN/Turtle Bay South,Yellow Zone,#6c83b5,14.143567845145082
234,3582363.0500000007,301.55,Manhattan,Union Sq,Yellow Zone,#6c83b5,14.96852773299265
235,14493.78,34681.020000000004,Bronx,University Heights/Morris Heights,Boro Zone,#5a9178,10.60788496129075
236,4140821.95,18139.6,Manhattan,Upper East Side North,Yellow Zone,#567994,15.172086429468271
237,4235592.26,413.28,Manhattan,Upper East Side South,Yellow Zone,#6c83b5,15.209911127320657
238,2128445.69,158.61,Manhattan,Upper West Side North,Yellow Zone,#6c83b5,14.506759002064493
239,2752819.63,633.88,Manhattan,Upper West Side South,Yellow Zone,#6c83b5,14.752461858801306
240,1361.27,3651.97,Bronx,Van Cortlandt Park,Boro Zone,#b8d6be,8.460085129249798
241,8759.72,17314.31,Bronx,Van Cortlandt Village,Boro Zone,#90b2b3,10.12429477676241
242,13278.89,50507.76,Bronx,Van Nest/Morris Park,Boro Zone,#5a9178,10.92326079772511
243,28901.03,57077.96,Manhattan,Washington Heights North,Boro Zone,#5a9178,11.257443105777162
244,149816.62,274763.34,Manhattan,Washington Heights South,Boro Zone,#2a5a5b,12.785581448833515
245,526.06,516.56,Staten Island,West Brighton,Boro Zone,#e8e8e8,4.557029810660157
246,1805757.85,218.65,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,#6c83b5,14.555003455560904
247,22217.11,38093.67,Bronx,West Concourse,Boro Zone,#5a9178,10.631670982425476
248,5293.63,12303.16,Bronx,West Farms/Bronx River,Boro Zone,#b8d6be,9.746338883225995
249,2292854.47,267.02,Manhattan,West Village,Yellow Zone,#6c83b5,14.56216152846529
250,7152.37,24488.59,Bronx,Westchester Village/Unionport,Boro Zone,#b8d6be,10.208809989807982
251,630.99,1212.9,Staten Island,Westerleigh,Boro Zone,#e8e8e8,5.8665813649612915
252,4421.26,6430.49,Queens,Whitestone,Boro Zone,#b8d6be,9.329257874992168
253,1088.68,961.4,Queens,Willets Point,Boro Zone,#e8e8e8,7.6008724590920735
254,15502.63,45737.8,Bronx,Williamsbridge/Olinville,Boro Zone,#5a9178,10.672427499472331
255,102132.2,148814.06,Brooklyn,Williamsburg (North Side),Boro Zone,#2a5a5b,11.864475247678763
256,82512.73,56219.41,Brooklyn,Williamsburg (South Side),Boro Zone,#2a5a5b,11.39575594107701
257,8405.210000000001,13892.96,Brooklyn,Windsor Terrace,Boro Zone,#90b2b3,9.311352446854583
258,9418.87,16474.22,Queens,Woodhaven,Boro Zone,#90b2b3,9.728088380653826
259,9280.22,19274.66,Bronx,Woodlawn/Wakefield,Boro Zone,#90b2b3,9.98653604599838
260,71294.38,135955.26,Queens,Woodside,Boro Zone,#2a5a5b,12.008188192664383
261,808942.64,137.62,Manhattan,World Trade Center,Yellow Zone,#6c83b5,13.578379536505556
262,1345922.22,315.64,Manhattan,Yorkville East,Yellow Zone,#6c83b5,14.112286579827806
263,2002584.95,4671.62,Manhattan,Yorkville West,Yellow Zone,#567994,14.426599275580433
264,1348699.12,18110.32,Unknown,NV,,#567994,13.70443842871848
265,243778.99,9961.1,Unknown,,,#567994,12.495900651319113
